period,sex,pct_dentro,pct_dentro_sobreestima,pct_dentro_subestima,pct_fuera_sobreestima,pct_fuera_subestima
1980-1984,1,94.87179487179486,41.02564102564102,53.84615384615385,2.564102564102564,2.564102564102564
1980-1984,2,93.58974358974359,44.871794871794876,48.717948717948715,2.564102564102564,3.8461538461538463
1985-1989,1,94.87179487179486,52.56410256410257,42.30769230769231,2.564102564102564,2.564102564102564
1985-1989,2,91.02564102564102,39.743589743589745,51.28205128205128,5.128205128205128,3.8461538461538463
1990-1994,1,93.58974358974359,48.717948717948715,44.871794871794876,3.8461538461538463,2.564102564102564
1990-1994,2,97.43589743589743,42.30769230769231,55.12820512820513,2.564102564102564,0
1995-1999,1,94.87179487179486,52.56410256410257,42.30769230769231,3.8461538461538463,1.282051282051282
1995-1999,2,100,46.15384615384615,53.84615384615385,0,0
2000-2004,1,94.87179487179486,37.17948717948718,57.692307692307686,2.564102564102564,2.564102564102564
2000-2004,2,100,37.17948717948718,62.82051282051282,0,0
2005-2009,1,89.74358974358975,47.43589743589743,42.30769230769231,1.282051282051282,8.974358974358974
2005-2009,2,98.71794871794873,35.8974358974359,62.82051282051282,0,1.282051282051282
2010-2014,1,91.02564102564102,42.30769230769231,48.717948717948715,5.128205128205128,3.8461538461538463
2010-2014,2,98.71794871794873,34.61538461538461,64.1025641025641,0,1.282051282051282
2015-2019,1,94.87179487179486,33.33333333333333,61.53846153846154,5.128205128205128,0
2015-2019,2,98.71794871794873,34.61538461538461,64.1025641025641,1.282051282051282,0
2020-2024,1,88.46153846153845,43.58974358974359,44.871794871794876,10.256410256410255,1.282051282051282
2020-2024,2,96.15384615384616,35.8974358974359,60.256410256410255,3.8461538461538463,0
