period,region,sex,e0
1980-1984,Adjuntas,2,78.5987056451145
1985-1989,Adjuntas,2,78.86447573584097
1990-1994,Adjuntas,2,78.7999180103497
1995-1999,Adjuntas,2,79.11211957732561
2000-2004,Adjuntas,2,80.37648987665393
2005-2009,Adjuntas,2,81.97120389350144
2010-2014,Adjuntas,2,83.19095632616614
2015-2019,Adjuntas,2,84.62595669172453
2020-2024,Adjuntas,2,85.47333930081783
1980-1984,Aguada,2,77.5812067272288
1985-1989,Aguada,2,77.9398405844597
1990-1994,Aguada,2,78.82390169957351
1995-1999,Aguada,2,78.5136258156615
2000-2004,Aguada,2,80.18029844295215
2005-2009,Aguada,2,81.1774782860949
2010-2014,Aguada,2,82.92299782129432
2015-2019,Aguada,2,84.35237893660472
2020-2024,Aguada,2,84.0659549439033
1980-1984,Aguadilla,2,77.24740299758886
1985-1989,Aguadilla,2,77.54155306801054
1990-1994,Aguadilla,2,77.91913664693904
1995-1999,Aguadilla,2,78.10718358741293
2000-2004,Aguadilla,2,79.85713837163173
2005-2009,Aguadilla,2,80.74875549277589
2010-2014,Aguadilla,2,81.73011406869217
2015-2019,Aguadilla,2,83.49975887857244
2020-2024,Aguadilla,2,83.43701550226604
1980-1984,Aguas Buenas,2,79.18825499421972
1985-1989,Aguas Buenas,2,79.37751224118749
1990-1994,Aguas Buenas,2,80.4704561396892
1995-1999,Aguas Buenas,2,79.8054506426381
2000-2004,Aguas Buenas,2,81.66591242480395
2005-2009,Aguas Buenas,2,83.20945130052229
2010-2014,Aguas Buenas,2,83.97687645508707
2015-2019,Aguas Buenas,2,85.76036779345948
2020-2024,Aguas Buenas,2,85.48078636818568
1980-1984,Aibonito,2,78.53979268088455
1985-1989,Aibonito,2,79.25600528701885
1990-1994,Aibonito,2,79.25573031643182
1995-1999,Aibonito,2,79.71940653845868
2000-2004,Aibonito,2,80.92701593013243
2005-2009,Aibonito,2,81.6624609785211
2010-2014,Aibonito,2,83.14690185204486
2015-2019,Aibonito,2,84.61537950589735
2020-2024,Aibonito,2,85.45661755936669
1980-1984,Anasco,2,76.99909995021657
1985-1989,Anasco,2,77.31002290987138
1990-1994,Anasco,2,77.73020753944921
1995-1999,Anasco,2,78.10750383777719
2000-2004,Anasco,2,80.04652936385534
2005-2009,Anasco,2,81.16191858432104
2010-2014,Anasco,2,82.38310618603595
2015-2019,Anasco,2,84.25771514376143
2020-2024,Anasco,2,84.1141655931879
1980-1984,Arecibo,2,77.25890794759952
1985-1989,Arecibo,2,77.27738365726003
1990-1994,Arecibo,2,78.00256956620102
1995-1999,Arecibo,2,77.8854571175842
2000-2004,Arecibo,2,79.84244196240911
2005-2009,Arecibo,2,80.61452605838731
2010-2014,Arecibo,2,81.7051024664205
2015-2019,Arecibo,2,84.17893772988214
2020-2024,Arecibo,2,83.79042638135316
1980-1984,Arroyo,2,77.79459550652987
1985-1989,Arroyo,2,77.54271549863792
1990-1994,Arroyo,2,78.53914991168985
1995-1999,Arroyo,2,78.2609893479225
2000-2004,Arroyo,2,80.01355327756724
2005-2009,Arroyo,2,81.18720171591647
2010-2014,Arroyo,2,82.31676757638095
2015-2019,Arroyo,2,83.74688426548401
2020-2024,Arroyo,2,83.65000903717535
1980-1984,Barceloneta,2,77.84636047098559
1985-1989,Barceloneta,2,78.59483007040092
1990-1994,Barceloneta,2,79.31728099273619
1995-1999,Barceloneta,2,78.92512326418134
2000-2004,Barceloneta,2,80.49678852775239
2005-2009,Barceloneta,2,82.0874035411696
2010-2014,Barceloneta,2,82.80332061281166
2015-2019,Barceloneta,2,84.63599834165102
2020-2024,Barceloneta,2,84.44750595154991
1980-1984,Barranquitas,2,78.3368411065632
1985-1989,Barranquitas,2,78.66773940216025
1990-1994,Barranquitas,2,79.56257685595925
1995-1999,Barranquitas,2,78.93421217515821
2000-2004,Barranquitas,2,81.23704232778879
2005-2009,Barranquitas,2,82.64931888589133
2010-2014,Barranquitas,2,83.19025564524001
2015-2019,Barranquitas,2,85.38142797030285
2020-2024,Barranquitas,2,85.46308983321734
1980-1984,Bayamon,2,78.22660407110152
1985-1989,Bayamon,2,79.2679452169095
1990-1994,Bayamon,2,79.98064840877565
1995-1999,Bayamon,2,79.92169982052518
2000-2004,Bayamon,2,81.68110248086141
2005-2009,Bayamon,2,82.8152865103036
2010-2014,Bayamon,2,84.06883364209288
2015-2019,Bayamon,2,85.31979716306371
2020-2024,Bayamon,2,85.70684791705104
1980-1984,Cabo Rojo,2,78.02747056137422
1985-1989,Cabo Rojo,2,78.95312653611953
1990-1994,Cabo Rojo,2,79.81604358391054
1995-1999,Cabo Rojo,2,79.81224629314924
2000-2004,Cabo Rojo,2,81.67628155128601
2005-2009,Cabo Rojo,2,82.26295490910647
2010-2014,Cabo Rojo,2,83.65945425913375
2015-2019,Cabo Rojo,2,84.6025465913151
2020-2024,Cabo Rojo,2,84.7290259833558
1980-1984,Caguas,2,78.54236675487928
1985-1989,Caguas,2,79.14552440267403
1990-1994,Caguas,2,78.99619641891975
1995-1999,Caguas,2,79.79405218748846
2000-2004,Caguas,2,81.141013849102
2005-2009,Caguas,2,83.03718342650124
2010-2014,Caguas,2,83.80532745914428
2015-2019,Caguas,2,84.93953289518947
2020-2024,Caguas,2,84.81416297012142
1980-1984,Camuy,2,78.53499007601715
1985-1989,Camuy,2,78.92414541524099
1990-1994,Camuy,2,78.69140883570627
1995-1999,Camuy,2,79.9867251542842
2000-2004,Camuy,2,80.73503708459552
2005-2009,Camuy,2,82.23533843387374
2010-2014,Camuy,2,83.01786274248423
2015-2019,Camuy,2,84.73564544605672
2020-2024,Camuy,2,85.05269817611484
1980-1984,Canovanas,2,78.35708959415972
1985-1989,Canovanas,2,78.09662711033631
1990-1994,Canovanas,2,78.52560656242284
1995-1999,Canovanas,2,78.08803741966877
2000-2004,Canovanas,2,80.20284813341902
2005-2009,Canovanas,2,81.71682910403013
2010-2014,Canovanas,2,82.21475760400045
2015-2019,Canovanas,2,83.6957889919459
2020-2024,Canovanas,2,84.26770457129108
1980-1984,Carolina,2,79.64222686468173
1985-1989,Carolina,2,79.81881510181216
1990-1994,Carolina,2,79.53274265877366
1995-1999,Carolina,2,80.23003212615708
2000-2004,Carolina,2,81.83888920489721
2005-2009,Carolina,2,82.94381800417644
2010-2014,Carolina,2,84.26191125919166
2015-2019,Carolina,2,86.1291791359189
2020-2024,Carolina,2,85.58905192461724
1980-1984,Catano,2,76.93449727381638
1985-1989,Catano,2,78.14931433091678
1990-1994,Catano,2,78.33201789415475
1995-1999,Catano,2,78.63371170247193
2000-2004,Catano,2,80.12629232982782
2005-2009,Catano,2,81.93383086970125
2010-2014,Catano,2,83.08107577640648
2015-2019,Catano,2,84.94603300391195
2020-2024,Catano,2,84.84715132385412
1980-1984,Cayey,2,77.87934339386398
1985-1989,Cayey,2,78.58665681681067
1990-1994,Cayey,2,78.8653900806091
1995-1999,Cayey,2,79.31512488016357
2000-2004,Cayey,2,80.79641322052973
2005-2009,Cayey,2,81.92549935262835
2010-2014,Cayey,2,83.41202978644208
2015-2019,Cayey,2,85.15219071344036
2020-2024,Cayey,2,86.39717477882252
1980-1984,Ceiba,2,77.62443484909099
1985-1989,Ceiba,2,78.10042790267357
1990-1994,Ceiba,2,78.45134651058726
1995-1999,Ceiba,2,78.59100195812414
2000-2004,Ceiba,2,80.40851104801649
2005-2009,Ceiba,2,81.56281177325276
2010-2014,Ceiba,2,82.22280543473506
2015-2019,Ceiba,2,84.45282705930319
2020-2024,Ceiba,2,83.85585805855528
1980-1984,Ciales,2,78.83974769522825
1985-1989,Ciales,2,79.14542215132195
1990-1994,Ciales,2,79.4924961302237
1995-1999,Ciales,2,79.82394140571282
2000-2004,Ciales,2,81.28429999801719
2005-2009,Ciales,2,82.27239796658769
2010-2014,Ciales,2,83.46471182156506
2015-2019,Ciales,2,85.31174258854934
2020-2024,Ciales,2,84.668094012035
1980-1984,Cidra,2,79.68625389761525
1985-1989,Cidra,2,79.527267852113
1990-1994,Cidra,2,79.66929067744432
1995-1999,Cidra,2,80.71551216398696
2000-2004,Cidra,2,82.29331541903301
2005-2009,Cidra,2,83.03927046569143
2010-2014,Cidra,2,83.60324538762185
2015-2019,Cidra,2,85.29879389764517
2020-2024,Cidra,2,85.36575662797085
1980-1984,Coamo,2,78.46633632170195
1985-1989,Coamo,2,78.49953387359388
1990-1994,Coamo,2,79.28663655594785
1995-1999,Coamo,2,79.08026847859365
2000-2004,Coamo,2,80.9681470344576
2005-2009,Coamo,2,82.019186932291
2010-2014,Coamo,2,82.59662465674667
2015-2019,Coamo,2,84.54118792343658
2020-2024,Coamo,2,85.00963419876135
1980-1984,Comerio,2,79.0085543053483
1985-1989,Comerio,2,79.11821873592626
1990-1994,Comerio,2,79.06015646278102
1995-1999,Comerio,2,79.1536732424636
2000-2004,Comerio,2,80.82927348248131
2005-2009,Comerio,2,81.91488709293398
2010-2014,Comerio,2,83.13520773338303
2015-2019,Comerio,2,84.6338964379357
2020-2024,Comerio,2,84.23596439814193
1980-1984,Corozal,2,78.63354748635369
1985-1989,Corozal,2,78.7547255611612
1990-1994,Corozal,2,79.21096237463972
1995-1999,Corozal,2,80.0897910744692
2000-2004,Corozal,2,81.81948759977503
2005-2009,Corozal,2,81.91704631964494
2010-2014,Corozal,2,83.65238401876067
2015-2019,Corozal,2,84.7204533155163
2020-2024,Corozal,2,85.40148031774724
1980-1984,Culebra,2,79.18586014409055
1985-1989,Culebra,2,79.57570424611232
1990-1994,Culebra,2,79.80227101418583
1995-1999,Culebra,2,80.31035260774752
2000-2004,Culebra,2,81.79562627592337
2005-2009,Culebra,2,82.7800305450885
2010-2014,Culebra,2,83.74708450598155
2015-2019,Culebra,2,85.14646218330184
2020-2024,Culebra,2,84.95975781680835
1980-1984,Dorado,2,79.00699557610913
1985-1989,Dorado,2,79.20470638531671
1990-1994,Dorado,2,79.49624047256992
1995-1999,Dorado,2,79.81875392398489
2000-2004,Dorado,2,80.68394543811762
2005-2009,Dorado,2,81.89449231927377
2010-2014,Dorado,2,83.52396439573454
2015-2019,Dorado,2,85.04653991947085
2020-2024,Dorado,2,86.01010943224144
1980-1984,Fajardo,2,77.12646318813786
1985-1989,Fajardo,2,77.55116987474005
1990-1994,Fajardo,2,78.10508417198855
1995-1999,Fajardo,2,78.63028285329364
2000-2004,Fajardo,2,79.95133443109849
2005-2009,Fajardo,2,80.64806475176711
2010-2014,Fajardo,2,81.63963314258109
2015-2019,Fajardo,2,83.75650831966281
2020-2024,Fajardo,2,83.67308874202683
1980-1984,Florida,2,77.98294698624888
1985-1989,Florida,2,77.73160034153359
1990-1994,Florida,2,77.95346907048096
1995-1999,Florida,2,78.49613946209641
2000-2004,Florida,2,80.43287616571314
2005-2009,Florida,2,81.07628225547731
2010-2014,Florida,2,82.68868624544163
2015-2019,Florida,2,83.84098826867539
2020-2024,Florida,2,84.9642461964822
1980-1984,Guanica,2,76.56128636316936
1985-1989,Guanica,2,76.77708985727932
1990-1994,Guanica,2,77.14101171364675
1995-1999,Guanica,2,77.35026528316786
2000-2004,Guanica,2,78.81914661363227
2005-2009,Guanica,2,79.90638181146441
2010-2014,Guanica,2,81.10968236304053
2015-2019,Guanica,2,82.09700077646475
2020-2024,Guanica,2,82.35693678120866
1980-1984,Guayama,2,77.23421527952719
1985-1989,Guayama,2,77.3690140107854
1990-1994,Guayama,2,78.12190156267278
1995-1999,Guayama,2,78.74389435693072
2000-2004,Guayama,2,80.14697467064983
2005-2009,Guayama,2,80.7298537646725
2010-2014,Guayama,2,82.07485568597514
2015-2019,Guayama,2,83.59104277190872
2020-2024,Guayama,2,83.06461588657356
1980-1984,Guayanilla,2,77.36685279767062
1985-1989,Guayanilla,2,77.23263615187133
1990-1994,Guayanilla,2,77.93945614692632
1995-1999,Guayanilla,2,78.50172744573506
2000-2004,Guayanilla,2,79.76168538528417
2005-2009,Guayanilla,2,80.12134505211078
2010-2014,Guayanilla,2,81.34326874759957
2015-2019,Guayanilla,2,83.83812225145572
2020-2024,Guayanilla,2,83.98228013212359
1980-1984,Guaynabo,2,79.6898196580184
1985-1989,Guaynabo,2,80.59129401273273
1990-1994,Guaynabo,2,80.7161352176837
1995-1999,Guaynabo,2,81.54439891932462
2000-2004,Guaynabo,2,82.68372943231616
2005-2009,Guaynabo,2,83.75010802046259
2010-2014,Guaynabo,2,84.65799811176801
2015-2019,Guaynabo,2,86.50451017634781
2020-2024,Guaynabo,2,86.82582662556717
1980-1984,Gurabo,2,78.3604690893207
1985-1989,Gurabo,2,78.69407491198228
1990-1994,Gurabo,2,79.33463586224181
1995-1999,Gurabo,2,79.33946232357357
2000-2004,Gurabo,2,81.53196182172486
2005-2009,Gurabo,2,82.31370543021428
2010-2014,Gurabo,2,83.46394226152431
2015-2019,Gurabo,2,85.58982906596273
2020-2024,Gurabo,2,84.94757495568187
1980-1984,Hatillo,2,78.68118344010786
1985-1989,Hatillo,2,79.03317929717434
1990-1994,Hatillo,2,78.58123994381755
1995-1999,Hatillo,2,78.75050951470936
2000-2004,Hatillo,2,80.51838148496084
2005-2009,Hatillo,2,81.73265798827214
2010-2014,Hatillo,2,83.2796297342413
2015-2019,Hatillo,2,84.41276485636452
2020-2024,Hatillo,2,84.95796795332328
1980-1984,Hormigueros,2,79.61549142944754
1985-1989,Hormigueros,2,79.45969412047641
1990-1994,Hormigueros,2,80.33580858371272
