region,period,sex,e0_observado,e0_estimado,e0_lower,e0_upper,est_eval
Adjuntas,1980-1984,2,78.96516925394144,78.51575341586808,77.70542428411754,79.47823375424794,Estimación adecuada
Adjuntas,1985-1989,2,78.97855761762072,78.7526891226976,78.08077838861347,79.62950097701324,Estimación adecuada
Adjuntas,1990-1994,2,77.88047658335911,78.79596764431247,78.06202989785726,79.55265073996657,> e0 observado
Adjuntas,1995-1999,2,78.53770419818306,79.11552487607638,78.21661532445282,79.97975825754682,Estimación adecuada
Adjuntas,2000-2004,2,79.50851081175084,80.41887379282315,79.5594649430785,81.3852714244102,> e0 observado
Adjuntas,2005-2009,2,82.23262377887984,82.0278514302241,80.79544669096373,83.25324273467402,Estimación adecuada
Adjuntas,2010-2014,2,84.37542750420445,83.31951530007979,82.17096392132459,84.38109348840095,Estimación adecuada
Adjuntas,2015-2019,2,84.75780508868199,84.61356812659825,83.34141111476153,85.85714928515642,Estimación adecuada
Adjuntas,2020-2024,2,87.03883394524668,85.3801214092719,84.44615699572182,86.4855078134874,< e0 observado
Aguada,1980-1984,2,76.66307974738103,77.61909850144363,76.69112809567847,78.59528165761742,> e0 observado
Aguada,1985-1989,2,77.70261010174512,77.85353356771557,77.14533270572473,78.90941026322919,Estimación adecuada
Aguada,1990-1994,2,79.56472305278581,78.92089163001089,78.02473070016481,79.70519465927637,Estimación adecuada
Aguada,1995-1999,2,78.42598214583917,78.50726196532571,78.01246973134718,79.54203499735173,Estimación adecuada
Aguada,2000-2004,2,80.35987918975404,80.207463656026,79.5956363384235,81.04205622487294,Estimación adecuada
Aguada,2005-2009,2,81.487501570255,81.2210722136491,80.46048680089913,82.14489762576568,Estimación adecuada
Aguada,2010-2014,2,83.93649978812951,83.00749992699815,82.0466787711434,83.84780268638903,< e0 observado
Aguada,2015-2019,2,84.88514363026218,84.34159642327674,83.62836664304851,85.42025876703867,Estimación adecuada
Aguada,2020-2024,2,83.87729580688905,83.98781075948469,83.32092800454643,84.78470347762212,Estimación adecuada
Aguadilla,1980-1984,2,77.48535658677463,77.28611856904884,76.69401332110795,77.85645214860577,Estimación adecuada
Aguadilla,1985-1989,2,77.65780206154783,77.49443312429463,76.86015372632508,78.19632671923611,Estimación adecuada
Aguadilla,1990-1994,2,77.99785568547416,77.89230576316213,77.28865564607767,78.42334297830885,Estimación adecuada
Aguadilla,1995-1999,2,78.16686736979354,78.15736687184119,77.58474574222703,78.87128633464124,Estimación adecuada
Aguadilla,2000-2004,2,80.45198774138778,79.87406884778615,79.26284949101135,80.48761419135747,Estimación adecuada
Aguadilla,2005-2009,2,81.18616231865005,80.73847014533592,80.04882646596715,81.5352120394198,Estimación adecuada
Aguadilla,2010-2014,2,81.66758711742574,81.73648372369158,81.07311065729498,82.40247609802246,Estimación adecuada
Aguadilla,2015-2019,2,82.99395073109925,83.50056977741333,82.84579368728454,84.28398245007544,Estimación adecuada
Aguadilla,2020-2024,2,83.20736033493193,83.435563194118,82.90275937439455,84.09304870142506,Estimación adecuada
Aguas Buenas,1980-1984,2,79.20230439846388,79.13139892258138,78.3183527522775,80.2675755248411,Estimación adecuada
Aguas Buenas,1985-1989,2,78.66666240443578,79.50473441307537,78.45864447624204,80.68284912839455,Estimación adecuada
Aguas Buenas,1990-1994,2,82.01930667891538,80.43565291002099,79.51492310186642,81.44087713474718,< e0 observado
Aguas Buenas,1995-1999,2,79.29741471606215,79.90087429813173,79.14439422790343,80.89975686943147,Estimación adecuada
Aguas Buenas,2000-2004,2,81.53307661620572,81.6840661735103,80.73469180381854,82.74044622189388,Estimación adecuada
Aguas Buenas,2005-2009,2,83.74825554704383,83.39584834756431,82.20007431772476,84.15704841734049,Estimación adecuada
Aguas Buenas,2010-2014,2,83.69043751017024,84.11283159654315,83.122325749287,84.94894489820825,Estimación adecuada
Aguas Buenas,2015-2019,2,86.87058779798109,85.70266731434263,84.81462547977625,86.7175366916641,< e0 observado
Aguas Buenas,2020-2024,2,86.01372227536957,85.57170519304842,84.71172524262606,86.7083563326521,Estimación adecuada
Aibonito,1980-1984,2,78.10148160174786,78.58667645848354,77.71308680421916,79.37964616018073,Estimación adecuada
Aibonito,1985-1989,2,79.48839408130232,79.30443878364247,78.5607389180669,80.22746799322316,Estimación adecuada
Aibonito,1990-1994,2,79.2040372973333,79.2252261441447,78.22448761024663,80.13694003874741,Estimación adecuada
Aibonito,1995-1999,2,79.65397963842348,79.69571427285854,78.939770947554,80.63640719428261,Estimación adecuada
Aibonito,2000-2004,2,80.67825254541816,80.91984926638774,79.95252053202091,81.80772344022131,Estimación adecuada
Aibonito,2005-2009,2,81.30587533973025,81.64215816642925,80.83397488892741,82.49766155521843,Estimación adecuada
Aibonito,2010-2014,2,82.83346667872438,83.12979989762985,82.19682717911407,84.06301556495836,Estimación adecuada
Aibonito,2015-2019,2,83.92589167839914,84.62299334680509,83.84567218072479,85.89477528798463,Estimación adecuada
Aibonito,2020-2024,2,85.54801976071055,85.48329289037554,84.48888219899769,86.49922785517629,Estimación adecuada
Anasco,1980-1984,2,76.47877169471658,77.02028734226093,76.11342600838236,77.96488086503447,Estimación adecuada
Anasco,1985-1989,2,76.49626365968555,77.3228761071675,76.28812143204726,78.34258289122843,Estimación adecuada
Anasco,1990-1994,2,77.19464732684078,77.75943350373349,76.96715204070941,78.62678051315311,Estimación adecuada
Anasco,1995-1999,2,77.85360337047756,78.12411189790777,77.19170022041345,78.94635972516988,Estimación adecuada
Anasco,2000-2004,2,80.6361937434096,79.97050831396069,79.16293032462312,80.88597174230645,Estimación adecuada
Anasco,2005-2009,2,82.18483587125668,81.23202406630821,80.3575116416489,82.09441675860562,< e0 observado
Anasco,2010-2014,2,83.0792504741019,82.34401117293675,81.48462178669183,83.28900767558702,Estimación adecuada
Anasco,2015-2019,2,85.54315717152748,84.25514099511649,83.49600537595774,85.22955912292966,< e0 observado
Anasco,2020-2024,2,83.21756305986028,84.11585555242203,83.41533844833543,85.12088638151194,> e0 observado
Arecibo,1980-1984,2,77.54900544750468,77.26674218409627,76.71399498195159,78.0087598058819,Estimación adecuada
Arecibo,1985-1989,2,77.07511338664264,77.28635096859995,76.80087453278182,77.99667944186533,Estimación adecuada
Arecibo,1990-1994,2,77.82525476262934,78.02308410437342,77.39491087302301,78.64194953749154,Estimación adecuada
Arecibo,1995-1999,2,77.67805190763367,77.91989961446316,77.3765227118974,78.39727327900795,Estimación adecuada
Arecibo,2000-2004,2,80.17723082421405,79.86705967218387,79.3787026623449,80.44711359457425,Estimación adecuada
Arecibo,2005-2009,2,80.99120726198103,80.62578735153414,80.14118887254455,81.2457008086154,Estimación adecuada
Arecibo,2010-2014,2,81.99729917976788,81.71181906783004,81.15394422430516,82.24667741725781,Estimación adecuada
Arecibo,2015-2019,2,84.62096334942434,84.26684745724981,83.62397912751001,84.85911514584097,Estimación adecuada
Arecibo,2020-2024,2,83.99392652816302,83.83004128989023,83.23979223740855,84.34856915674206,Estimación adecuada
Arroyo,1980-1984,2,77.70227943996014,77.8542407247727,76.94209508769197,78.89061569269099,Estimación adecuada
Arroyo,1985-1989,2,76.53547803214356,77.56328577058939,76.73534110803475,78.33683899290934,> e0 observado
Arroyo,1990-1994,2,79.1638940521351,78.68276303133729,77.67094640320084,79.5258228307701,Estimación adecuada
Arroyo,1995-1999,2,77.98473955428868,78.19859414078583,77.41095149999958,79.07042029654158,Estimación adecuada
Arroyo,2000-2004,2,79.49462438506767,80.12157296608595,79.00081791060089,80.973687200261935,Estimación adecuada
Arroyo,2005-2009,2,81.55925566302211,81.22184754759434,79.97398005229431,82.27704156131844,Estimación adecuada
Arroyo,2010-2014,2,82.70095569618667,82.43341378875377,81.35260602880814,83.4026287095567,Estimación adecuada
Arroyo,2015-2019,2,83.0866067343545,83.91203613236254,82.60805663715695,84.85225460985214,Estimación adecuada
Arroyo,2020-2024,2,82.07042233229612,83.70585118966005,82.68557255823727,84.60429733613888,> e0 observado
Barceloneta,1980-1984,2,77.15945709054438,77.85062546055119,77.04512880122884,78.76567821704685,Estimación adecuada
Barceloneta,1985-1989,2,78.86869640220178,78.61031694284486,77.73700912887276,79.54427171072211,Estimación adecuada
Barceloneta,1990-1994,2,79.79778456534827,79.37243083134916,78.45641518768277,80.28626752815191,Estimación adecuada
Barceloneta,1995-1999,2,78.30155980616671,79.03960373229661,78.24645279189289,80.05900114588985,Estimación adecuada
Barceloneta,2000-2004,2,80.98566728548113,80.54422561442865,79.5633435205513,81.6384713023467,Estimación adecuada
Barceloneta,2005-2009,2,83.11601404161499,82.10795383704168,81.29379061942674,82.9936436905569,< e0 observado
Barceloneta,2010-2014,2,83.08358460781069,82.84860887136117,81.9099934775148,83.88839589603771,Estimación adecuada
Barceloneta,2015-2019,2,85.56404930901091,84.67349707306988,83.8096910867261,85.87968539370428,Estimación adecuada
Barceloneta,2020-2024,2,84.21378427386206,84.45008793452402,83.57886158557716,85.64714232133474,Estimación adecuada
Barranquitas,1980-1984,2,77.30531169649653,78.37260023636262,77.2792204299603,79.28006432631042,Estimación adecuada
Barranquitas,1985-1989,2,77.76964050663393,78.76298266758499,77.86468362654435,79.53948592785716,> e0 observado
Barranquitas,1990-1994,2,80.19038720696513,79.6285520299445,78.74606001002408,80.46196759250452,Estimación adecuada
Barranquitas,1995-1999,2,77.36809189145215,78.8813424519895,78.18240489158242,79.9478036143875,> e0 observado
Barranquitas,2000-2004,2,80.92303201880848,81.28014238916413,80.35728574654163,82.42067637658575,Estimación adecuada
Barranquitas,2005-2009,2,83.34321773527964,82.63537847225784,81.67416525077203,84.0943190068013,Estimación adecuada
Barranquitas,2010-2014,2,83.19916348644448,83.28346640923758,82.15024081515178,84.3424912095644,Estimación adecuada
Barranquitas,2015-2019,2,86.1569793140704,85.47766071886986,84.34946461620217,86.41491973049291,Estimación adecuada
Barranquitas,2020-2024,2,85.89659093832063,85.43787573797368,84.57809180017044,86.1878564483506,Estimación adecuada
Bayamon,1980-1984,2,78.18054324807127,78.26779411492592,77.816215851343,78.6793325034052,Estimación adecuada
Bayamon,1985-1989,2,79.53402783138928,79.23158374957978,78.76937672909503,79.66182616070469,Estimación adecuada
Bayamon,1990-1994,2,79.99809814237119,79.96245886604574,79.50923000539245,80.3691633992967,Estimación adecuada
