period,sex,cobertura
1980-1984,2,75.64102564102564
1985-1989,2,79.48717948717949
1990-1994,2,85.8974358974359
1995-1999,2,87.17948717948718
2000-2004,2,94.87179487179486
2005-2009,2,88.46153846153845
2010-2014,2,87.17948717948718
2015-2019,2,82.05128205128204
2020-2024,2,76.92307692307693
