period,sex,cobertura
1980-1984,2,75.64102564102564
1985-1989,2,82.05128205128204
1990-1994,2,85.8974358974359
1995-1999,2,91.02564102564102
2000-2004,2,97.43589743589743
2005-2009,2,89.74358974358975
2010-2014,2,88.46153846153845
2015-2019,2,83.33333333333334
2020-2024,2,79.48717948717949
