period,sex,pct_dentro,pct_dentro_sobreestima,pct_dentro_subestima,pct_fuera_sobreestima,pct_fuera_subestima
1980-1984,1,58.97435897435898,39.743589743589745,19.230769230769234,32.05128205128205,8.974358974358974
1980-1984,2,52.56410256410257,24.358974358974358,28.205128205128204,29.48717948717949,17.94871794871795
1985-1989,1,47.43589743589743,33.33333333333333,14.102564102564102,43.58974358974359,8.974358974358974
1985-1989,2,56.41025641025641,32.05128205128205,24.358974358974358,29.48717948717949,14.102564102564102
1990-1994,1,39.743589743589745,25.64102564102564,14.102564102564102,53.84615384615385,6.41025641025641
1990-1994,2,43.58974358974359,25.64102564102564,17.94871794871795,46.15384615384615,10.256410256410255
1995-1999,1,34.61538461538461,17.94871794871795,16.666666666666664,61.53846153846154,3.8461538461538463
1995-1999,2,52.56410256410257,32.05128205128205,20.51282051282051,30.76923076923077,16.666666666666664
2000-2004,1,56.41025641025641,33.33333333333333,23.076923076923077,32.05128205128205,11.538461538461538
2000-2004,2,56.41025641025641,21.794871794871796,34.61538461538461,15.384615384615385,28.205128205128204
2005-2009,1,50,28.205128205128204,21.794871794871796,33.33333333333333,16.666666666666664
2005-2009,2,44.871794871794876,17.94871794871795,26.923076923076923,8.974358974358974,46.15384615384615
2010-2014,1,47.43589743589743,28.205128205128204,19.230769230769234,38.46153846153847,14.102564102564102
2010-2014,2,34.61538461538461,12.82051282051282,21.794871794871796,6.41025641025641,58.97435897435898
2015-2019,1,50,30.76923076923077,19.230769230769234,32.05128205128205,17.94871794871795
2015-2019,2,34.61538461538461,12.82051282051282,21.794871794871796,2.564102564102564,62.82051282051282
2020-2024,1,37.17948717948718,21.794871794871796,15.384615384615385,60.256410256410255,2.564102564102564
2020-2024,2,34.61538461538461,15.384615384615385,19.230769230769234,5.128205128205128,60.256410256410255
