region,period,sex,Age,AgeInt,nMx,nAx,nqx,lx,ndx,nLx,Sx,Tx,ex
Adjuntas,1980-1984,1,0,1,0.018542122806880258,0.1122901210450108,0.01824186130297904,100000,1824.1861302978941,98380.65195108189,0.9812607085374778,7228290.057307326,72.28290057307326
Adjuntas,1980-1984,1,1,4,4.813924908209437e-4,1.5980372718941243,0.001923346023625315,98175.8138697021,188.82606122246943,392249.702317657,0.9980733581585141,7129909.405356244,72.62388896331416
Adjuntas,1980-1984,1,5,5,2.0409340647462932e-4,2.5,0.0010199466214221757,97986.98780847964,99.94149715859385,489685.08529950166,0.9988165892271513,6737659.703038587,68.76075950214607
Adjuntas,1980-1984,1,10,5,2.69589938302133e-4,2.5,0.001347041819208338,97887.04631132104,131.85794494012953,489105.5866942549,0.9968350130942065,6247974.617739085,63.828410940789425
Adjuntas,1980-1984,1,15,5,9.995684450553011e-4,2.5,0.004985384143585488,97755.18836638091,487.3471660349751,487557.57391681714,0.9940033023519563,5758869.031044831,58.9111343068658
Adjuntas,1980-1984,1,20,5,0.0014075512735739282,2.5,0.007013078199989469,97267.84120034594,682.1469766821683,484633.8385600243,0.9919336621804531,5271311.4571280135,54.19377455155513
Adjuntas,1980-1984,1,25,5,0.0018337757085956417,2.5,0.009127036199791582,96585.69422366377,881.5411275614024,480724.61829941534,0.9898420064569059,4786677.618567989,49.55886746005538
Adjuntas,1980-1984,1,30,5,0.0022523005632202847,2.5,0.011198447144076931,95704.15309610237,1071.7378999153443,475841.4207307235,0.9873933360345917,4305953.000268574,44.99233169060808
Adjuntas,1980-1984,1,35,5,0.002825991346213963,2.5,0.014030829226136644,94632.41519618702,1327.7712568745483,469842.64783874876,0.9840480649014408,3830111.57953785,40.473568930872794
Adjuntas,1980-1984,1,40,5,0.003612407584547983,2.5,0.017900379258243008,93304.64393931247,1670.1885130690207,462347.74841388984,0.9774907138549296,3360268.9316991013,36.013951608718415
Adjuntas,1980-1984,1,45,5,0.005515455847369122,2.5,0.027202197932722296,91634.45542624345,2492.6585939618963,451940.63064631255,0.9685924518615728,2897921.1832852117,31.624798442958475
Adjuntas,1980-1984,1,50,5,0.007276087475652688,2.5,0.035730491916433266,89141.79683228156,3185.080251132167,437746.28353357734,0.9559590443350217,2445980.552638899,27.43921078056078
Adjuntas,1980-1984,1,55,5,0.010816671332956064,2.5,0.05265935921178543,85956.71658114939,4526.425615112385,418467.518867966,0.9332804340628069,2008234.2691053215,23.363319924038773
