period,sex,pct_dentro,pct_dentro_sobreestima,pct_dentro_subestima,pct_fuera_sobreestima,pct_fuera_subestima
1980-1984,1,100,0,100,0,0
1980-1984,2,100,1.282051282051282,98.71794871794873,0,0
1985-1989,1,100,0,100,0,0
1985-1989,2,100,0,100,0,0
1990-1994,1,100,0,100,0,0
1990-1994,2,100,0,100,0,0
1995-1999,1,100,0,100,0,0
1995-1999,2,100,0,100,0,0
2000-2004,1,100,0,100,0,0
2000-2004,2,100,0,100,0,0
2005-2009,1,100,0,100,0,0
2005-2009,2,100,0,100,0,0
2010-2014,1,100,0,100,0,0
2010-2014,2,100,0,100,0,0
2015-2019,1,100,0,100,0,0
2015-2019,2,100,0,100,0,0
2020-2024,1,100,0,100,0,0
2020-2024,2,100,0,100,0,0
