period,sex,cobertura
1980-1984,1,100
1980-1984,2,100
1985-1989,1,100
1985-1989,2,100
1990-1994,1,100
1990-1994,2,100
1995-1999,1,100
1995-1999,2,100
2000-2004,1,100
2000-2004,2,100
2005-2009,1,100
2005-2009,2,100
2010-2014,1,100
2010-2014,2,100
2015-2019,1,100
2015-2019,2,100
2020-2024,1,100
2020-2024,2,100
