period,region,sex,e0
1980-1984,Adjuntas,1,72.31667821385956
1985-1989,Adjuntas,1,71.70862556427254
1990-1994,Adjuntas,1,71.54938465688369
1995-1999,Adjuntas,1,72.17716775860026
2000-2004,Adjuntas,1,73.93918459568783
2005-2009,Adjuntas,1,75.90162492501216
2010-2014,Adjuntas,1,76.9182680909848
2015-2019,Adjuntas,1,79.19277452077506
2020-2024,Adjuntas,1,78.98246601494162
1980-1984,Aguada,1,73.13752921633827
1985-1989,Aguada,1,72.98021709740098
1990-1994,Aguada,1,72.998464830715875
1995-1999,Aguada,1,72.796189925507
2000-2004,Aguada,1,75.19832304051887
2005-2009,Aguada,1,76.64938622483008
2010-2014,Aguada,1,77.06844623231666
2015-2019,Aguada,1,79.15746224267258
2020-2024,Aguada,1,78.19612923733985
1980-1984,Aguadilla,1,71.06012648914323
1985-1989,Aguadilla,1,70.7107176082168
1990-1994,Aguadilla,1,70.77660282217464
1995-1999,Aguadilla,1,70.72981288948849
2000-2004,Aguadilla,1,73.09482452971139
2005-2009,Aguadilla,1,73.99882409622151
2010-2014,Aguadilla,1,75.47751223861391
2015-2019,Aguadilla,1,76.8132085720563
2020-2024,Aguadilla,1,76.53621108825706
1980-1984,Aguas Buenas,1,71.41168342549405
1985-1989,Aguas Buenas,1,71.70808042670367
1990-1994,Aguas Buenas,1,71.54016026458656
1995-1999,Aguas Buenas,1,71.89309009944962
2000-2004,Aguas Buenas,1,74.14011441485599
2005-2009,Aguas Buenas,1,74.96316898968175
2010-2014,Aguas Buenas,1,77.16921619622133
2015-2019,Aguas Buenas,1,77.74862562815149
2020-2024,Aguas Buenas,1,77.83037579929167
1980-1984,Aibonito,1,71.67312404665822
1985-1989,Aibonito,1,71.32213088486326
1990-1994,Aibonito,1,72.07829546930246
1995-1999,Aibonito,1,72.04297964908237
2000-2004,Aibonito,1,73.93141698344354
2005-2009,Aibonito,1,74.89547479824941
2010-2014,Aibonito,1,75.63549355927373
2015-2019,Aibonito,1,77.63969780513756
2020-2024,Aibonito,1,78.87312104832169
1980-1984,Anasco,1,71.78652733775239
1985-1989,Anasco,1,71.49765161056399
1990-1994,Anasco,1,70.91980269738785
1995-1999,Anasco,1,71.41512231869028
2000-2004,Anasco,1,73.94875217403377
2005-2009,Anasco,1,75.68625299803588
2010-2014,Anasco,1,76.11489502771622
2015-2019,Anasco,1,77.65993256517285
2020-2024,Anasco,1,77.5011585626829
1980-1984,Arecibo,1,70.86590108687469
1985-1989,Arecibo,1,70.38336925962297
1990-1994,Arecibo,1,70.61117154157526
1995-1999,Arecibo,1,70.41555224971626
2000-2004,Arecibo,1,73.0487849205102
2005-2009,Arecibo,1,73.69046541057703
2010-2014,Arecibo,1,75.4242455129003
2015-2019,Arecibo,1,77.17596445478276
2020-2024,Arecibo,1,76.72579342300597
1980-1984,Arroyo,1,69.86519738030086
1985-1989,Arroyo,1,69.5298936624118
1990-1994,Arroyo,1,69.6593043928482
1995-1999,Arroyo,1,69.85528405340872
2000-2004,Arroyo,1,72.27664040087058
2005-2009,Arroyo,1,73.38986303744332
2010-2014,Arroyo,1,74.17198285857751
2015-2019,Arroyo,1,76.12170251584345
2020-2024,Arroyo,1,76.48743395729595
1980-1984,Barceloneta,1,70.55500980187257
1985-1989,Barceloneta,1,71.47690271414677
1990-1994,Barceloneta,1,70.8642193711825
1995-1999,Barceloneta,1,70.50530509890059
2000-2004,Barceloneta,1,73.29360939389977
2005-2009,Barceloneta,1,74.41769317988175
2010-2014,Barceloneta,1,75.34647457179037
2015-2019,Barceloneta,1,77.39005713733003
2020-2024,Barceloneta,1,75.82995610329161
1980-1984,Barranquitas,1,71.44652328301189
1985-1989,Barranquitas,1,71.43696409721602
1990-1994,Barranquitas,1,70.99249506599631
1995-1999,Barranquitas,1,70.89375292240692
2000-2004,Barranquitas,1,73.73362442660118
2005-2009,Barranquitas,1,75.09149407661083
2010-2014,Barranquitas,1,75.69066381867403
2015-2019,Barranquitas,1,77.87596297823123
2020-2024,Barranquitas,1,77.6397719342379
1980-1984,Bayamon,1,71.80753669637865
1985-1989,Bayamon,1,71.47524373104687
1990-1994,Bayamon,1,69.66944334232562
1995-1999,Bayamon,1,70.90081682446642
2000-2004,Bayamon,1,73.47977201427541
2005-2009,Bayamon,1,74.67430441340575
2010-2014,Bayamon,1,76.21238608394397
2015-2019,Bayamon,1,77.38804590620946
2020-2024,Bayamon,1,76.28612508862555
1980-1984,Cabo Rojo,1,72.60644008594649
1985-1989,Cabo Rojo,1,72.87060260433915
1990-1994,Cabo Rojo,1,72.57517274187218
1995-1999,Cabo Rojo,1,72.38158284097953
2000-2004,Cabo Rojo,1,74.6978425643971
2005-2009,Cabo Rojo,1,75.95965861510862
2010-2014,Cabo Rojo,1,76.1320286082926
2015-2019,Cabo Rojo,1,79.20664642058475
2020-2024,Cabo Rojo,1,79.08802975072746
1980-1984,Caguas,1,71.47498231225008
