year,fips3,municipio,sex,agegrp,population
2018,107,Orocovis,0,11,1576
2019,107,Orocovis,0,11,1570
2010,109,Patillas,0,11,1364
2011,109,Patillas,0,11,1388
2012,109,Patillas,0,11,1400
2013,109,Patillas,0,11,1406
2014,109,Patillas,0,11,1365
2015,109,Patillas,0,11,1343
2016,109,Patillas,0,11,1316
2017,109,Patillas,0,11,1287
2018,109,Patillas,0,11,1270
2019,109,Patillas,0,11,1248
2010,111,Peñuelas,0,11,1612
2011,111,Peñuelas,0,11,1608
2012,111,Peñuelas,0,11,1616
2013,111,Peñuelas,0,11,1588
2014,111,Peñuelas,0,11,1601
2015,111,Peñuelas,0,11,1566
2016,111,Peñuelas,0,11,1558
2017,111,Peñuelas,0,11,1514
2018,111,Peñuelas,0,11,1462
2019,111,Peñuelas,0,11,1454
2010,113,Ponce,0,11,10628
2011,113,Ponce,0,11,10505
2012,113,Ponce,0,11,10291
2013,113,Ponce,0,11,10137
2014,113,Ponce,0,11,9911
2015,113,Ponce,0,11,9764
2016,113,Ponce,0,11,9621
2017,113,Ponce,0,11,9475
2018,113,Ponce,0,11,9104
2019,113,Ponce,0,11,8964
2010,115,Quebradillas,0,11,1600
2011,115,Quebradillas,0,11,1656
2012,115,Quebradillas,0,11,1685
2013,115,Quebradillas,0,11,1727
2014,115,Quebradillas,0,11,1748
2015,115,Quebradillas,0,11,1744
2016,115,Quebradillas,0,11,1749
2017,115,Quebradillas,0,11,1745
2018,115,Quebradillas,0,11,1694
2019,115,Quebradillas,0,11,1653
2010,117,Rincón,0,11,948
2011,117,Rincón,0,11,957
2012,117,Rincón,0,11,966
2013,117,Rincón,0,11,976
2014,117,Rincón,0,11,1045
2015,117,Rincón,0,11,1093
2016,117,Rincón,0,11,1102
2017,117,Rincón,0,11,1095
2018,117,Rincón,0,11,1088
2019,117,Rincón,0,11,1077
2010,119,Río Grande,0,11,3210
2011,119,Río Grande,0,11,3219
2012,119,Río Grande,0,11,3256
2013,119,Río Grande,0,11,3324
2014,119,Río Grande,0,11,3434
2015,119,Río Grande,0,11,3501
2016,119,Río Grande,0,11,3545
2017,119,Río Grande,0,11,3599
2018,119,Río Grande,0,11,3510
2019,119,Río Grande,0,11,3480
2010,121,Sabana Grande,0,11,1605
2011,121,Sabana Grande,0,11,1619
2012,121,Sabana Grande,0,11,1617
2013,121,Sabana Grande,0,11,1610
2014,121,Sabana Grande,0,11,1584
2015,121,Sabana Grande,0,11,1538
2016,121,Sabana Grande,0,11,1504
2017,121,Sabana Grande,0,11,1509
2018,121,Sabana Grande,0,11,1510
2019,121,Sabana Grande,0,11,1543
2010,123,Salinas,0,11,1874
2011,123,Salinas,0,11,1884
2012,123,Salinas,0,11,1873
2013,123,Salinas,0,11,1895
2014,123,Salinas,0,11,1893
2015,123,Salinas,0,11,1888
2016,123,Salinas,0,11,1847
2017,123,Salinas,0,11,1806
2018,123,Salinas,0,11,1765
2019,123,Salinas,0,11,1770
2010,125,San Germán,0,11,2206
2011,125,San Germán,0,11,2179
2012,125,San Germán,0,11,2198
2013,125,San Germán,0,11,2202
2014,125,San Germán,0,11,2196
2015,125,San Germán,0,11,2207
2016,125,San Germán,0,11,2220
2017,125,San Germán,0,11,2179
2018,125,San Germán,0,11,2154
2019,125,San Germán,0,11,2159
2010,127,San Juan,0,11,26231
2011,127,San Juan,0,11,26075
2012,127,San Juan,0,11,25822
2013,127,San Juan,0,11,25856
2014,127,San Juan,0,11,25909
2015,127,San Juan,0,11,25552
2016,127,San Juan,0,11,25181
2017,127,San Juan,0,11,24686
2018,127,San Juan,0,11,23812
2019,127,San Juan,0,11,23271
2010,129,San Lorenzo,0,11,2858
2011,129,San Lorenzo,0,11,2910
2012,129,San Lorenzo,0,11,2951
2013,129,San Lorenzo,0,11,3012
2014,129,San Lorenzo,0,11,2980
2015,129,San Lorenzo,0,11,2982
2016,129,San Lorenzo,0,11,2953
2017,129,San Lorenzo,0,11,2907
2018,129,San Lorenzo,0,11,2848
2019,129,San Lorenzo,0,11,2842
2010,131,San Sebastián,0,11,2769
2011,131,San Sebastián,0,11,2778
2012,131,San Sebastián,0,11,2779
2013,131,San Sebastián,0,11,2763
2014,131,San Sebastián,0,11,2784
2015,131,San Sebastián,0,11,2781
2016,131,San Sebastián,0,11,2776
2017,131,San Sebastián,0,11,2739
2018,131,San Sebastián,0,11,2651
2019,131,San Sebastián,0,11,2565
2010,133,Santa Isabel,0,11,1270
2011,133,Santa Isabel,0,11,1284
2012,133,Santa Isabel,0,11,1292
2013,133,Santa Isabel,0,11,1278
2014,133,Santa Isabel,0,11,1310
2015,133,Santa Isabel,0,11,1341
2016,133,Santa Isabel,0,11,1362
2017,133,Santa Isabel,0,11,1358
2018,133,Santa Isabel,0,11,1345
2019,133,Santa Isabel,0,11,1370
2010,135,Toa Alta,0,11,4957
2011,135,Toa Alta,0,11,5131
2012,135,Toa Alta,0,11,5222
2013,135,Toa Alta,0,11,5299
2014,135,Toa Alta,0,11,5439
2015,135,Toa Alta,0,11,5496
2016,135,Toa Alta,0,11,5486
2017,135,Toa Alta,0,11,5369
2018,135,Toa Alta,0,11,5229
2019,135,Toa Alta,0,11,5136
2010,137,Toa Baja,0,11,5756
2011,137,Toa Baja,0,11,5864
2012,137,Toa Baja,0,11,5877
2013,137,Toa Baja,0,11,5945
2014,137,Toa Baja,0,11,5947
2015,137,Toa Baja,0,11,5845
2016,137,Toa Baja,0,11,5674
2017,137,Toa Baja,0,11,5484
2018,137,Toa Baja,0,11,5243
2019,137,Toa Baja,0,11,5191
2010,139,Trujillo Alto,0,11,4814
2011,139,Trujillo Alto,0,11,4836
2012,139,Trujillo Alto,0,11,4813
2013,139,Trujillo Alto,0,11,4880
2014,139,Trujillo Alto,0,11,4966
2015,139,Trujillo Alto,0,11,5071
2016,139,Trujillo Alto,0,11,5141
2017,139,Trujillo Alto,0,11,5166
2018,139,Trujillo Alto,0,11,5077
2019,139,Trujillo Alto,0,11,5038
2010,141,Utuado,0,11,2268
2011,141,Utuado,0,11,2214
2012,141,Utuado,0,11,2182
2013,141,Utuado,0,11,2157
2014,141,Utuado,0,11,2137
2015,141,Utuado,0,11,2146
2016,141,Utuado,0,11,2182
2017,141,Utuado,0,11,2168
2018,141,Utuado,0,11,2111
2019,141,Utuado,0,11,2039
2010,143,Vega Alta,0,11,2601
2011,143,Vega Alta,0,11,2637
2012,143,Vega Alta,0,11,2648
2013,143,Vega Alta,0,11,2681
2014,143,Vega Alta,0,11,2629
2015,143,Vega Alta,0,11,2592
2016,143,Vega Alta,0,11,2584
2017,143,Vega Alta,0,11,2520
2018,143,Vega Alta,0,11,2444
2019,143,Vega Alta,0,11,2421
2010,145,Vega Baja,0,11,3898
2011,145,Vega Baja,0,11,3936
2012,145,Vega Baja,0,11,3986
2013,145,Vega Baja,0,11,4031
2014,145,Vega Baja,0,11,4037
2015,145,Vega Baja,0,11,3994
2016,145,Vega Baja,0,11,3973
2017,145,Vega Baja,0,11,3907
2018,145,Vega Baja,0,11,3806
2019,145,Vega Baja,0,11,3775
2010,147,Vieques,0,11,679
2011,147,Vieques,0,11,654
2012,147,Vieques,0,11,624
2013,147,Vieques,0,11,613
2014,147,Vieques,0,11,612
2015,147,Vieques,0,11,609
2016,147,Vieques,0,11,615
2017,147,Vieques,0,11,621
2018,147,Vieques,0,11,620
2019,147,Vieques,0,11,600
2010,149,Villalba,0,11,1755
2011,149,Villalba,0,11,1738
2012,149,Villalba,0,11,1709
2013,149,Villalba,0,11,1717
2014,149,Villalba,0,11,1728
2015,149,Villalba,0,11,1721
2016,149,Villalba,0,11,1711
2017,149,Villalba,0,11,1675
2018,149,Villalba,0,11,1606
2019,149,Villalba,0,11,1574
2010,151,Yabucoa,0,11,2603
2011,151,Yabucoa,0,11,2607
2012,151,Yabucoa,0,11,2652
2013,151,Yabucoa,0,11,2688
2014,151,Yabucoa,0,11,2643
2015,151,Yabucoa,0,11,2567
2016,151,Yabucoa,0,11,2515
2017,151,Yabucoa,0,11,2438
2018,151,Yabucoa,0,11,2375
2019,151,Yabucoa,0,11,2312
2010,153,Yauco,0,11,2919
2011,153,Yauco,0,11,2897
2012,153,Yauco,0,11,2793
2013,153,Yauco,0,11,2770
2014,153,Yauco,0,11,2718
2015,153,Yauco,0,11,2676
2016,153,Yauco,0,11,2681
2017,153,Yauco,0,11,2704
2018,153,Yauco,0,11,2606
2019,153,Yauco,0,11,2532
2010,001,Adjuntas,1,11,620
2011,001,Adjuntas,1,11,605
2012,001,Adjuntas,1,11,616
2013,001,Adjuntas,1,11,645
2014,001,Adjuntas,1,11,660
2015,001,Adjuntas,1,11,649
2016,001,Adjuntas,1,11,650
2017,001,Adjuntas,1,11,642
2018,001,Adjuntas,1,11,627
2019,001,Adjuntas,1,11,627
2010,003,Aguada,1,11,1469
2011,003,Aguada,1,11,1489
2012,003,Aguada,1,11,1499
2013,003,Aguada,1,11,1506
2014,003,Aguada,1,11,1516
2015,003,Aguada,1,11,1528
2016,003,Aguada,1,11,1539
2017,003,Aguada,1,11,1510
2018,003,Aguada,1,11,1472
2019,003,Aguada,1,11,1416
2010,005,Aguadilla,1,11,1780
2011,005,Aguadilla,1,11,1799
2012,005,Aguadilla,1,11,1807
2013,005,Aguadilla,1,11,1813
2014,005,Aguadilla,1,11,1804
2015,005,Aguadilla,1,11,1790
2016,005,Aguadilla,1,11,1768
2017,005,Aguadilla,1,11,1746
2018,005,Aguadilla,1,11,1694
2019,005,Aguadilla,1,11,1705
2010,007,Aguas Buenas,1,11,936
2011,007,Aguas Buenas,1,11,936
2012,007,Aguas Buenas,1,11,958
2013,007,Aguas Buenas,1,11,930
2014,007,Aguas Buenas,1,11,902
2015,007,Aguas Buenas,1,11,900
2016,007,Aguas Buenas,1,11,870
2017,007,Aguas Buenas,1,11,819
2018,007,Aguas Buenas,1,11,808
2019,007,Aguas Buenas,1,11,781
2010,009,Aibonito,1,11,880
2011,009,Aibonito,1,11,904
2012,009,Aibonito,1,11,911
2013,009,Aibonito,1,11,915
2014,009,Aibonito,1,11,888
2015,009,Aibonito,1,11,878
2016,009,Aibonito,1,11,866
2017,009,Aibonito,1,11,841
2018,009,Aibonito,1,11,804
2019,009,Aibonito,1,11,792
2010,011,Añasco,1,11,898
2011,011,Añasco,1,11,885
2012,011,Añasco,1,11,862
2013,011,Añasco,1,11,864
2014,011,Añasco,1,11,894
2015,011,Añasco,1,11,909
2016,011,Añasco,1,11,926
2017,011,Añasco,1,11,919
2018,011,Añasco,1,11,904
2019,011,Añasco,1,11,899
2010,013,Arecibo,1,11,2765
2011,013,Arecibo,1,11,2812
2012,013,Arecibo,1,11,2868
2013,013,Arecibo,1,11,2963
2014,013,Arecibo,1,11,3031
2015,013,Arecibo,1,11,3073
2016,013,Arecibo,1,11,3108
2017,013,Arecibo,1,11,3118
2018,013,Arecibo,1,11,3077
2019,013,Arecibo,1,11,3063
2010,015,Arroyo,1,11,519
2011,015,Arroyo,1,11,509
2012,015,Arroyo,1,11,504
2013,015,Arroyo,1,11,515
2014,015,Arroyo,1,11,503
2015,015,Arroyo,1,11,492
2016,015,Arroyo,1,11,485
2017,015,Arroyo,1,11,500
2018,015,Arroyo,1,11,501
2019,015,Arroyo,1,11,497
2010,017,Barceloneta,1,11,650
2011,017,Barceloneta,1,11,649
2012,017,Barceloneta,1,11,642
2013,017,Barceloneta,1,11,631
2014,017,Barceloneta,1,11,646
2015,017,Barceloneta,1,11,659
2016,017,Barceloneta,1,11,675
2017,017,Barceloneta,1,11,691
2018,017,Barceloneta,1,11,698
2019,017,Barceloneta,1,11,706
2010,019,Barranquitas,1,11,969
2011,019,Barranquitas,1,11,982
2012,019,Barranquitas,1,11,985
2013,019,Barranquitas,1,11,1017
2014,019,Barranquitas,1,11,1032
2015,019,Barranquitas,1,11,1024
2016,019,Barranquitas,1,11,1012
2017,019,Barranquitas,1,11,1008
2018,019,Barranquitas,1,11,957
2019,019,Barranquitas,1,11,935
2010,021,Bayamón,1,11,6039
2011,021,Bayamón,1,11,6156
2012,021,Bayamón,1,11,6174
2013,021,Bayamón,1,11,6255
2014,021,Bayamón,1,11,6307
2015,021,Bayamón,1,11,6300
2016,021,Bayamón,1,11,6253
2017,021,Bayamón,1,11,6103
2018,021,Bayamón,1,11,5917
2019,021,Bayamón,1,11,5790
2010,023,Cabo Rojo,1,11,1346
2011,023,Cabo Rojo,1,11,1359
2012,023,Cabo Rojo,1,11,1388
2013,023,Cabo Rojo,1,11,1397
2014,023,Cabo Rojo,1,11,1451
2015,023,Cabo Rojo,1,11,1526
2016,023,Cabo Rojo,1,11,1609
2017,023,Cabo Rojo,1,11,1659
2018,023,Cabo Rojo,1,11,1681
2019,023,Cabo Rojo,1,11,1718
2010,025,Caguas,1,11,4165
2011,025,Caguas,1,11,4187
2012,025,Caguas,1,11,4195
2013,025,Caguas,1,11,4279
2014,025,Caguas,1,11,4286
2015,025,Caguas,1,11,4296
2016,025,Caguas,1,11,4300
2017,025,Caguas,1,11,4311
2018,025,Caguas,1,11,4213
2019,025,Caguas,1,11,4262
2010,027,Camuy,1,11,1058
2011,027,Camuy,1,11,1082
2012,027,Camuy,1,11,1097
2013,027,Camuy,1,11,1108
2014,027,Camuy,1,11,1097
2015,027,Camuy,1,11,1120
2016,027,Camuy,1,11,1166
2017,027,Camuy,1,11,1157
2018,027,Camuy,1,11,1156
2019,027,Camuy,1,11,1166
2010,029,Canóvanas,1,11,1385
2011,029,Canóvanas,1,11,1390
2012,029,Canóvanas,1,11,1407
2013,029,Canóvanas,1,11,1455
2014,029,Canóvanas,1,11,1505
2015,029,Canóvanas,1,11,1533
2016,029,Canóvanas,1,11,1570
2017,029,Canóvanas,1,11,1580
2018,029,Canóvanas,1,11,1574
2019,029,Canóvanas,1,11,1547
2010,031,Carolina,1,11,4643
2011,031,Carolina,1,11,4778
2012,031,Carolina,1,11,4873
2013,031,Carolina,1,11,4933
2014,031,Carolina,1,11,5084
2015,031,Carolina,1,11,5182
2016,031,Carolina,1,11,5160
2017,031,Carolina,1,11,5192
2018,031,Carolina,1,11,5095
2019,031,Carolina,1,11,5083
2010,033,Cataño,1,11,867
2011,033,Cataño,1,11,855
2012,033,Cataño,1,11,859
2013,033,Cataño,1,11,869
2014,033,Cataño,1,11,857
2015,033,Cataño,1,11,830
2016,033,Cataño,1,11,795
2017,033,Cataño,1,11,764
2018,033,Cataño,1,11,731
2019,033,Cataño,1,11,697
2010,035,Cayey,1,11,1515
2011,035,Cayey,1,11,1545
2012,035,Cayey,1,11,1566
2013,035,Cayey,1,11,1575
2014,035,Cayey,1,11,1588
2015,035,Cayey,1,11,1564
2016,035,Cayey,1,11,1544
2017,035,Cayey,1,11,1501
2018,035,Cayey,1,11,1423
2019,035,Cayey,1,11,1409
2010,037,Ceiba,1,11,336
2011,037,Ceiba,1,11,335
2012,037,Ceiba,1,11,331
2013,037,Ceiba,1,11,338
2014,037,Ceiba,1,11,354
2015,037,Ceiba,1,11,379
2016,037,Ceiba,1,11,387
2017,037,Ceiba,1,11,379
2018,037,Ceiba,1,11,371
2019,037,Ceiba,1,11,373
2010,039,Ciales,1,11,671
2011,039,Ciales,1,11,670
2012,039,Ciales,1,11,653
2013,039,Ciales,1,11,626
2014,039,Ciales,1,11,607
2015,039,Ciales,1,11,619
2016,039,Ciales,1,11,619
2017,039,Ciales,1,11,609
2018,039,Ciales,1,11,598
2019,039,Ciales,1,11,582
2010,041,Cidra,1,11,1483
2011,041,Cidra,1,11,1522
2012,041,Cidra,1,11,1492
2013,041,Cidra,1,11,1487
2014,041,Cidra,1,11,1453
2015,041,Cidra,1,11,1438
2016,041,Cidra,1,11,1417
2017,041,Cidra,1,11,1406
2018,041,Cidra,1,11,1389
2019,041,Cidra,1,11,1395
2010,043,Coamo,1,11,1243
2011,043,Coamo,1,11,1229
2012,043,Coamo,1,11,1209
2013,043,Coamo,1,11,1209
2014,043,Coamo,1,11,1170
2015,043,Coamo,1,11,1157
2016,043,Coamo,1,11,1171
2017,043,Coamo,1,11,1163
2018,043,Coamo,1,11,1126
2019,043,Coamo,1,11,1138
2010,045,Comerío,1,11,666
2011,045,Comerío,1,11,674
2012,045,Comerío,1,11,691
2013,045,Comerío,1,11,732
2014,045,Comerío,1,11,739
2015,045,Comerío,1,11,758
2016,045,Comerío,1,11,755
2017,045,Comerío,1,11,724
2018,045,Comerío,1,11,673
2019,045,Comerío,1,11,643
2010,047,Corozal,1,11,1175
2011,047,Corozal,1,11,1192
2012,047,Corozal,1,11,1208
2013,047,Corozal,1,11,1207
2014,047,Corozal,1,11,1208
2015,047,Corozal,1,11,1211
2016,047,Corozal,1,11,1166
2017,047,Corozal,1,11,1134
2018,047,Corozal,1,11,1103
2019,047,Corozal,1,11,1075
2010,049,Culebra,1,11,60
2011,049,Culebra,1,11,63
2012,049,Culebra,1,11,66
2013,049,Culebra,1,11,76
2014,049,Culebra,1,11,80
2015,049,Culebra,1,11,82
2016,049,Culebra,1,11,79
2017,049,Culebra,1,11,79
2018,049,Culebra,1,11,77
2019,049,Culebra,1,11,73
2010,051,Dorado,1,11,1069
2011,051,Dorado,1,11,1091
2012,051,Dorado,1,11,1099
2013,051,Dorado,1,11,1131
2014,051,Dorado,1,11,1177
2015,051,Dorado,1,11,1216
2016,051,Dorado,1,11,1218
2017,051,Dorado,1,11,1240
2018,051,Dorado,1,11,1252
2019,051,Dorado,1,11,1263
2010,053,Fajardo,1,11,904
2011,053,Fajardo,1,11,901
2012,053,Fajardo,1,11,898
2013,053,Fajardo,1,11,927
2014,053,Fajardo,1,11,961
2015,053,Fajardo,1,11,998
2016,053,Fajardo,1,11,1043
2017,053,Fajardo,1,11,1093
2018,053,Fajardo,1,11,1104
2019,053,Fajardo,1,11,1116
2010,054,Florida,1,11,341
2011,054,Florida,1,11,321
2012,054,Florida,1,11,316
2013,054,Florida,1,11,320
2014,054,Florida,1,11,339
2015,054,Florida,1,11,350
2016,054,Florida,1,11,374
2017,054,Florida,1,11,395
2018,054,Florida,1,11,391
2019,054,Florida,1,11,397
2010,055,Guánica,1,11,509
2011,055,Guánica,1,11,484
2012,055,Guánica,1,11,446
2013,055,Guánica,1,11,434
2014,055,Guánica,1,11,435
2015,055,Guánica,1,11,429
2016,055,Guánica,1,11,426
2017,055,Guánica,1,11,454
2018,055,Guánica,1,11,465
2019,055,Guánica,1,11,471
2010,057,Guayama,1,11,1335
2011,057,Guayama,1,11,1314
2012,057,Guayama,1,11,1343
2013,057,Guayama,1,11,1341
2014,057,Guayama,1,11,1350
2015,057,Guayama,1,11,1328
2016,057,Guayama,1,11,1328
2017,057,Guayama,1,11,1298
2018,057,Guayama,1,11,1253
2019,057,Guayama,1,11,1266
2010,059,Guayanilla,1,11,700
2011,059,Guayanilla,1,11,661
2012,059,Guayanilla,1,11,627
2013,059,Guayanilla,1,11,607
2014,059,Guayanilla,1,11,585
2015,059,Guayanilla,1,11,568
2016,059,Guayanilla,1,11,584
2017,059,Guayanilla,1,11,572
2018,059,Guayanilla,1,11,556
2019,059,Guayanilla,1,11,555
2010,061,Guaynabo,1,11,3162
2011,061,Guaynabo,1,11,3115
2012,061,Guaynabo,1,11,3103
2013,061,Guaynabo,1,11,3118
2014,061,Guaynabo,1,11,3117
2015,061,Guaynabo,1,11,3134
2016,061,Guaynabo,1,11,3113
2017,061,Guaynabo,1,11,3031
2018,061,Guaynabo,1,11,2928
2019,061,Guaynabo,1,11,2894
2010,063,Gurabo,1,11,1298
2011,063,Gurabo,1,11,1295
2012,063,Gurabo,1,11,1364
2013,063,Gurabo,1,11,1425
2014,063,Gurabo,1,11,1440
2015,063,Gurabo,1,11,1450
2016,063,Gurabo,1,11,1492
2017,063,Gurabo,1,11,1499
2018,063,Gurabo,1,11,1502
2019,063,Gurabo,1,11,1531
2010,065,Hatillo,1,11,1229
2011,065,Hatillo,1,11,1263
2012,065,Hatillo,1,11,1290
2013,065,Hatillo,1,11,1321
2014,065,Hatillo,1,11,1319
2015,065,Hatillo,1,11,1305
2016,065,Hatillo,1,11,1317
2017,065,Hatillo,1,11,1326
2018,065,Hatillo,1,11,1309
2019,065,Hatillo,1,11,1372
2010,067,Hormigueros,1,11,433
2011,067,Hormigueros,1,11,449
2012,067,Hormigueros,1,11,465
2013,067,Hormigueros,1,11,467
2014,067,Hormigueros,1,11,475
2015,067,Hormigueros,1,11,472
2016,067,Hormigueros,1,11,486
2017,067,Hormigueros,1,11,483
2018,067,Hormigueros,1,11,473
2019,067,Hormigueros,1,11,472
2010,069,Humacao,1,11,1702
2011,069,Humacao,1,11,1676
2012,069,Humacao,1,11,1654
2013,069,Humacao,1,11,1655
2014,069,Humacao,1,11,1685
2015,069,Humacao,1,11,1708
2016,069,Humacao,1,11,1689
2017,069,Humacao,1,11,1689
2018,069,Humacao,1,11,1668
2019,069,Humacao,1,11,1669
2010,071,Isabela,1,11,1382
2011,071,Isabela,1,11,1416
2012,071,Isabela,1,11,1424
2013,071,Isabela,1,11,1466
2014,071,Isabela,1,11,1504
2015,071,Isabela,1,11,1518
2016,071,Isabela,1,11,1499
2017,071,Isabela,1,11,1497
2018,071,Isabela,1,11,1453
2019,071,Isabela,1,11,1460
2010,073,Jayuya,1,11,513
2011,073,Jayuya,1,11,513
2012,073,Jayuya,1,11,513
2013,073,Jayuya,1,11,495
2014,073,Jayuya,1,11,483
2015,073,Jayuya,1,11,470
2016,073,Jayuya,1,11,439
2017,073,Jayuya,1,11,436
2018,073,Jayuya,1,11,447
2019,073,Jayuya,1,11,453
2010,075,Juana Díaz,1,11,1483
2011,075,Juana Díaz,1,11,1505
2012,075,Juana Díaz,1,11,1535
2013,075,Juana Díaz,1,11,1567
2014,075,Juana Díaz,1,11,1566
2015,075,Juana Díaz,1,11,1545
2016,075,Juana Díaz,1,11,1548
2017,075,Juana Díaz,1,11,1542
2018,075,Juana Díaz,1,11,1524
2019,075,Juana Díaz,1,11,1526
2010,077,Juncos,1,11,1113
2011,077,Juncos,1,11,1087
2012,077,Juncos,1,11,1061
2013,077,Juncos,1,11,1064
2014,077,Juncos,1,11,1093
2015,077,Juncos,1,11,1112
2016,077,Juncos,1,11,1149
2017,077,Juncos,1,11,1188
2018,077,Juncos,1,11,1188
2019,077,Juncos,1,11,1197
2010,079,Lajas,1,11,768
2011,079,Lajas,1,11,739
2012,079,Lajas,1,11,711
2013,079,Lajas,1,11,742
2014,079,Lajas,1,11,737
2015,079,Lajas,1,11,728
2016,079,Lajas,1,11,747
2017,079,Lajas,1,11,757
2018,079,Lajas,1,11,732
2019,079,Lajas,1,11,742
2010,081,Lares,1,11,982
2011,081,Lares,1,11,997
2012,081,Lares,1,11,996
2013,081,Lares,1,11,988
2014,081,Lares,1,11,987
2015,081,Lares,1,11,984
2016,081,Lares,1,11,979
2017,081,Lares,1,11,966
2018,081,Lares,1,11,947
2019,081,Lares,1,11,944
2010,083,Las Marías,1,11,333
2011,083,Las Marías,1,11,344
2012,083,Las Marías,1,11,341
2013,083,Las Marías,1,11,340
2014,083,Las Marías,1,11,338
2015,083,Las Marías,1,11,314
2016,083,Las Marías,1,11,303
2017,083,Las Marías,1,11,299
2018,083,Las Marías,1,11,279
2019,083,Las Marías,1,11,274
2010,085,Las Piedras,1,11,1134
2011,085,Las Piedras,1,11,1100
2012,085,Las Piedras,1,11,1071
2013,085,Las Piedras,1,11,1055
2014,085,Las Piedras,1,11,1074
2015,085,Las Piedras,1,11,1072
2016,085,Las Piedras,1,11,1096
2017,085,Las Piedras,1,11,1103
2018,085,Las Piedras,1,11,1086
2019,085,Las Piedras,1,11,1102
2010,087,Loíza,1,11,953
2011,087,Loíza,1,11,919
2012,087,Loíza,1,11,919
2013,087,Loíza,1,11,909
2014,087,Loíza,1,11,875
2015,087,Loíza,1,11,854
2016,087,Loíza,1,11,831
2017,087,Loíza,1,11,793
2018,087,Loíza,1,11,737
2019,087,Loíza,1,11,739
2010,089,Luquillo,1,11,581
2011,089,Luquillo,1,11,587
2012,089,Luquillo,1,11,558
2013,089,Luquillo,1,11,558
2014,089,Luquillo,1,11,558
2015,089,Luquillo,1,11,556
2016,089,Luquillo,1,11,567
2017,089,Luquillo,1,11,584
2018,089,Luquillo,1,11,589
2019,089,Luquillo,1,11,603
2010,091,Manatí,1,11,1342
2011,091,Manatí,1,11,1329
2012,091,Manatí,1,11,1328
2013,091,Manatí,1,11,1327
2014,091,Manatí,1,11,1332
2015,091,Manatí,1,11,1328
2016,091,Manatí,1,11,1343
2017,091,Manatí,1,11,1333
2018,091,Manatí,1,11,1310
2019,091,Manatí,1,11,1306
2010,093,Maricao,1,11,211
2011,093,Maricao,1,11,211
2012,093,Maricao,1,11,204
2013,093,Maricao,1,11,200
2014,093,Maricao,1,11,188
2015,093,Maricao,1,11,171
2016,093,Maricao,1,11,164
2017,093,Maricao,1,11,153
2018,093,Maricao,1,11,150
2019,093,Maricao,1,11,147
2010,095,Maunabo,1,11,375
2011,095,Maunabo,1,11,379
2012,095,Maunabo,1,11,383
2013,095,Maunabo,1,11,399
2014,095,Maunabo,1,11,425
2015,095,Maunabo,1,11,441
2016,095,Maunabo,1,11,443
2017,095,Maunabo,1,11,443
2018,095,Maunabo,1,11,416
2019,095,Maunabo,1,11,380
2010,097,Mayagüez,1,11,2556
2011,097,Mayagüez,1,11,2550
2012,097,Mayagüez,1,11,2468
2013,097,Mayagüez,1,11,2372
2014,097,Mayagüez,1,11,2334
2015,097,Mayagüez,1,11,2291
2016,097,Mayagüez,1,11,2256
2017,097,Mayagüez,1,11,2209
2018,097,Mayagüez,1,11,2139
2019,097,Mayagüez,1,11,2136
2010,099,Moca,1,11,1232
2011,099,Moca,1,11,1287
2012,099,Moca,1,11,1313
2013,099,Moca,1,11,1321
2014,099,Moca,1,11,1328
2015,099,Moca,1,11,1328
2016,099,Moca,1,11,1313
2017,099,Moca,1,11,1313
2018,099,Moca,1,11,1293
2019,099,Moca,1,11,1272
2010,101,Morovis,1,11,1026
2011,101,Morovis,1,11,1053
2012,101,Morovis,1,11,1071
2013,101,Morovis,1,11,1055
2014,101,Morovis,1,11,1050
2015,101,Morovis,1,11,1056
2016,101,Morovis,1,11,1043
2017,101,Morovis,1,11,1018
2018,101,Morovis,1,11,997
2019,101,Morovis,1,11,976
2010,103,Naguabo,1,11,703
2011,103,Naguabo,1,11,697
2012,103,Naguabo,1,11,693
2013,103,Naguabo,1,11,705
2014,103,Naguabo,1,11,686
2015,103,Naguabo,1,11,691
2016,103,Naguabo,1,11,691
2017,103,Naguabo,1,11,689
2018,103,Naguabo,1,11,692
2019,103,Naguabo,1,11,721
2010,105,Naranjito,1,11,1038
2011,105,Naranjito,1,11,1057
2012,105,Naranjito,1,11,1063
2013,105,Naranjito,1,11,1062
2014,105,Naranjito,1,11,1034
2015,105,Naranjito,1,11,1011
2016,105,Naranjito,1,11,985
2017,105,Naranjito,1,11,951
2018,105,Naranjito,1,11,916
2019,105,Naranjito,1,11,924
2010,107,Orocovis,1,11,789
2011,107,Orocovis,1,11,813
2012,107,Orocovis,1,11,824
2013,107,Orocovis,1,11,828
2014,107,Orocovis,1,11,817
2015,107,Orocovis,1,11,810
2016,107,Orocovis,1,11,783
2017,107,Orocovis,1,11,774
2018,107,Orocovis,1,11,764
2019,107,Orocovis,1,11,755
2010,109,Patillas,1,11,637
2011,109,Patillas,1,11,665
2012,109,Patillas,1,11,680
2013,109,Patillas,1,11,686
2014,109,Patillas,1,11,659
2015,109,Patillas,1,11,640
2016,109,Patillas,1,11,617
2017,109,Patillas,1,11,588
2018,109,Patillas,1,11,581
2019,109,Patillas,1,11,572
2010,111,Peñuelas,1,11,780
2011,111,Peñuelas,1,11,772
2012,111,Peñuelas,1,11,764
2013,111,Peñuelas,1,11,778
