period,sex,cobertura
1980-1984,2,69.23076923076923
1985-1989,2,79.48717948717949
1990-1994,2,85.8974358974359
1995-1999,2,83.33333333333334
2000-2004,2,93.58974358974359
2005-2009,2,87.17948717948718
2010-2014,2,88.46153846153845
2015-2019,2,85.8974358974359
2020-2024,2,76.92307692307693
