period,sex,pct_dentro,pct_dentro_sobreestima,pct_dentro_subestima,pct_fuera_sobreestima,pct_fuera_subestima
1980-1984,1,84.61538461538461,38.46153846153847,46.15384615384615,7.6923076923076925,7.6923076923076925
1980-1984,2,76.92307692307693,39.743589743589745,37.17948717948718,11.538461538461538,11.538461538461538
1985-1989,1,89.74358974358975,32.05128205128205,57.692307692307686,2.564102564102564,7.6923076923076925
1985-1989,2,83.33333333333334,34.61538461538461,48.717948717948715,15.384615384615385,1.282051282051282
1990-1994,1,80.76923076923077,39.743589743589745,41.02564102564102,10.256410256410255,8.974358974358974
1990-1994,2,89.74358974358975,46.15384615384615,43.58974358974359,7.6923076923076925,2.564102564102564
1995-1999,1,79.48717948717949,43.58974358974359,35.8974358974359,7.6923076923076925,12.82051282051282
1995-1999,2,93.58974358974359,61.53846153846154,32.05128205128205,5.128205128205128,1.282051282051282
2000-2004,1,88.46153846153845,21.794871794871796,66.66666666666666,2.564102564102564,8.974358974358974
2000-2004,2,94.87179487179486,34.61538461538461,60.256410256410255,2.564102564102564,2.564102564102564
2005-2009,1,70.51282051282051,35.8974358974359,34.61538461538461,7.6923076923076925,21.794871794871796
2005-2009,2,92.3076923076923,41.02564102564102,51.28205128205128,2.564102564102564,5.128205128205128
2010-2014,1,76.92307692307693,28.205128205128204,48.717948717948715,10.256410256410255,12.82051282051282
2010-2014,2,92.3076923076923,35.8974358974359,56.41025641025641,3.8461538461538463,3.8461538461538463
2015-2019,1,88.46153846153845,29.48717948717949,58.97435897435898,5.128205128205128,6.41025641025641
2015-2019,2,92.3076923076923,38.46153846153847,53.84615384615385,5.128205128205128,2.564102564102564
2020-2024,1,80.76923076923077,39.743589743589745,41.02564102564102,14.102564102564102,5.128205128205128
2020-2024,2,82.05128205128204,43.58974358974359,38.46153846153847,14.102564102564102,3.8461538461538463
