region,period,agegroup,sex,population,deaths,region_idx,period_idx,age_idx,region_period_idx,cell_idx
Adjuntas,1980-1984,0,1,1099,25,1,1,1,1,1
Adjuntas,1985-1989,0,1,943,10,1,2,1,2,2
Adjuntas,1990-1994,0,1,800,11,1,3,1,3,3
Adjuntas,1995-1999,0,1,680,15,1,4,1,4,4
Adjuntas,2000-2004,0,1,599,10,1,5,1,5,5
Adjuntas,2005-2009,0,1,568,2,1,6,1,6,6
Adjuntas,2010-2014,0,1,541,4,1,7,1,7,7
Adjuntas,2015-2019,0,1,366,5,1,8,1,8,8
Adjuntas,2020-2024,0,1,253,3,1,9,1,9,9
Adjuntas,1980-1984,0,2,1168,18,1,1,1,1,10
Adjuntas,1985-1989,0,2,945,15,1,2,1,2,11
Adjuntas,1990-1994,0,2,814,13,1,3,1,3,12
Adjuntas,1995-1999,0,2,797,5,1,4,1,4,13
Adjuntas,2000-2004,0,2,759,8,1,5,1,5,14
Adjuntas,2005-2009,0,2,676,4,1,6,1,6,15
Adjuntas,2010-2014,0,2,629,3,1,7,1,7,16
Adjuntas,2015-2019,0,2,332,4,1,8,1,8,17
Adjuntas,2020-2024,0,2,243,1,1,9,1,9,18
Adjuntas,1980-1984,01-04,1,4078,3,1,1,2,1,19
Adjuntas,1985-1989,01-04,1,3939,4,1,2,2,2,20
Adjuntas,1990-1994,01-04,1,3659,1,1,3,2,3,21
Adjuntas,1995-1999,01-04,1,3199,2,1,4,2,4,22
Adjuntas,2000-2004,01-04,1,2859,1,1,5,2,5,23
Adjuntas,2005-2009,01-04,1,2578,0,1,6,2,6,24
Adjuntas,2010-2014,01-04,1,2210,0,1,7,2,7,25
Adjuntas,2015-2019,01-04,1,1666,0,1,8,2,8,26
Adjuntas,2020-2024,01-04,1,1076,0,1,9,2,9,27
Adjuntas,1980-1984,01-04,2,4168,2,1,1,2,1,28
Adjuntas,1985-1989,01-04,2,3804,1,1,2,2,2,29
Adjuntas,1990-1994,01-04,2,3446,1,1,3,2,3,30
Adjuntas,1995-1999,01-04,2,3095,3,1,4,2,4,31
Adjuntas,2000-2004,01-04,2,2817,0,1,5,2,5,32
Adjuntas,2005-2009,01-04,2,2520,0,1,6,2,6,33
Adjuntas,2010-2014,01-04,2,2233,0,1,7,2,7,34
Adjuntas,2015-2019,01-04,2,1714,0,1,8,2,8,35
Adjuntas,2020-2024,01-04,2,1058,0,1,9,2,9,36
Adjuntas,1980-1984,05-09,1,5190,0,1,1,3,1,37
Adjuntas,1985-1989,05-09,1,5222,2,1,2,3,2,38
Adjuntas,1990-1994,05-09,1,5060,1,1,3,3,3,39
Adjuntas,1995-1999,05-09,1,4665,0,1,4,3,4,40
Adjuntas,2000-2004,05-09,1,4298,1,1,5,3,5,41
Adjuntas,2005-2009,05-09,1,3744,0,1,6,3,6,42
Adjuntas,2010-2014,05-09,1,3097,1,1,7,3,7,43
Adjuntas,2015-2019,05-09,1,2502,0,1,8,3,8,44
Adjuntas,2020-2024,05-09,1,1926,0,1,9,3,9,45
Adjuntas,1980-1984,05-09,2,5148,1,1,1,3,1,46
Adjuntas,1985-1989,05-09,2,5188,1,1,2,3,2,47
Adjuntas,1990-1994,05-09,2,4898,1,1,3,3,3,48
Adjuntas,1995-1999,05-09,2,4206,0,1,4,3,4,49
Adjuntas,2000-2004,05-09,2,3777,0,1,5,3,5,50
Adjuntas,2005-2009,05-09,2,3468,0,1,6,3,6,51
Adjuntas,2010-2014,05-09,2,2913,0,1,7,3,7,52
Adjuntas,2015-2019,05-09,2,2587,0,1,8,3,8,53
Adjuntas,2020-2024,05-09,2,1873,0,1,9,3,9,54
Adjuntas,1980-1984,10-14,1,5656,2,1,1,4,1,55
Adjuntas,1985-1989,10-14,1,5285,3,1,2,4,2,56
Adjuntas,1990-1994,10-14,1,5022,2,1,3,4,3,57
Adjuntas,1995-1999,10-14,1,4891,1,1,4,4,4,58
Adjuntas,2000-2004,10-14,1,4678,0,1,5,4,5,59
Adjuntas,2005-2009,10-14,1,4154,0,1,6,4,6,60
Adjuntas,2010-2014,10-14,1,3592,0,1,7,4,7,61
Adjuntas,2015-2019,10-14,1,2901,0,1,8,4,8,62
Adjuntas,2020-2024,10-14,1,2447,0,1,9,4,9,63
Adjuntas,1980-1984,10-14,2,5608,0,1,1,4,1,64
Adjuntas,1985-1989,10-14,2,5576,0,1,2,4,2,65
Adjuntas,1990-1994,10-14,2,5306,1,1,3,4,3,66
Adjuntas,1995-1999,10-14,2,4758,2,1,4,4,4,67
Adjuntas,2000-2004,10-14,2,4403,0,1,5,4,5,68
Adjuntas,2005-2009,10-14,2,4114,1,1,6,4,6,69
Adjuntas,2010-2014,10-14,2,3496,0,1,7,4,7,70
Adjuntas,2015-2019,10-14,2,2782,0,1,8,4,8,71
Adjuntas,2020-2024,10-14,2,2547,0,1,9,4,9,72
Adjuntas,1980-1984,15-19,1,5306,8,1,1,5,1,73
Adjuntas,1985-1989,15-19,1,4876,3,1,2,5,2,74
Adjuntas,1990-1994,15-19,1,4683,3,1,3,5,3,75
Adjuntas,1995-1999,15-19,1,4777,6,1,4,5,4,76
Adjuntas,2000-2004,15-19,1,4672,5,1,5,5,5,77
Adjuntas,2005-2009,15-19,1,4537,3,1,6,5,6,78
Adjuntas,2010-2014,15-19,1,3893,1,1,7,5,7,79
Adjuntas,2015-2019,15-19,1,3215,3,1,8,5,8,80
Adjuntas,2020-2024,15-19,1,2844,1,1,9,5,9,81
Adjuntas,1980-1984,15-19,2,5100,4,1,1,5,1,82
Adjuntas,1985-1989,15-19,2,4910,2,1,2,5,2,83
Adjuntas,1990-1994,15-19,2,4748,1,1,3,5,3,84
Adjuntas,1995-1999,15-19,2,4619,2,1,4,5,4,85
Adjuntas,2000-2004,15-19,2,4306,1,1,5,5,5,86
Adjuntas,2005-2009,15-19,2,3936,0,1,6,5,6,87
Adjuntas,2010-2014,15-19,2,3566,1,1,7,5,7,88
Adjuntas,2015-2019,15-19,2,3127,1,1,8,5,8,89
Adjuntas,2020-2024,15-19,2,2641,0,1,9,5,9,90
Adjuntas,1980-1984,20-24,1,3840,2,1,1,6,1,91
Adjuntas,1985-1989,20-24,1,3785,5,1,2,6,2,92
Adjuntas,1990-1994,20-24,1,3735,4,1,3,6,3,93
Adjuntas,1995-1999,20-24,1,3690,5,1,4,6,4,94
Adjuntas,2000-2004,20-24,1,3784,4,1,5,6,5,95
Adjuntas,2005-2009,20-24,1,3604,7,1,6,6,6,96
Adjuntas,2010-2014,20-24,1,3663,1,1,7,6,7,97
Adjuntas,2015-2019,20-24,1,3107,3,1,8,6,8,98
Adjuntas,2020-2024,20-24,1,2806,3,1,9,6,9,99
Adjuntas,1980-1984,20-24,2,4006,1,1,1,6,1,100
Adjuntas,1985-1989,20-24,2,3976,1,1,2,6,2,101
Adjuntas,1990-1994,20-24,2,3907,1,1,3,6,3,102
Adjuntas,1995-1999,20-24,2,3790,6,1,4,6,4,103
Adjuntas,2000-2004,20-24,2,3769,3,1,5,6,5,104
Adjuntas,2005-2009,20-24,2,3481,3,1,6,6,6,105
Adjuntas,2010-2014,20-24,2,3309,0,1,7,6,7,106
Adjuntas,2015-2019,20-24,2,2932,1,1,8,6,8,107
Adjuntas,2020-2024,20-24,2,2869,0,1,9,6,9,108
Adjuntas,1980-1984,25-29,1,3040,3,1,1,7,1,109
Adjuntas,1985-1989,25-29,1,3265,9,1,2,7,2,110
Adjuntas,1990-1994,25-29,1,3263,8,1,3,7,3,111
Adjuntas,1995-1999,25-29,1,2980,10,1,4,7,4,112
Adjuntas,2000-2004,25-29,1,2915,4,1,5,7,5,113
Adjuntas,2005-2009,25-29,1,3228,5,1,6,7,6,114
Adjuntas,2010-2014,25-29,1,2908,5,1,7,7,7,115
Adjuntas,2015-2019,25-29,1,2501,5,1,8,7,8,116
Adjuntas,2020-2024,25-29,1,2336,4,1,9,7,9,117
Adjuntas,1980-1984,25-29,2,3411,2,1,1,7,1,118
Adjuntas,1985-1989,25-29,2,3624,4,1,2,7,2,119
Adjuntas,1990-1994,25-29,2,3586,4,1,3,7,3,120
Adjuntas,1995-1999,25-29,2,3243,1,1,4,7,4,121
Adjuntas,2000-2004,25-29,2,3180,2,1,5,7,5,122
Adjuntas,2005-2009,25-29,2,3498,2,1,6,7,6,123
Adjuntas,2010-2014,25-29,2,3099,2,1,7,7,7,124
Adjuntas,2015-2019,25-29,2,2556,0,1,8,7,8,125
Adjuntas,2020-2024,25-29,2,2424,1,1,9,7,9,126
Adjuntas,1980-1984,30-34,1,2688,4,1,1,8,1,127
Adjuntas,1985-1989,30-34,1,2805,7,1,2,8,2,128
Adjuntas,1990-1994,30-34,1,2861,8,1,3,8,3,129
Adjuntas,1995-1999,30-34,1,2841,12,1,4,8,4,130
Adjuntas,2000-2004,30-34,1,2795,5,1,5,8,5,131
Adjuntas,2005-2009,30-34,1,2714,4,1,6,8,6,132
Adjuntas,2010-2014,30-34,1,2787,5,1,7,8,7,133
Adjuntas,2015-2019,30-34,1,2352,10,1,8,8,8,134
Adjuntas,2020-2024,30-34,1,2150,2,1,9,8,9,135
Adjuntas,1980-1984,30-34,2,3115,2,1,1,8,1,136
Adjuntas,1985-1989,30-34,2,3283,3,1,2,8,2,137
Adjuntas,1990-1994,30-34,2,3356,2,1,3,8,3,138
Adjuntas,1995-1999,30-34,2,3313,4,1,4,8,4,139
Adjuntas,2000-2004,30-34,2,3205,4,1,5,8,5,140
Adjuntas,2005-2009,30-34,2,3115,3,1,6,8,6,141
Adjuntas,2010-2014,30-34,2,3078,2,1,7,8,7,142
Adjuntas,2015-2019,30-34,2,2744,0,1,8,8,8,143
Adjuntas,2020-2024,30-34,2,2340,2,1,9,8,9,144
Adjuntas,1980-1984,35-39,1,2457,5,1,1,9,1,145
Adjuntas,1985-1989,35-39,1,2772,13,1,2,9,2,146
Adjuntas,1990-1994,35-39,1,2960,14,1,3,9,3,147
Adjuntas,1995-1999,35-39,1,2992,7,1,4,9,4,148
Adjuntas,2000-2004,35-39,1,2932,7,1,5,9,5,149
Adjuntas,2005-2009,35-39,1,2689,6,1,6,9,6,150
Adjuntas,2010-2014,35-39,1,2500,6,1,7,9,7,151
Adjuntas,2015-2019,35-39,1,2503,2,1,8,9,8,152
Adjuntas,2020-2024,35-39,1,2263,3,1,9,9,9,153
Adjuntas,1980-1984,35-39,2,2878,2,1,1,9,1,154
Adjuntas,1985-1989,35-39,2,3150,2,1,2,9,2,155
Adjuntas,1990-1994,35-39,2,3310,3,1,3,9,3,156
Adjuntas,1995-1999,35-39,2,3335,2,1,4,9,4,157
Adjuntas,2000-2004,35-39,2,3274,1,1,5,9,5,158
Adjuntas,2005-2009,35-39,2,2980,2,1,6,9,6,159
Adjuntas,2010-2014,35-39,2,2987,2,1,7,9,7,160
Adjuntas,2015-2019,35-39,2,2933,1,1,8,9,8,161
Adjuntas,2020-2024,35-39,2,2666,0,1,9,9,9,162
Adjuntas,1980-1984,40-44,1,2039,6,1,1,10,1,163
Adjuntas,1985-1989,40-44,1,2482,12,1,2,10,2,164
Adjuntas,1990-1994,40-44,1,2770,14,1,3,10,3,165
Adjuntas,1995-1999,40-44,1,2875,11,1,4,10,4,166
Adjuntas,2000-2004,40-44,1,3008,7,1,5,10,5,167
Adjuntas,2005-2009,40-44,1,3129,14,1,6,10,6,168
Adjuntas,2010-2014,40-44,1,2852,4,1,7,10,7,169
Adjuntas,2015-2019,40-44,1,2350,7,1,8,10,8,170
Adjuntas,2020-2024,40-44,1,2496,6,1,9,10,9,171
Adjuntas,1980-1984,40-44,2,2320,3,1,1,10,1,172
Adjuntas,1985-1989,40-44,2,2695,4,1,2,10,2,173
Adjuntas,1990-1994,40-44,2,3002,4,1,3,10,3,174
Adjuntas,1995-1999,40-44,2,3230,5,1,4,10,4,175
Adjuntas,2000-2004,40-44,2,3439,5,1,5,10,5,176
Adjuntas,2005-2009,40-44,2,3504,4,1,6,10,6,177
Adjuntas,2010-2014,40-44,2,3109,1,1,7,10,7,178
Adjuntas,2015-2019,40-44,2,2790,3,1,8,10,8,179
Adjuntas,2020-2024,40-44,2,2871,3,1,9,10,9,180
Adjuntas,1980-1984,45-49,1,1930,12,1,1,11,1,181
Adjuntas,1985-1989,45-49,1,2185,13,1,2,11,2,182
Adjuntas,1990-1994,45-49,1,2433,13,1,3,11,3,183
Adjuntas,1995-1999,45-49,1,2673,10,1,4,11,4,184
Adjuntas,2000-2004,45-49,1,2895,8,1,5,11,5,185
Adjuntas,2005-2009,45-49,1,3067,12,1,6,11,6,186
Adjuntas,2010-2014,45-49,1,3131,11,1,7,11,7,187
Adjuntas,2015-2019,45-49,1,2881,8,1,8,11,8,188
Adjuntas,2020-2024,45-49,1,2454,12,1,9,11,9,189
Adjuntas,1980-1984,45-49,2,2034,3,1,1,11,1,190
Adjuntas,1985-1989,45-49,2,2396,3,1,2,11,2,191
Adjuntas,1990-1994,45-49,2,2685,10,1,3,11,3,192
Adjuntas,1995-1999,45-49,2,2880,4,1,4,11,4,193
Adjuntas,2000-2004,45-49,2,3115,8,1,5,11,5,194
Adjuntas,2005-2009,45-49,2,3318,10,1,6,11,6,195
Adjuntas,2010-2014,45-49,2,3310,2,1,7,11,7,196
Adjuntas,2015-2019,45-49,2,3055,6,1,8,11,8,197
Adjuntas,2020-2024,45-49,2,2831,7,1,9,11,9,198
Adjuntas,1980-1984,50-54,1,1737,12,1,1,12,1,199
Adjuntas,1985-1989,50-54,1,1842,17,1,2,12,2,200
Adjuntas,1990-1994,50-54,1,2060,15,1,3,12,3,201
Adjuntas,1995-1999,50-54,1,2415,13,1,4,12,4,202
Adjuntas,2000-2004,50-54,1,2682,11,1,5,12,5,203
Adjuntas,2005-2009,50-54,1,2945,16,1,6,12,6,204
Adjuntas,2010-2014,50-54,1,3146,13,1,7,12,7,205
Adjuntas,2015-2019,50-54,1,3195,12,1,8,12,8,206
Adjuntas,2020-2024,50-54,1,2945,15,1,9,12,9,207
Adjuntas,1980-1984,50-54,2,1854,6,1,1,12,1,208
Adjuntas,1985-1989,50-54,2,2041,9,1,2,12,2,209
Adjuntas,1990-1994,50-54,2,2305,7,1,3,12,3,210
Adjuntas,1995-1999,50-54,2,2655,3,1,4,12,4,211
Adjuntas,2000-2004,50-54,2,2913,1,1,5,12,5,212
Adjuntas,2005-2009,50-54,2,3140,4,1,6,12,6,213
Adjuntas,2010-2014,50-54,2,3525,6,1,7,12,7,214
Adjuntas,2015-2019,50-54,2,3438,6,1,8,12,8,215
Adjuntas,2020-2024,50-54,2,3187,11,1,9,12,9,216
Adjuntas,1980-1984,55-59,1,1583,17,1,1,13,1,217
Adjuntas,1985-1989,55-59,1,1691,23,1,2,13,2,218
Adjuntas,1990-1994,55-59,1,1836,18,1,3,13,3,219
Adjuntas,1995-1999,55-59,1,2026,20,1,4,13,4,220
Adjuntas,2000-2004,55-59,1,2437,27,1,5,13,5,221
Adjuntas,2005-2009,55-59,1,2838,18,1,6,13,6,222
Adjuntas,2010-2014,55-59,1,3136,22,1,7,13,7,223
Adjuntas,2015-2019,55-59,1,3186,22,1,8,13,8,224
Adjuntas,2020-2024,55-59,1,3260,25,1,9,13,9,225
Adjuntas,1980-1984,55-59,2,1640,13,1,1,13,1,226
Adjuntas,1985-1989,55-59,2,1690,11,1,2,13,2,227
Adjuntas,1990-1994,55-59,2,1890,17,1,3,13,3,228
Adjuntas,1995-1999,55-59,2,2267,13,1,4,13,4,229
Adjuntas,2000-2004,55-59,2,2805,9,1,5,13,5,230
Adjuntas,2005-2009,55-59,2,3221,8,1,6,13,6,231
Adjuntas,2010-2014,55-59,2,3420,5,1,7,13,7,232
Adjuntas,2015-2019,55-59,2,3724,16,1,8,13,8,233
Adjuntas,2020-2024,55-59,2,3638,12,1,9,13,9,234
Adjuntas,1980-1984,60-64,1,1482,26,1,1,14,1,235
Adjuntas,1985-1989,60-64,1,1352,39,1,2,14,2,236
Adjuntas,1990-1994,60-64,1,1389,37,1,3,14,3,237
Adjuntas,1995-1999,60-64,1,1632,38,1,4,14,4,238
Adjuntas,2000-2004,60-64,1,1944,30,1,5,14,5,239
Adjuntas,2005-2009,60-64,1,2502,27,1,6,14,6,240
Adjuntas,2010-2014,60-64,1,2850,29,1,7,14,7,241
Adjuntas,2015-2019,60-64,1,3237,46,1,8,14,8,242
Adjuntas,2020-2024,60-64,1,3333,21,1,9,14,9,243
Adjuntas,1980-1984,60-64,2,1555,16,1,1,14,1,244
Adjuntas,1985-1989,60-64,2,1550,17,1,2,14,2,245
Adjuntas,1990-1994,60-64,2,1630,17,1,3,14,3,246
Adjuntas,1995-1999,60-64,2,1805,20,1,4,14,4,247
Adjuntas,2000-2004,60-64,2,2080,14,1,5,14,5,248
Adjuntas,2005-2009,60-64,2,2593,19,1,6,14,6,249
Adjuntas,2010-2014,60-64,2,2988,21,1,7,14,7,250
Adjuntas,2015-2019,60-64,2,3385,20,1,8,14,8,251
Adjuntas,2020-2024,60-64,2,3717,19,1,9,14,9,252
Adjuntas,1980-1984,65-69,1,1525,42,1,1,15,1,253
Adjuntas,1985-1989,65-69,1,1393,47,1,2,15,2,254
Adjuntas,1990-1994,65-69,1,1349,42,1,3,15,3,255
Adjuntas,1995-1999,65-69,1,1411,42,1,4,15,4,256
Adjuntas,2000-2004,65-69,1,1584,33,1,5,15,5,257
Adjuntas,2005-2009,65-69,1,1859,35,1,6,15,6,258
Adjuntas,2010-2014,65-69,1,2444,41,1,7,15,7,259
Adjuntas,2015-2019,65-69,1,2991,36,1,8,15,8,260
Adjuntas,2020-2024,65-69,1,3332,27,1,9,15,9,261
Adjuntas,1980-1984,65-69,2,1452,20,1,1,15,1,262
Adjuntas,1985-1989,65-69,2,1367,14,1,2,15,2,263
Adjuntas,1990-1994,65-69,2,1375,17,1,3,15,3,264
Adjuntas,1995-1999,65-69,2,1500,29,1,4,15,4,265
Adjuntas,2000-2004,65-69,2,1718,28,1,5,15,5,266
Adjuntas,2005-2009,65-69,2,2090,21,1,6,15,6,267
Adjuntas,2010-2014,65-69,2,2684,28,1,7,15,7,268
Adjuntas,2015-2019,65-69,2,3170,28,1,8,15,8,269
Adjuntas,2020-2024,65-69,2,3668,28,1,9,15,9,270
Adjuntas,1980-1984,70-74,1,1200,52,1,1,16,1,271
Adjuntas,1985-1989,70-74,1,1190,46,1,2,16,2,272
Adjuntas,1990-1994,70-74,1,1176,40,1,3,16,3,273
Adjuntas,1995-1999,70-74,1,1156,39,1,4,16,4,274
Adjuntas,2000-2004,70-74,1,1201,41,1,5,16,5,275
Adjuntas,2005-2009,70-74,1,1398,48,1,6,16,6,276
Adjuntas,2010-2014,70-74,1,1705,45,1,7,16,7,277
Adjuntas,2015-2019,70-74,1,2295,42,1,8,16,8,278
Adjuntas,2020-2024,70-74,1,2765,61,1,9,16,9,279
Adjuntas,1980-1984,70-74,2,1126,26,1,1,16,1,280
Adjuntas,1985-1989,70-74,2,1183,34,1,2,16,2,281
Adjuntas,1990-1994,70-74,2,1230,30,1,3,16,3,282
Adjuntas,1995-1999,70-74,2,1262,33,1,4,16,4,283
Adjuntas,2000-2004,70-74,2,1359,35,1,5,16,5,284
Adjuntas,2005-2009,70-74,2,1573,32,1,6,16,6,285
Adjuntas,2010-2014,70-74,2,1979,31,1,7,16,7,286
Adjuntas,2015-2019,70-74,2,2528,40,1,8,16,8,287
Adjuntas,2020-2024,70-74,2,2878,46,1,9,16,9,288
Adjuntas,1980-1984,75-79,1,802,47,1,1,17,1,289
Adjuntas,1985-1989,75-79,1,994,61,1,2,17,2,290
Adjuntas,1990-1994,75-79,1,1035,69,1,3,17,3,291
Adjuntas,1995-1999,75-79,1,885,44,1,4,17,4,292
Adjuntas,2000-2004,75-79,1,884,60,1,5,17,5,293
Adjuntas,2005-2009,75-79,1,1062,43,1,6,17,6,294
Adjuntas,2010-2014,75-79,1,1215,50,1,7,17,7,295
Adjuntas,2015-2019,75-79,1,1430,37,1,8,17,8,296
Adjuntas,2020-2024,75-79,1,1924,65,1,9,17,9,297
Adjuntas,1980-1984,75-79,2,770,31,1,1,17,1,298
Adjuntas,1985-1989,75-79,2,960,32,1,2,17,2,299
Adjuntas,1990-1994,75-79,2,1057,51,1,3,17,3,300
Adjuntas,1995-1999,75-79,2,1040,52,1,4,17,4,301
Adjuntas,2000-2004,75-79,2,1059,46,1,5,17,5,302
Adjuntas,2005-2009,75-79,2,1118,36,1,6,17,6,303
Adjuntas,2010-2014,75-79,2,1354,39,1,7,17,7,304
Adjuntas,2015-2019,75-79,2,1866,51,1,8,17,8,305
Adjuntas,2020-2024,75-79,2,2448,38,1,9,17,9,306
Adjuntas,1980-1984,80-84,1,477,39,1,1,18,1,307
Adjuntas,1985-1989,80-84,1,560,46,1,2,18,2,308
Adjuntas,1990-1994,80-84,1,612,59,1,3,18,3,309
Adjuntas,1995-1999,80-84,1,627,68,1,4,18,4,310
Adjuntas,2000-2004,80-84,1,651,58,1,5,18,5,311
Adjuntas,2005-2009,80-84,1,677,42,1,6,18,6,312
Adjuntas,2010-2014,80-84,1,742,56,1,7,18,7,313
Adjuntas,2015-2019,80-84,1,976,58,1,8,18,8,314
Adjuntas,2020-2024,80-84,1,1179,47,1,9,18,9,315
Adjuntas,1980-1984,80-84,2,464,34,1,1,18,1,316
Adjuntas,1985-1989,80-84,2,594,48,1,2,18,2,317
Adjuntas,1990-1994,80-84,2,671,50,1,3,18,3,318
Adjuntas,1995-1999,80-84,2,684,49,1,4,18,4,319
Adjuntas,2000-2004,80-84,2,741,56,1,5,18,5,320
Adjuntas,2005-2009,80-84,2,831,47,1,6,18,6,321
Adjuntas,2010-2014,80-84,2,891,47,1,7,18,7,322
Adjuntas,2015-2019,80-84,2,1128,40,1,8,18,8,323
Adjuntas,2020-2024,80-84,2,1579,57,1,9,18,9,324
Adjuntas,1980-1984,85+,1,337,62,1,1,19,1,325
Adjuntas,1985-1989,85+,1,365,56,1,2,19,2,326
Adjuntas,1990-1994,85+,1,425,59,1,3,19,3,327
Adjuntas,1995-1999,85+,1,530,75,1,4,19,4,328
Adjuntas,2000-2004,85+,1,563,98,1,5,19,5,329
Adjuntas,2005-2009,85+,1,554,84,1,6,19,6,330
Adjuntas,2010-2014,85+,1,639,74,1,7,19,7,331
Adjuntas,2015-2019,85+,1,757,97,1,8,19,8,332
Adjuntas,2020-2024,85+,1,1064,110,1,9,19,9,333
Adjuntas,1980-1984,85+,2,395,59,1,1,19,1,334
Adjuntas,1985-1989,85+,2,463,63,1,2,19,2,335
Adjuntas,1990-1994,85+,2,565,70,1,3,19,3,336
Adjuntas,1995-1999,85+,2,715,97,1,4,19,4,337
Adjuntas,2000-2004,85+,2,797,94,1,5,19,5,338
Adjuntas,2005-2009,85+,2,858,103,1,6,19,6,339
Adjuntas,2010-2014,85+,2,960,112,1,7,19,7,340
Adjuntas,2015-2019,85+,2,1059,114,1,8,19,8,341
Adjuntas,2020-2024,85+,2,1442,106,1,9,19,9,342
Aguada,1980-1984,0,1,2106,31,2,1,1,10,343
Aguada,1985-1989,0,1,1804,17,2,2,1,11,344
Aguada,1990-1994,0,1,1640,15,2,3,1,12,345
Aguada,1995-1999,0,1,1645,13,2,4,1,13,346
Aguada,2000-2004,0,1,1549,10,2,5,1,14,347
Aguada,2005-2009,0,1,1286,10,2,6,1,15,348
Aguada,2010-2014,0,1,1056,11,2,7,1,16,349
Aguada,2015-2019,0,1,620,1,2,8,1,17,350
Aguada,2020-2024,0,1,525,4,2,9,1,18,351
Aguada,1980-1984,0,2,2100,22,2,1,1,10,352
Aguada,1985-1989,0,2,1850,11,2,2,1,11,353
Aguada,1990-1994,0,2,1669,15,2,3,1,12,354
Aguada,1995-1999,0,2,1567,15,2,4,1,13,355
Aguada,2000-2004,0,2,1442,12,2,5,1,14,356
Aguada,2005-2009,0,2,1234,15,2,6,1,15,357
Aguada,2010-2014,0,2,1044,7,2,7,1,16,358
Aguada,2015-2019,0,2,727,5,2,8,1,17,359
Aguada,2020-2024,0,2,512,2,2,9,1,18,360
Aguada,1980-1984,01-04,1,7260,3,2,1,2,10,361
Aguada,1985-1989,01-04,1,6704,4,2,2,2,11,362
Aguada,1990-1994,01-04,1,6450,1,2,3,2,12,363
Aguada,1995-1999,01-04,1,6570,2,2,4,2,13,364
Aguada,2000-2004,01-04,1,6261,0,2,5,2,14,365
Aguada,2005-2009,01-04,1,5244,1,2,6,2,15,366
Aguada,2010-2014,01-04,1,4336,1,2,7,2,16,367
Aguada,2015-2019,01-04,1,3266,0,2,8,2,17,368
Aguada,2020-2024,01-04,1,2204,0,2,9,2,18,369
Aguada,1980-1984,01-04,2,6925,2,2,1,2,10,370
Aguada,1985-1989,01-04,2,6530,3,2,2,2,11,371
Aguada,1990-1994,01-04,2,6325,0,2,3,2,12,372
Aguada,1995-1999,01-04,2,6357,0,2,4,2,13,373
Aguada,2000-2004,01-04,2,6024,1,2,5,2,14,374
Aguada,2005-2009,01-04,2,5022,0,2,6,2,15,375
Aguada,2010-2014,01-04,2,4220,0,2,7,2,16,376
Aguada,2015-2019,01-04,2,3212,1,2,8,2,17,377
Aguada,2020-2024,01-04,2,2215,0,2,9,2,18,378
Aguada,1980-1984,05-09,1,8944,5,2,1,3,10,379
Aguada,1985-1989,05-09,1,9006,3,2,2,3,11,380
Aguada,1990-1994,05-09,1,8961,5,2,3,3,12,381
Aguada,1995-1999,05-09,1,8783,3,2,4,3,13,382
Aguada,2000-2004,05-09,1,8383,1,2,5,3,14,383
Aguada,2005-2009,05-09,1,7287,3,2,6,3,15,384
Aguada,2010-2014,05-09,1,6071,0,2,7,3,16,385
Aguada,2015-2019,05-09,1,5076,0,2,8,3,17,386
Aguada,2020-2024,05-09,1,3792,0,2,9,3,18,387
Aguada,1980-1984,05-09,2,8368,9,2,1,3,10,388
Aguada,1985-1989,05-09,2,8553,2,2,2,3,11,389
Aguada,1990-1994,05-09,2,8626,3,2,3,3,12,390
Aguada,1995-1999,05-09,2,8561,1,2,4,3,13,391
Aguada,2000-2004,05-09,2,8204,0,2,5,3,14,392
Aguada,2005-2009,05-09,2,7056,0,2,6,3,15,393
Aguada,2010-2014,05-09,2,5747,0,2,7,3,16,394
Aguada,2015-2019,05-09,2,4521,0,2,8,3,17,395
Aguada,2020-2024,05-09,2,3512,0,2,9,3,18,396
Aguada,1980-1984,10-14,1,10118,8,2,1,4,10,397
Aguada,1985-1989,10-14,1,10156,2,2,2,4,11,398
Aguada,1990-1994,10-14,1,9959,3,2,3,4,12,399
Aguada,1995-1999,10-14,1,9465,3,2,4,4,13,400
Aguada,2000-2004,10-14,1,9042,0,2,5,4,14,401
Aguada,2005-2009,10-14,1,8287,1,2,6,4,15,402
Aguada,2010-2014,10-14,1,7081,1,2,7,4,16,403
Aguada,2015-2019,10-14,1,5634,0,2,8,4,17,404
Aguada,2020-2024,10-14,1,4970,0,2,9,4,18,405
Aguada,1980-1984,10-14,2,9927,4,2,1,4,10,406
Aguada,1985-1989,10-14,2,9974,2,2,2,4,11,407
Aguada,1990-1994,10-14,2,9770,1,2,3,4,12,408
Aguada,1995-1999,10-14,2,9252,0,2,4,4,13,409
Aguada,2000-2004,10-14,2,8841,0,2,5,4,14,410
Aguada,2005-2009,10-14,2,8153,1,2,6,4,15,411
Aguada,2010-2014,10-14,2,6680,0,2,7,4,16,412
Aguada,2015-2019,10-14,2,5177,0,2,8,4,17,413
Aguada,2020-2024,10-14,2,4242,0,2,9,4,18,414
Aguada,1980-1984,15-19,1,9250,6,2,1,5,10,415
Aguada,1985-1989,15-19,1,8650,9,2,2,5,11,416
Aguada,1990-1994,15-19,1,8535,8,2,3,5,12,417
Aguada,1995-1999,15-19,1,9011,6,2,4,5,13,418
Aguada,2000-2004,15-19,1,8964,8,2,5,5,14,419
