period,region,sex,e0
1980-1984,Adjuntas,1,72.2116180527284
1980-1984,Adjuntas,2,78.20829167549118
1985-1989,Adjuntas,1,71.21146714019758
1985-1989,Adjuntas,2,78.16845769684373
1990-1994,Adjuntas,1,71.0039685150748
1990-1994,Adjuntas,2,78.10850482991945
1995-1999,Adjuntas,1,71.38397718573712
1995-1999,Adjuntas,2,78.77388276556847
2000-2004,Adjuntas,1,73.699347651987
2000-2004,Adjuntas,2,79.92184725251794
2005-2009,Adjuntas,1,75.82031503400601
2005-2009,Adjuntas,2,81.6112463512206
2010-2014,Adjuntas,1,76.48642242483994
2010-2014,Adjuntas,2,82.5877781717334
2015-2019,Adjuntas,1,77.30482421034503
2015-2019,Adjuntas,2,84.82391537305115
2020-2024,Adjuntas,1,78.90050508958697
2020-2024,Adjuntas,2,85.43284566791246
1980-1984,Aguada,1,72.82372676537271
1980-1984,Aguada,2,77.30040499858455
1985-1989,Aguada,1,72.58390017711238
1985-1989,Aguada,2,78.08863858774122
1990-1994,Aguada,1,72.37343337848391
1990-1994,Aguada,2,79.16122998420784
1995-1999,Aguada,1,72.56809967582673
1995-1999,Aguada,2,78.59397697982132
2000-2004,Aguada,1,75.05909235238272
2000-2004,Aguada,2,80.32356085048458
2005-2009,Aguada,1,76.43518306266246
2005-2009,Aguada,2,80.9491660149533
2010-2014,Aguada,1,76.28414446842743
2010-2014,Aguada,2,82.76541681987969
2015-2019,Aguada,1,78.86191768430787
2015-2019,Aguada,2,84.60363591510252
2020-2024,Aguada,1,77.24023723723927
2020-2024,Aguada,2,83.99592755608133
1980-1984,Aguadilla,1,71.00485661931113
1980-1984,Aguadilla,2,76.68247518525406
1985-1989,Aguadilla,1,70.54760080140765
1985-1989,Aguadilla,2,77.38033074333437
1990-1994,Aguadilla,1,70.44292402017359
1990-1994,Aguadilla,2,77.49689413530493
1995-1999,Aguadilla,1,70.52129681255164
1995-1999,Aguadilla,2,77.8366109320833
2000-2004,Aguadilla,1,72.92297525667054
2000-2004,Aguadilla,2,79.68079874004097
2005-2009,Aguadilla,1,73.69386536519245
2005-2009,Aguadilla,2,80.72238203063971
2010-2014,Aguadilla,1,74.99876633996084
2010-2014,Aguadilla,2,80.91028290408656
2015-2019,Aguadilla,1,76.64668420011238
2015-2019,Aguadilla,2,82.01916213393837
2020-2024,Aguadilla,1,75.6730928840659
2020-2024,Aguadilla,2,82.33146122713907
1980-1984,Aguas Buenas,1,71.54953138568712
1980-1984,Aguas Buenas,2,78.69775046122439
1985-1989,Aguas Buenas,1,71.89896794878979
1985-1989,Aguas Buenas,2,78.77893207178282
1990-1994,Aguas Buenas,1,71.74380658229589
1990-1994,Aguas Buenas,2,80.6479170965209
1995-1999,Aguas Buenas,1,71.86243591237536
1995-1999,Aguas Buenas,2,78.75848723525586
2000-2004,Aguas Buenas,1,73.97276687124626
2000-2004,Aguas Buenas,2,81.19924207845847
2005-2009,Aguas Buenas,1,74.44445648613373
2005-2009,Aguas Buenas,2,81.71607830267729
2010-2014,Aguas Buenas,1,76.40177643360819
2010-2014,Aguas Buenas,2,82.38409787610244
2015-2019,Aguas Buenas,1,77.25322930538208
2015-2019,Aguas Buenas,2,84.3934576211733
2020-2024,Aguas Buenas,1,76.96394974146381
2020-2024,Aguas Buenas,2,82.96691055954395
1980-1984,Aibonito,1,71.41392154950044
1980-1984,Aibonito,2,78.33447634277584
1985-1989,Aibonito,1,71.04476345253643
1985-1989,Aibonito,2,79.22615616213128
1990-1994,Aibonito,1,72.15557170905225
1990-1994,Aibonito,2,78.7922944313561
1995-1999,Aibonito,1,72.07236493661618
1995-1999,Aibonito,2,79.27393033358435
2000-2004,Aibonito,1,73.92617215252754
2000-2004,Aibonito,2,79.69005926131739
2005-2009,Aibonito,1,74.26195983798236
2005-2009,Aibonito,2,80.42788574625153
