period,sex,pct_dentro,pct_dentro_sobreestima,pct_dentro_subestima,pct_fuera_sobreestima,pct_fuera_subestima
1980-1984,1,69.23076923076923,32.05128205128205,37.17948717948718,16.666666666666664,14.102564102564102
1980-1984,2,50,33.33333333333333,16.666666666666664,35.8974358974359,14.102564102564102
1985-1989,1,48.717948717948715,28.205128205128204,20.51282051282051,38.46153846153847,12.82051282051282
1985-1989,2,46.15384615384615,26.923076923076923,19.230769230769234,29.48717948717949,24.358974358974358
1990-1994,1,30.76923076923077,14.102564102564102,16.666666666666664,60.256410256410255,8.974358974358974
1990-1994,2,48.717948717948715,25.64102564102564,23.076923076923077,21.794871794871796,29.48717948717949
1995-1999,1,34.61538461538461,16.666666666666664,17.94871794871795,57.692307692307686,7.6923076923076925
1995-1999,2,50,23.076923076923077,26.923076923076923,21.794871794871796,28.205128205128204
2000-2004,1,48.717948717948715,28.205128205128204,20.51282051282051,30.76923076923077,20.51282051282051
2000-2004,2,56.41025641025641,23.076923076923077,33.33333333333333,8.974358974358974,34.61538461538461
2005-2009,1,38.46153846153847,20.51282051282051,17.94871794871795,32.05128205128205,29.48717948717949
2005-2009,2,46.15384615384615,21.794871794871796,24.358974358974358,7.6923076923076925,46.15384615384615
2010-2014,1,43.58974358974359,25.64102564102564,17.94871794871795,25.64102564102564,30.76923076923077
2010-2014,2,34.61538461538461,11.538461538461538,23.076923076923077,14.102564102564102,51.28205128205128
2015-2019,1,42.30769230769231,19.230769230769234,23.076923076923077,26.923076923076923,30.76923076923077
2015-2019,2,38.46153846153847,11.538461538461538,26.923076923076923,6.41025641025641,55.12820512820513
2020-2024,1,33.33333333333333,15.384615384615385,17.94871794871795,50,16.666666666666664
2020-2024,2,33.33333333333333,11.538461538461538,21.794871794871796,12.82051282051282,53.84615384615385
