region,period,sex,Age,AgeInt,nMx,nAx,nqx,lx,ndx,nLx,Sx,Tx,ex
Adjuntas,1980-1984,1,0,1,0.01504300377032506,0.11927243812650487,0.014846308180160276,100000,1484.6308180160268,98692.4447193665,0.9847763982573047,7230126.269218173,72.30126269218172
Adjuntas,1980-1984,1,1,4,3.883991155228416e-4,1.6082680734531771,0.0015521545934137164,98515.36918198397,152.91108279766922,393695.75440928584,0.9984106480382557,7131433.824498806,72.38904836589668
Adjuntas,1980-1984,1,5,5,1.6815879126259905e-4,2.5,8.404406376086247e-4,98362.4580991863,82.66780700162053,491605.62097842747,0.9989544079024922,6737738.07008952,68.49908186815898
Adjuntas,1980-1984,1,10,5,2.5033980105820174e-4,2.5,0.0012509161200594185,98279.79029218468,122.93977395255934,491091.602026042,0.9965564133350361,6246132.449111093,63.5545968356405
Adjuntas,1980-1984,1,15,5,0.001130989525375123,2.5,0.005639003492167626,98156.85051823212,553.5068228524906,489400.4855340294,0.9923409726494339,5755040.847085051,58.631066672377415
Adjuntas,1980-1984,1,20,5,0.0019475376590482344,2.5,0.009690506728269759,97603.34369537963,945.8258587817108,485652.1538299439,0.9890990991017257,5265640.361551022,53.94938495124822
Adjuntas,1980-1984,1,25,5,0.002439414516151847,2.5,0.012123139176537798,96657.51783659792,1171.7925411917531,480358.10783001024,0.9868918791441822,4779988.207721078,49.45283424101345
Adjuntas,1980-1984,1,30,5,0.00284107498037852,2.5,0.01410519014485751,95485.72529540617,1346.844311411347,474061.5156985025,0.9845428493969186,4299630.0998910675,45.02903535150634
Adjuntas,1980-1984,1,35,5,0.003394250705188683,2.5,0.0168284535501191,94138.88098399482,1584.2117858993442,466733.8754552257,0.9812576878741281,3825568.584192565,40.637497962642826
Adjuntas,1980-1984,1,40,5,0.004181036435035141,2.5,0.020688929257605914,92554.66919809548,1914.857003500525,457986.20348172606,0.9754432116586313,3358834.7087373394,36.29027836022404
Adjuntas,1980-1984,1,45,5,0.0057837081995980874,2.5,0.02850635983026297,90639.81219459495,2583.8111013665766,446739.5332195583,0.9668546135153406,2900848.5052556135,32.00413190428695
Adjuntas,1980-1984,1,50,5,0.00773068286563762,2.5,0.03792053524794535,88056.00109322838,3339.1306932488806,431932.17873301974,0.9541530434259963,2454108.9720360553,27.86986623930143
Adjuntas,1980-1984,1,55,5,0.011117817877386029,2.5,0.054085799223140774,84716.8703999795,4581.979643266124,412129.40289173217,0.9332066832330972,2022176.7933030357,23.869824082919912
Adjuntas,1980-1984,1,60,5,0.016716027767107844,2.5,0.08022742900808229,80134.89075671337,6429.016259254655,384601.9131354302,0.901839291394835,1610047.3904113034,20.091715047061697
Adjuntas,1980-1984,1,65,5,0.025002520837258943,2.5,0.11765822371125587,73705.87449745872,8672.102270455747,346849.11681115424,0.8545770323608264,1225445.4772758733,16.626157489225978
Adjuntas,1980-1984,1,70,5,0.03881062205332777,2.5,0.17689007559443806,65033.77222700297,11503.82888542601,296409.2889214498,0.7944213172797497,878596.360464719,13.509847735695592
Adjuntas,1980-1984,1,75,5,0.05465720781946493,2.5,0.24043260231857227,53529.94334157696,12870.343579581087,235473.85775893208,0.7166273757456667,582187.0715432692,10.875914211758221
