period,sex,cobertura
1980-1984,2,50
1985-1989,2,57.692307692307686
1990-1994,2,55.12820512820513
1995-1999,2,43.58974358974359
2000-2004,2,76.92307692307693
2005-2009,2,67.94871794871796
2010-2014,2,53.84615384615385
2015-2019,2,41.02564102564102
2020-2024,2,42.30769230769231
