period,region,sex,e0
1980-1984,Adjuntas,2,78.74796477661418
1985-1989,Adjuntas,2,79.14550174966986
1990-1994,Adjuntas,2,79.45271176315168
1995-1999,Adjuntas,2,79.6933322261276
2000-2004,Adjuntas,2,81.11700173074506
2005-2009,Adjuntas,2,82.1832662395546
2010-2014,Adjuntas,2,83.24752928580605
2015-2019,Adjuntas,2,84.46704074199913
2020-2024,Adjuntas,2,85.24892199139462
1980-1984,Aguada,2,77.52026139917773
1985-1989,Aguada,2,78.2527385529655
1990-1994,Aguada,2,78.93427935604365
1995-1999,Aguada,2,78.98257869763302
2000-2004,Aguada,2,80.35775084275207
2005-2009,Aguada,2,81.1544429700138
2010-2014,Aguada,2,82.64703084945849
2015-2019,Aguada,2,84.1125588329604
2020-2024,Aguada,2,83.88318172904897
1980-1984,Aguadilla,2,77.35311667654967
1985-1989,Aguadilla,2,77.76964869233592
1990-1994,Aguadilla,2,78.30970264644522
1995-1999,Aguadilla,2,78.43744672503986
2000-2004,Aguadilla,2,80.18549279128086
2005-2009,Aguadilla,2,80.83566725348926
2010-2014,Aguadilla,2,81.67101368717556
2015-2019,Aguadilla,2,82.83863382652335
2020-2024,Aguadilla,2,83.0076888686272
1980-1984,Aguas Buenas,2,79.35146093300231
1985-1989,Aguas Buenas,2,79.62726176825873
1990-1994,Aguas Buenas,2,80.54913717941469
1995-1999,Aguas Buenas,2,80.44472052044517
2000-2004,Aguas Buenas,2,81.84754081087162
2005-2009,Aguas Buenas,2,82.7581657482814
2010-2014,Aguas Buenas,2,84.081471876030065
2015-2019,Aguas Buenas,2,85.49491797782134
2020-2024,Aguas Buenas,2,85.04633988224978
1980-1984,Aibonito,2,78.74263027294015
1985-1989,Aibonito,2,79.65495052456228
1990-1994,Aibonito,2,79.7534146637396
1995-1999,Aibonito,2,79.94003236726346
2000-2004,Aibonito,2,81.04080157685804
2005-2009,Aibonito,2,81.89236778071897
2010-2014,Aibonito,2,83.122343117723
2015-2019,Aibonito,2,84.67949001932705
2020-2024,Aibonito,2,84.98310451704677
1980-1984,Anasco,2,77.31656571325657
1985-1989,Anasco,2,77.77114141954101
1990-1994,Anasco,2,78.30330404965669
1995-1999,Anasco,2,78.75734422391365
2000-2004,Anasco,2,80.40370984122988
2005-2009,Anasco,2,81.16233566153008
2010-2014,Anasco,2,82.02260492928484
2015-2019,Anasco,2,83.84193852820053
2020-2024,Anasco,2,83.92631234287282
1980-1984,Arecibo,2,77.59743020327082
1985-1989,Arecibo,2,77.63850552847028
1990-1994,Arecibo,2,78.47785565902974
1995-1999,Arecibo,2,78.50355159831803
2000-2004,Arecibo,2,79.77111916402127
2005-2009,Arecibo,2,80.6595584998427
2010-2014,Arecibo,2,81.66250727338526
2015-2019,Arecibo,2,83.61408167592197
2020-2024,Arecibo,2,83.4174967801794
1980-1984,Arroyo,2,77.86249424341203
1985-1989,Arroyo,2,78.08240948370366
1990-1994,Arroyo,2,79.05622624976402
1995-1999,Arroyo,2,79.08227524906545
2000-2004,Arroyo,2,80.46192180580275
2005-2009,Arroyo,2,81.33413675572415
2010-2014,Arroyo,2,82.33649317428716
2015-2019,Arroyo,2,83.49052196447396
2020-2024,Arroyo,2,83.69460448635165
1980-1984,Barceloneta,2,77.99335183874545
1985-1989,Barceloneta,2,78.63410913961027
1990-1994,Barceloneta,2,79.13739452087391
1995-1999,Barceloneta,2,79.0512379017028
2000-2004,Barceloneta,2,80.85101060174543
2005-2009,Barceloneta,2,81.98099875303295
2010-2014,Barceloneta,2,82.78867228227607
2015-2019,Barceloneta,2,84.14169700448586
2020-2024,Barceloneta,2,84.43658523718739
1980-1984,Barranquitas,2,78.6983080758043
1985-1989,Barranquitas,2,78.95987641636935
1990-1994,Barranquitas,2,79.78910085287801
1995-1999,Barranquitas,2,79.63320781911021
2000-2004,Barranquitas,2,81.22078972390372
2005-2009,Barranquitas,2,82.49039051828575
2010-2014,Barranquitas,2,83.17332941595461
2015-2019,Barranquitas,2,85.00554937642448
2020-2024,Barranquitas,2,85.3215966187587
1980-1984,Bayamon,2,78.70447136123606
1985-1989,Bayamon,2,79.49230737247933
1990-1994,Bayamon,2,80.47878610345823
1995-1999,Bayamon,2,80.06600565895899
2000-2004,Bayamon,2,81.60116125029907
2005-2009,Bayamon,2,82.42191380239147
2010-2014,Bayamon,2,83.14312640972263
2015-2019,Bayamon,2,84.55442705910534
2020-2024,Bayamon,2,84.61400451674415
1980-1984,Cabo Rojo,2,78.51080819653886
1985-1989,Cabo Rojo,2,79.35967907924191
1990-1994,Cabo Rojo,2,79.92255263958455
1995-1999,Cabo Rojo,2,79.93469584011685
2000-2004,Cabo Rojo,2,81.47435919036671
2005-2009,Cabo Rojo,2,82.30564916453875
2010-2014,Cabo Rojo,2,83.29902071843387
2015-2019,Cabo Rojo,2,84.5586535911679
2020-2024,Cabo Rojo,2,84.50318515934799
1980-1984,Caguas,2,79.02581246992644
1985-1989,Caguas,2,79.45880545244681
1990-1994,Caguas,2,79.56384293810522
1995-1999,Caguas,2,79.9230120307204
2000-2004,Caguas,2,81.51842850757889
2005-2009,Caguas,2,82.91888109849525
2010-2014,Caguas,2,83.13065624784112
2015-2019,Caguas,2,84.5606052872129
2020-2024,Caguas,2,84.30264798575232
1980-1984,Camuy,2,78.22565510532682
1985-1989,Camuy,2,78.75290838424092
1990-1994,Camuy,2,78.96052328836758
1995-1999,Camuy,2,79.80271147970647
2000-2004,Camuy,2,80.90705124556516
2005-2009,Camuy,2,81.73973009153777
2010-2014,Camuy,2,82.72934214779794
2015-2019,Camuy,2,84.03279998595147
2020-2024,Camuy,2,84.21438117700201
1980-1984,Canovanas,2,78.47160926670503
1985-1989,Canovanas,2,78.40423090507696
1990-1994,Canovanas,2,79.02972750382715
1995-1999,Canovanas,2,78.63075659372464
2000-2004,Canovanas,2,80.5204392402939
2005-2009,Canovanas,2,81.89123573376257
2010-2014,Canovanas,2,82.38367065208188
2015-2019,Canovanas,2,83.67746970776707
2020-2024,Canovanas,2,83.95065799578298
1980-1984,Carolina,2,79.94413476799868
1985-1989,Carolina,2,80.25236715261643
1990-1994,Carolina,2,79.88765101406486
1995-1999,Carolina,2,80.58846645483645
2000-2004,Carolina,2,81.79421286514939
2005-2009,Carolina,2,82.85591572434177
2010-2014,Carolina,2,83.32228451594226
2015-2019,Carolina,2,85.1244204207659
2020-2024,Carolina,2,85.07810874668759
1980-1984,Catano,2,77.47521618560812
1985-1989,Catano,2,78.40390476095386
1990-1994,Catano,2,78.75629645132727
1995-1999,Catano,2,79.08459393978987
2000-2004,Catano,2,80.52971966043599
2005-2009,Catano,2,81.7253849387528
2010-2014,Catano,2,82.84773927096057
2015-2019,Catano,2,84.1502432861804
2020-2024,Catano,2,84.21944912844896
1980-1984,Cayey,2,78.07531960708373
1985-1989,Cayey,2,78.72969264158861
1990-1994,Cayey,2,79.19856149585547
1995-1999,Cayey,2,79.40792361987695
2000-2004,Cayey,2,81.09897142173266
2005-2009,Cayey,2,81.7827249606083
2010-2014,Cayey,2,82.83382802139714
2015-2019,Cayey,2,84.58771493025202
2020-2024,Cayey,2,85.14358521521667
1980-1984,Ceiba,2,77.79788257951684
1985-1989,Ceiba,2,78.47294834010899
1990-1994,Ceiba,2,78.90619260993414
1995-1999,Ceiba,2,79.15673526191452
2000-2004,Ceiba,2,80.41761752793843
2005-2009,Ceiba,2,81.50600956722106
2010-2014,Ceiba,2,82.1578028390926
2015-2019,Ceiba,2,83.7395544457749
2020-2024,Ceiba,2,83.70468927358142
1980-1984,Ciales,2,79.02193124694813
1985-1989,Ciales,2,79.35693857117477
1990-1994,Ciales,2,79.99127676188219
1995-1999,Ciales,2,80.1303281642517
2000-2004,Ciales,2,81.50145350876173
2005-2009,Ciales,2,82.53090513153649
2010-2014,Ciales,2,83.45365099898608
2015-2019,Ciales,2,84.87990442726355
2020-2024,Ciales,2,84.92304740209458
1980-1984,Cidra,2,79.67791864936837
1985-1989,Cidra,2,79.82196437535488
1990-1994,Cidra,2,80.35080809076265
1995-1999,Cidra,2,80.78935723755058
2000-2004,Cidra,2,82.26721874630861
2005-2009,Cidra,2,82.9451468216779
2010-2014,Cidra,2,83.85045569463053
2015-2019,Cidra,2,85.16858597588781
2020-2024,Cidra,2,85.0489433512766
