period,region,sex,e0
1980-1984,Adjuntas,1,72.306391015951
1985-1989,Adjuntas,1,71.69111478913632
1990-1994,Adjuntas,1,71.54335431833492
1995-1999,Adjuntas,1,72.16775721722136
2000-2004,Adjuntas,1,73.93342232632247
2005-2009,Adjuntas,1,75.90326803875482
2010-2014,Adjuntas,1,76.92116608248597
2015-2019,Adjuntas,1,79.19294203784172
2020-2024,Adjuntas,1,78.99981605795196
1980-1984,Aguada,1,73.12995251280088
1985-1989,Aguada,1,72.9802963447739
1990-1994,Aguada,1,73.00182053559342
1995-1999,Aguada,1,72.79516522510998
2000-2004,Aguada,1,75.19932375795679
2005-2009,Aguada,1,76.6552651820467
2010-2014,Aguada,1,77.06235298355944
2015-2019,Aguada,1,79.16615905301981
2020-2024,Aguada,1,78.19242626047749
1980-1984,Aguadilla,1,71.05561729652324
1985-1989,Aguadilla,1,70.71103463515858
1990-1994,Aguadilla,1,70.78091963946834
1995-1999,Aguadilla,1,70.7269587232079
2000-2004,Aguadilla,1,73.09776022212549
2005-2009,Aguadilla,1,73.99673913893213
2010-2014,Aguadilla,1,75.47891048119443
2015-2019,Aguadilla,1,76.81256422171798
2020-2024,Aguadilla,1,76.53199538839715
1980-1984,Aguas Buenas,1,71.39827844373089
1985-1989,Aguas Buenas,1,71.70553042977093
1990-1994,Aguas Buenas,1,71.54964931966897
1995-1999,Aguas Buenas,1,71.897606778171
2000-2004,Aguas Buenas,1,74.14357267292594
2005-2009,Aguas Buenas,1,74.9556102905304
2010-2014,Aguas Buenas,1,77.16943658005768
2015-2019,Aguas Buenas,1,77.7432251620974
2020-2024,Aguas Buenas,1,77.83059003436158
1980-1984,Aibonito,1,71.6630108140122
1985-1989,Aibonito,1,71.31560275685763
1990-1994,Aibonito,1,72.09505049743709
1995-1999,Aibonito,1,72.04451471209516
2000-2004,Aibonito,1,73.93499720823553
2005-2009,Aibonito,1,74.89124438551474
2010-2014,Aibonito,1,75.61928445835329
2015-2019,Aibonito,1,77.634206803476
2020-2024,Aibonito,1,78.88844237344573
1980-1984,Anasco,1,71.78748639860282
1985-1989,Anasco,1,71.49652263486784
1990-1994,Anasco,1,70.91138327400768
1995-1999,Anasco,1,71.4158732629852
2000-2004,Anasco,1,73.95734171492938
2005-2009,Anasco,1,75.69724904519654
2010-2014,Anasco,1,76.11547509321139
2015-2019,Anasco,1,77.65449745325584
2020-2024,Anasco,1,77.50163011310957
1980-1984,Arecibo,1,70.86405617244787
1985-1989,Arecibo,1,70.38085446068051
