period,sex,pct_dentro,pct_dentro_sobreestima,pct_dentro_subestima,pct_fuera_sobreestima,pct_fuera_subestima
1980-1984,1,94.87179487179486,42.30769230769231,52.56410256410257,2.564102564102564,2.564102564102564
1980-1984,2,93.58974358974359,42.30769230769231,51.28205128205128,3.8461538461538463,2.564102564102564
1985-1989,1,96.15384615384616,50,46.15384615384615,2.564102564102564,1.282051282051282
1985-1989,2,92.3076923076923,38.46153846153847,53.84615384615385,5.128205128205128,2.564102564102564
1990-1994,1,91.02564102564102,48.717948717948715,42.30769230769231,3.8461538461538463,5.128205128205128
1990-1994,2,97.43589743589743,42.30769230769231,55.12820512820513,2.564102564102564,0
1995-1999,1,89.74358974358975,52.56410256410257,37.17948717948718,5.128205128205128,5.128205128205128
1995-1999,2,100,46.15384615384615,53.84615384615385,0,0
2000-2004,1,93.58974358974359,42.30769230769231,51.28205128205128,2.564102564102564,3.8461538461538463
2000-2004,2,98.71794871794873,39.743589743589745,58.97435897435898,1.282051282051282,0
2005-2009,1,85.8974358974359,51.28205128205128,34.61538461538461,1.282051282051282,12.82051282051282
2005-2009,2,98.71794871794873,38.46153846153847,60.256410256410255,0,1.282051282051282
2010-2014,1,89.74358974358975,41.02564102564102,48.717948717948715,5.128205128205128,5.128205128205128
2010-2014,2,98.71794871794873,37.17948717948718,61.53846153846154,0,1.282051282051282
2015-2019,1,92.3076923076923,32.05128205128205,60.256410256410255,5.128205128205128,2.564102564102564
2015-2019,2,97.43589743589743,41.02564102564102,56.41025641025641,1.282051282051282,1.282051282051282
2020-2024,1,87.17948717948718,43.58974358974359,43.58974358974359,10.256410256410255,2.564102564102564
2020-2024,2,94.87179487179486,33.33333333333333,61.53846153846154,5.128205128205128,0
