country_code	reg_code	name	include_code	1980	1985	1990	1995	2000	2005	2010	2015	2020
630	72001	Adjuntas	2	72.2797097118201	71.6043375139191	71.4732640034487	72.0597560700375	73.8716614240085	75.9183548179294	76.8795694345099	79.3047920921773	78.9635480525875
630	72003	Aguada	2	72.9382528342913	72.8733542558924	72.882784410865	72.6146304128165	75.0975103040672	76.5808154156511	76.904359961992	79.0758721234767	78.0882187616689
630	72005	Aguadilla	2	71.075485319479	70.6869592509562	70.7278569308459	70.7226658598137	73.2623827904559	74.0448945086209	75.540210310496	76.8551951072957	76.4362630413614
630	72007	Aguas Buenas	2	71.5554999964509	71.9529200011509	71.7722050388002	72.1258075795032	74.4142650296397	75.135000414561	77.3906806593865	77.9235896530814	78.0356921539242
630	72009	Aibonito	2	71.6573760765873	71.292010945015	72.2474327829811	72.169135258531	74.0642329852231	74.9316523790954	75.5413579334172	77.6669170995699	78.9327276497125
630	72011	Añasco	2	71.6076095653826	71.3363361643372	70.6338066320371	71.2811253118604	73.8648284857363	75.6995170593264	75.9319045950717	77.5757311006806	77.2877846510581
630	72013	Arecibo	2	70.9813148193099	70.418123757891	70.6435520407824	70.4542450225246	73.2298141139182	73.7624314804669	75.5481219387882	77.2372431326665	76.7371297734304
630	72015	Arroyo	2	69.9073561124459	69.6197550581726	69.7686475946018	69.974894567604	72.4887032485085	73.5613833702898	74.2671526625651	76.2251238423913	76.6405518572091
630	72017	Barceloneta	2	70.6166809461928	71.7866588172442	71.1155998054837	70.5017061735728	73.5569256647338	74.6206020728114	75.4928731033471	77.717288695317	75.9906914992725
630	72019	Barranquitas	2	71.5941444824296	71.5762598759359	71.0951725096401	71.049162412558	73.8701763714296	75.253279051671	75.7648825270995	78.0876807335443	77.6759882534984
630	72021	Bayamón	2	71.9821120919387	71.6018787681138	69.7733095729509	70.9667753335377	73.6190280072498	74.7717901295293	76.3183599046181	77.466127834717	76.3229734738915
630	72023	Cabo Rojo	2	72.6368527044675	72.9111251073078	72.6923752612021	72.4444647652219	74.8206190218439	76.1399983794254	76.1474929642795	79.3115469124877	79.1278170630096
630	72025	Caguas	2	71.7056392253947	70.5251482061485	69.2832959946786	70.0347594479764	73.1754524651305	74.6216798381053	74.9079966830614	77.2313474755533	76.3306819199747
630	72027	Camuy	2	72.2086278609651	72.6277930808399	72.0160378970789	72.2198024180415	74.7524929150003	75.4911415903504	76.4418394210755	78.039002179678	77.7459089766655
630	72029	Canóvanas	2	71.8012624257105	71.2241463171958	69.2806551572277	68.8732889506336	71.9144981158576	72.8894437621826	74.462211502253	76.6863020599911	75.4566144579579
630	72031	Carolina	2	72.6072563683551	71.5643492583046	70.2648251134879	70.9262064212435	74.0294252058249	74.8874493321772	75.9740435838275	78.0567823484979	78.3319739472418
630	72033	Cataño	2	66.3095179471403	66.9594713394149	65.4603752751986	66.5119934045756	70.3923579233069	70.9718978943299	73.2426504340216	74.5133246420737	73.9295943276787
630	72035	Cayey	2	71.1728655488811	70.0127620530394	69.9349329207419	70.5592463479697	73.6115104079748	74.4978492126638	75.5787890136854	78.2577642952564	78.9624605682483
630	72037	Ceiba	2	71.4968921012331	70.6401328614405	70.7235246093867	71.432444113704	73.5841852007813	74.7166285234927	76.0995656481453	77.7723358526854	76.0730758292256
630	72039	Ciales	2	72.6782897663606	72.8928118920473	72.0174450916216	71.7286177788792	73.7355706971719	74.9558582091359	76.4387918594235	78.9166404594528	78.0123065963861
630	72041	Cidra	2	73.1919861216759	72.7285620444764	73.7522919043673	73.6884137139432	75.6694258239083	76.2229470876048	77.5156868276772	79.0980259587622	79.4158441989611
630	72043	Coamo	2	71.8531305687357	71.3812921353958	71.2090187572019	71.3607453446364	73.341174624702	75.6285845137602	75.9432375519673	76.7080157627182	77.8731808841977
630	72045	Comerío	2	72.1296915590163	72.0064948727252	71.8367411669439	71.3921372210743	73.7551685413112	74.9292211002482	76.7805520307018	76.7959461029145	76.2055346345161
630	72047	Corozal	2	72.5192253515114	73.0589450749947	71.5470747745816	72.1222870932789	74.9364229300499	75.4302748263735	76.643354457563	78.2328421755227	77.2287011885298
630	72049	Culebra	2	73.4602640728097	72.8118939742888	72.3338744249784	72.6487243651838	75.3960702928915	76.0624612456623	76.9288218678677	78.0658494056533	77.5522589157007
630	72051	Dorado	2	72.7157544785721	71.1473914050311	71.1002262492601	71.5219167167274	73.2342735667335	74.9369557852367	77.2301102017069	78.4327395641806	77.7097732665566
630	72053	Fajardo	2	70.4044054129278	70.7000071736681	68.7190461530946	69.9557658623211	71.9895222239654	72.5238718971705	74.1309740238712	76.4487631785496	74.8618833664465
630	72054	Florida	2	71.3401144610163	70.8723072339337	70.4098432408532	71.5122833057012	73.8424158951663	74.7280271158654	77.2022160705566	77.0847243225682	77.0768345961316
630	72055	Guánica	2	69.8647172358354	69.4800977529284	69.0566258607997	69.2897998632832	71.9934357308849	72.1701043993721	74.5179395681956	74.6752753020577	74.4947152085461
630	72057	Guayama	2	70.2081085250369	69.4566532939384	69.5132797184155	70.1075465859992	71.9236603248993	73.6832678884627	75.4663130426208	76.4443998053967	75.1449432919258
630	72059	Guayanilla	2	71.5732276111463	70.4076169125925	71.2263424103285	71.2224420549384	73.3590535428078	73.6890433288449	75.9856037429375	75.9844132344374	75.1801237612692
630	72061	Guaynabo	2	73.1965648408333	73.2553878299632	72.0090049213869	72.1765861674577	74.8768398361481	75.7389911299749	77.466985777915	79.3477679183256	77.7267238122545
630	72063	Gurabo	2	72.0376323193297	72.0471038774511	70.7815633100978	72.4039343430514	73.9613649626231	75.4702751894907	76.1974844442401	77.8897735368127	77.7540806327451
630	72065	Hatillo	2	72.3624730622741	72.4242162060176	72.0348131498138	72.2346414022821	74.0857441638912	75.2279225594065	77.0418973081543	78.9841297196617	78.1603244527349
630	72067	Hormigueros	2	73.6121251247662	72.9954631969692	73.2753438270164	73.6012170187722	75.2170842417219	76.1722178010159	77.0376506282284	78.4264243311726	78.8291643780318
630	72069	Humacao	2	70.7895111241793	70.7438658568846	69.8868846213122	71.3607985373728	73.3139864620549	73.9576672188799	75.7820003975022	77.1023322604343	77.3057024499986
630	72071	Isabela	2	72.6721032128433	71.5544083490959	71.5434890521035	71.5512691305498	73.2525388278068	74.8112531515507	76.0188605400164	77.7915535207339	77.434992479916
630	72073	Jayuya	2	71.7836171280298	71.4330676683329	71.1012459488311	72.0783584721006	73.7904057628654	75.4220455760443	76.926276323062	78.0578140714055	79.0023304834157
630	72075	Juana Díaz	2	71.0021745047706	70.6550344970483	70.5956242419058	70.676166913045	72.6657456018584	74.2795961222995	75.8971941105552	77.2718865930888	76.5306906158564
630	72077	Juncos	2	70.7128547403556	69.9568431762984	69.7696948252282	70.5349834661215	73.2769775872646	73.1169222196626	74.6759388504699	76.8693500935142	76.4857981733735
630	72079	Lajas	2	72.0137449210834	72.4520495195817	71.9651192382907	72.0892467852309	73.9554136422452	75.4155613883924	76.3970911132877	78.1218696109499	77.4922127208853
630	72081	Lares	2	71.739737083635	72.2380352250316	71.9224647149165	73.7237388748912	74.7690646003491	75.6620422256106	78.1727634481813	77.8506756663008	78.0125318580316
630	72083	Las Marías	2	73.4391842064118	73.1299364279131	73.2084940858526	73.6785530879227	75.6134181976097	76.8463345213244	77.4114714922326	79.1786041329857	78.878646275013
630	72085	Las Piedras	2	72.6360567598623	72.2981585648271	71.7543351207889	72.864477365827	74.5035501301511	75.7876430375411	76.4459853166234	78.2839907040159	77.8194432688199
630	72087	Loíza	2	70.754331461503	70.6061636185439	69.2019003252377	69.0548730312676	71.1763494878047	71.8373448442876	74.3873984727432	76.638968986521	75.6177231084708
630	72089	Luquillo	2	70.8903945038447	70.6625280311447	69.9499798965441	69.6035062617647	72.073525583825	73.8125924375434	74.9593991916608	77.0545091785892	76.4434913658837
630	72091	Manatí	2	70.3072653346713	69.9397724328788	69.8020860534529	70.7524344901733	73.1802865402884	74.3492573598313	75.6249202767835	76.7554405602947	76.4794300591905
630	72093	Maricao	2	71.5812724181876	72.8798283511421	71.6445910925237	71.8585989460518	75.1644805036074	75.502157775586	77.0789453438114	77.9014349193686	78.1162014763831
630	72095	Maunabo	2	71.6620716878578	72.1402874232608	71.9408324558988	71.4293290782735	73.8041146573669	74.2836504422201	75.4836294443892	77.6653991036262	76.2081983107919
630	72097	Mayagüez	2	70.4023565815817	70.541624167204	70.3229029443658	70.8609473337697	73.4703976435284	73.9914082834051	74.9599389332887	77.2142940983918	76.4568007090072
630	72099	Moca	2	72.3249780276217	73.383883030049	73.5112313791131	73.3595458130965	75.836258103474	77.1256829276504	77.8659342058661	78.5588911900086	79.0545186455757
630	72101	Morovis	2	72.6971850891329	72.7943251378291	73.427806369379	72.6536830150525	74.5200822747381	76.0991415327728	77.2345288303178	78.3823626187719	78.4678922290407
630	72103	Naguabo	2	71.4791695040961	70.4587652544091	69.9847616438858	70.1690880850517	72.2459211075729	73.7392915447411	74.9411782389146	76.0498384606839	76.630284987992
630	72105	Naranjito	2	74.0651906612201	73.3207091896206	72.6288427185318	72.105323070599	74.9048898839781	76.0433058593461	77.5127411417303	79.4215902620346	77.52642990837
630	72107	Orocovis	2	73.3602222373296	72.6210467994276	71.4332000803356	73.0789763606905	74.3159386441489	75.5643514895625	77.5927269082505	78.0862614543005	78.3798252745446
630	72109	Patillas	2	71.6908034630796	70.951198325196	71.5354468426751	71.2747751568516	73.5697854986952	74.3755200100392	75.9455869501548	77.2362180110869	76.4545302932468
630	72111	Peñuelas	2	71.5890844372071	71.7975624168169	71.0867139944161	71.8059538189581	73.0149446774994	74.2892548015888	76.6745784356126	76.8250850476812	77.3687671948291
630	72113	Ponce	2	70.7669150076933	69.158045121007	68.4358615382673	69.1698614029448	71.9817225024785	72.7967529623954	74.843135581713	76.0655749736866	76.0307741601602
630	72115	Quebradillas	2	71.5007496792545	70.9182056731127	71.5329228345567	71.6717130132559	73.3503029406034	75.0854817029943	76.3014175127261	77.1671759704236	77.3963300643414
630	72117	Rincón	2	72.5065146024232	72.4080174188011	73.002145154346	71.7864536103573	74.7321185289589	75.6889164669334	77.6985335717433	78.8502145099833	79.416078600572
630	72119	Río Grande	2	71.2151078602917	71.7478614032766	70.1906389489312	69.996490171032	73.4787577259233	74.7529514374056	75.6770550597766	77.3108699899108	76.5135983065532
630	72121	Sabana Grande	2	71.9318082722684	71.962122121471	71.4427996032829	71.7161982145502	74.2328423517785	74.8062624496752	75.8004954593934	76.9522947144701	77.3423676013055
630	72123	Salinas	2	69.8458484877332	69.050134723228	69.988629072829	69.6367727717544	72.9800007080334	73.5809058299011	75.4081862021007	77.4660893550124	76.9364340820761
