period,region,sex,e0
1980-1984,Adjuntas,2,78.59878330391653
1985-1989,Adjuntas,2,78.86477152157951
1990-1994,Adjuntas,2,78.80374981643291
1995-1999,Adjuntas,2,79.1099045370348
2000-2004,Adjuntas,2,80.37793497400214
2005-2009,Adjuntas,2,81.96782576130153
2010-2014,Adjuntas,2,83.1912869039371
2015-2019,Adjuntas,2,84.62872709729884
2020-2024,Adjuntas,2,85.47749187832532
1980-1984,Aguada,2,77.57574474691819
1985-1989,Aguada,2,77.94192803616671
1990-1994,Aguada,2,78.82668601608302
1995-1999,Aguada,2,78.51242468727335
2000-2004,Aguada,2,80.18548425571178
2005-2009,Aguada,2,81.18547943635583
2010-2014,Aguada,2,82.93040679096025
2015-2019,Aguada,2,84.35914182983113
2020-2024,Aguada,2,84.06654613201788
1980-1984,Aguadilla,2,77.2458626579406
1985-1989,Aguadilla,2,77.54087514443131
1990-1994,Aguadilla,2,77.92318185158149
1995-1999,Aguadilla,2,78.10439345085821
2000-2004,Aguadilla,2,79.85996635999282
2005-2009,Aguadilla,2,80.74654764942764
2010-2014,Aguadilla,2,81.72320779084491
2015-2019,Aguadilla,2,83.49543717215543
2020-2024,Aguadilla,2,83.43332924413819
1980-1984,Aguas Buenas,2,79.18820451704845
1985-1989,Aguas Buenas,2,79.37538231052895
1990-1994,Aguas Buenas,2,80.4761031129955
1995-1999,Aguas Buenas,2,79.8009426091915
2000-2004,Aguas Buenas,2,81.6690298860919
2005-2009,Aguas Buenas,2,83.21054798697439
2010-2014,Aguas Buenas,2,83.9773329559143
2015-2019,Aguas Buenas,2,85.76728209399684
2020-2024,Aguas Buenas,2,85.47718748485252
1980-1984,Aibonito,2,78.54295780474565
1985-1989,Aibonito,2,79.26460993847529
1990-1994,Aibonito,2,79.26415270587552
1995-1999,Aibonito,2,79.72749960171376
2000-2004,Aibonito,2,80.93092788809852
2005-2009,Aibonito,2,81.66180814019845
2010-2014,Aibonito,2,83.14888685357124
2015-2019,Aibonito,2,84.6229126869337
2020-2024,Aibonito,2,85.45972229029486
1980-1984,Anasco,2,76.99861242832884
1985-1989,Anasco,2,77.31160586165558
1990-1994,Anasco,2,77.73299573569305
1995-1999,Anasco,2,78.1094979797717
2000-2004,Anasco,2,80.0573706753453
2005-2009,Anasco,2,81.16865696743169
2010-2014,Anasco,2,82.38019592032528
2015-2019,Anasco,2,84.26603265499968
2020-2024,Anasco,2,84.11829870164698
1980-1984,Arecibo,2,77.259651939893
1985-1989,Arecibo,2,77.27558674580695
1990-1994,Arecibo,2,78.00415556776163
1995-1999,Arecibo,2,77.88480546052344
2000-2004,Arecibo,2,79.84263197791971
2005-2009,Arecibo,2,80.61394989619208
2010-2014,Arecibo,2,81.7042215363191
2015-2019,Arecibo,2,84.18359793369116
2020-2024,Arecibo,2,83.78617410171407
1980-1984,Arroyo,2,77.79690865172954
1985-1989,Arroyo,2,77.54409950342952
1990-1994,Arroyo,2,78.54794836609386
1995-1999,Arroyo,2,78.26642189041999
2000-2004,Arroyo,2,80.01467641540377
2005-2009,Arroyo,2,81.19286516866175
2010-2014,Arroyo,2,82.32272833055
2015-2019,Arroyo,2,83.75207112950697
2020-2024,Arroyo,2,83.65184199329057
1980-1984,Barceloneta,2,77.8421239515771
1985-1989,Barceloneta,2,78.59457195165713
1990-1994,Barceloneta,2,79.3170254108583
1995-1999,Barceloneta,2,78.91690596866556
2000-2004,Barceloneta,2,80.50370074148215
2005-2009,Barceloneta,2,82.09429953264738
2010-2014,Barceloneta,2,82.80621914053616
2015-2019,Barceloneta,2,84.63639886534574
2020-2024,Barceloneta,2,84.43710262993416
1980-1984,Barranquitas,2,78.34046451603989
1985-1989,Barranquitas,2,78.66797737077039
1990-1994,Barranquitas,2,79.56416365307814
1995-1999,Barranquitas,2,78.93304381297665
2000-2004,Barranquitas,2,81.2476646001612
2005-2009,Barranquitas,2,82.65566750633567
2010-2014,Barranquitas,2,83.18909174441012
2015-2019,Barranquitas,2,85.39500921525665
2020-2024,Barranquitas,2,85.4766825312871
1980-1984,Bayamon,2,78.22555461940453
1985-1989,Bayamon,2,79.2737077369442
1990-1994,Bayamon,2,79.98523033572275
1995-1999,Bayamon,2,79.90676410128447
2000-2004,Bayamon,2,81.6773919646981
2005-2009,Bayamon,2,82.81478417908158
2010-2014,Bayamon,2,84.068296840857
2015-2019,Bayamon,2,85.3195886619994
2020-2024,Bayamon,2,85.68549160078639
1980-1984,Cabo Rojo,2,78.02553216469882
1985-1989,Cabo Rojo,2,78.95898140339236
1990-1994,Cabo Rojo,2,79.82218292540863
1995-1999,Cabo Rojo,2,79.8150378050987
2000-2004,Cabo Rojo,2,81.67780495609362
2005-2009,Cabo Rojo,2,82.26359247904281
2010-2014,Cabo Rojo,2,83.65464599151342
2015-2019,Cabo Rojo,2,84.60974106681095
2020-2024,Cabo Rojo,2,84.78172819099743
1980-1984,Caguas,2,78.5434335884901
1985-1989,Caguas,2,79.14957569922257
1990-1994,Caguas,2,78.99051811258683
1995-1999,Caguas,2,79.79271965303343
2000-2004,Caguas,2,81.14173898081042
2005-2009,Caguas,2,83.03964055251893
2010-2014,Caguas,2,83.80070297190652
2015-2019,Caguas,2,84.9471801843526
2020-2024,Caguas,2,84.81329537260291
1980-1984,Camuy,2,78.53723020848231
1985-1989,Camuy,2,78.92898712143928
1990-1994,Camuy,2,78.69474018388598
1995-1999,Camuy,2,79.98974193676545
2000-2004,Camuy,2,80.74085513364204
2005-2009,Camuy,2,82.23746149327664
2010-2014,Camuy,2,83.01858934810991
2015-2019,Camuy,2,84.74152152178323
2020-2024,Camuy,2,85.05329588471481
1980-1984,Canovanas,2,78.36828123601927
1985-1989,Canovanas,2,78.10049795832026
1990-1994,Canovanas,2,78.53248708627405
1995-1999,Canovanas,2,78.0832583942252
2000-2004,Canovanas,2,80.20318476005595
2005-2009,Canovanas,2,81.71867010087222
2010-2014,Canovanas,2,82.21894804932165
2015-2019,Canovanas,2,83.6964643961721
2020-2024,Canovanas,2,84.2676496445502
1980-1984,Carolina,2,79.65123456633576
1985-1989,Carolina,2,79.82313121387966
1990-1994,Carolina,2,79.52898859659224
1995-1999,Carolina,2,80.22910132603162
2000-2004,Carolina,2,81.83541042625042
2005-2009,Carolina,2,82.94802311477993
2010-2014,Carolina,2,84.26957403229429
2015-2019,Carolina,2,86.13570621326498
2020-2024,Carolina,2,85.58875363117997
1980-1984,Catano,2,76.92596134122164
1985-1989,Catano,2,78.14766274261734
1990-1994,Catano,2,78.3291870013057
1995-1999,Catano,2,78.62711642899748
2000-2004,Catano,2,80.12763516661084
2005-2009,Catano,2,81.93400510983561
2010-2014,Catano,2,83.08953274295096
2015-2019,Catano,2,84.9453107681018
2020-2024,Catano,2,84.84936916117663
1980-1984,Cayey,2,77.87405388288137
1985-1989,Cayey,2,78.58216409167032
1990-1994,Cayey,2,78.86241649423826
1995-1999,Cayey,2,79.30928896859987
2000-2004,Cayey,2,80.79779721323848
2005-2009,Cayey,2,81.92436308845765
2010-2014,Cayey,2,83.41068299913995
2015-2019,Cayey,2,85.15461369487743
2020-2024,Cayey,2,86.39500811409648
1980-1984,Ceiba,2,77.62510138699793
1985-1989,Ceiba,2,78.10734297133797
1990-1994,Ceiba,2,78.45793582710715
1995-1999,Ceiba,2,78.58789222447827
2000-2004,Ceiba,2,80.4096250579042
2005-2009,Ceiba,2,81.5670709500048
2010-2014,Ceiba,2,82.22558626090873
2015-2019,Ceiba,2,84.45600228568932
2020-2024,Ceiba,2,83.84502515587185
1980-1984,Ciales,2,78.84350642427238
1985-1989,Ciales,2,79.14661381359882
1990-1994,Ciales,2,79.49732570173735
