region,period,sex,e0_observado,e0_estimado,e0_lower,e0_upper,est_eval
Adjuntas,1980-1984,1,72.54189508802463,72.26707221142522,71.38972130381046,73.51492774111375,Estimación adecuada
Adjuntas,1985-1989,1,70.84999061728885,71.73710419096284,70.862084760984,72.81890876431035,> e0 observado
Adjuntas,1990-1994,1,71.49310954038985,71.65582303314565,70.60194779148738,72.5699579451472,Estimación adecuada
Adjuntas,1995-1999,1,71.91080703113897,72.1904421265508,71.18513539720968,73.2799340381173,Estimación adecuada
Adjuntas,2000-2004,1,74.0807006063416,73.93425797987406,72.6007553330483,74.94799610547099,Estimación adecuada
Adjuntas,2005-2009,1,77.13413877724005,76.1033424120833,74.72437680441791,77.38983116381107,Estimación adecuada
Adjuntas,2010-2014,1,78.0170892039493,77.02969964920722,75.8325459910306,78.03422436326787,Estimación adecuada
Adjuntas,2015-2019,1,80.07122326396828,79.11914453267501,78.13847565725227,80.25175773211203,Estimación adecuada
Adjuntas,2020-2024,1,80.09050176489524,78.94168758217332,77.95935389688898,80.27160267749696,Estimación adecuada
Aguada,1980-1984,1,73.2175687853255,73.13962892671859,72.06448970369048,74.35528988861235,Estimación adecuada
Aguada,1985-1989,1,73.21396709192831,72.96398663389998,72.11748437526745,73.72067341359698,Estimación adecuada
Aguada,1990-1994,1,73.47166304966473,73.07356650515592,71.93670308742145,73.81692352847418,Estimación adecuada
Aguada,1995-1999,1,72.96139718811193,72.90886689654434,71.95821107389924,73.92334121060955,Estimación adecuada
Aguada,2000-2004,1,75.7731265619719,75.1741478668461,74.24489749556712,76.39608546921106,Estimación adecuada
Aguada,2005-2009,1,77.6139364553716,76.64784759789895,75.8290451972436,77.53119187936693,< e0 observado
Aguada,2010-2014,1,77.3081065450094,77.09947557802994,76.14928218101295,78.14667087993615,Estimación adecuada
Aguada,2015-2019,1,80.17632385200217,79.22349829843873,78.46882102844222,80.22519251998838,Estimación adecuada
Aguada,2020-2024,1,78.78968559483442,78.17720056294763,77.33102849416935,78.95451531168099,Estimación adecuada
Aguadilla,1980-1984,1,71.00678071372081,71.10249209956159,70.32472841133499,71.91257100164678,Estimación adecuada
Aguadilla,1985-1989,1,70.58561267446154,70.67734916788004,70.07432199098494,71.45738147307523,Estimación adecuada
Aguadilla,1990-1994,1,70.88482346377512,70.81556330102686,70.09036703078903,71.45297398685389,Estimación adecuada
Aguadilla,1995-1999,1,70.78010378855268,70.76226382454513,70.21612331726914,71.40648879150845,Estimación adecuada
Aguadilla,2000-2004,1,73.78276571753028,73.01366485173727,72.45188495984337,73.84314832923664,Estimación adecuada
Aguadilla,2005-2009,1,74.34368140644376,74.0304533700643,73.29398226124887,74.67875069628592,Estimación adecuada
Aguadilla,2010-2014,1,76.10575530196566,75.46692091190866,74.7522906046352,76.22916144597629,Estimación adecuada
Aguadilla,2015-2019,1,77.5014617746831,76.84552739036171,76.05281812603917,77.69615476941622,Estimación adecuada
Aguadilla,2020-2024,1,76.52156602867669,76.55833917690072,75.66314500886017,77.2937153472787,Estimación adecuada
Aguas Buenas,1980-1984,1,70.9060601893331,71.5063602824263,70.47953856667704,72.6723069063649,Estimación adecuada
Aguas Buenas,1985-1989,1,71.73217429810381,71.81374067362765,70.7721399918807,72.8828226479902,Estimación adecuada
Aguas Buenas,1990-1994,1,71.9040754109389,71.55567706093764,70.68549142314268,72.66986538772423,Estimación adecuada
Aguas Buenas,1995-1999,1,72.03242058667273,71.89616490408294,70.99824180883357,72.97376403158839,Estimación adecuada
Aguas Buenas,2000-2004,1,74.50847723417229,74.13450262642525,73.19221853453138,75.16596514223448,Estimación adecuada
Aguas Buenas,2005-2009,1,74.76751879253902,75.02485183602948,74.05691122162341,76.14583838129943,Estimación adecuada
Aguas Buenas,2010-2014,1,77.07874986678003,77.21248598044767,76.14502785120766,78.67834204536422,Estimación adecuada
Aguas Buenas,2015-2019,1,77.12363910638715,77.69246680077421,76.73981548084785,78.99069374617633,Estimación adecuada
Aguas Buenas,2020-2024,1,77.71291412855061,78.03432976822934,76.97105339601305,79.09098717844176,Estimación adecuada
Aibonito,1980-1984,1,71.20727896829324,71.77121167752092,70.69473673665968,72.87195321612029,Estimación adecuada
Aibonito,1985-1989,1,70.93804632594708,71.41233433046045,70.43479230120653,72.61221895533296,Estimación adecuada
Aibonito,1990-1994,1,72.7988506012683,72.17401273220392,71.27716284661565,73.1183411939326,Estimación adecuada
Aibonito,1995-1999,1,72.77760443633895,72.15556431278533,71.1614152295992,73.14850763208136,Estimación adecuada
