region,period,sex,e0_observado,e0_estimado,e0_lower,e0_upper,est_eval
Adjuntas,1980-1984,1,72.54189508802463,72.36234562405247,71.29102208437742,73.29982149601469,Estimación adecuada
Adjuntas,1985-1989,1,70.84999061728885,71.53484293492146,70.69546438954615,72.70030213617235,Estimación adecuada
Adjuntas,1990-1994,1,71.49310954038985,71.62688839971091,70.69775855335743,72.75054321224707,Estimación adecuada
Adjuntas,1995-1999,1,71.91080703113897,72.08371478880883,71.01757311858877,73.75561101605484,Estimación adecuada
Adjuntas,2000-2004,1,74.0807006063416,73.99816839748416,72.87600151363299,75.12355790487804,Estimación adecuada
Adjuntas,2005-2009,1,77.13413877724005,75.91893630848742,74.74541787615075,77.15014515827374,Estimación adecuada
Adjuntas,2010-2014,1,78.0170892039493,76.97235171703991,75.7241709523496,78.031231143257,Estimación adecuada
Adjuntas,2015-2019,1,80.07122326396828,79.24183503305017,77.89852367713576,80.78025460277324,Estimación adecuada
Adjuntas,2020-2024,1,80.09050176489524,79.15538178295233,77.95096876083299,80.51955832870624,Estimación adecuada
Aguada,1980-1984,1,73.2175687853255,73.2221893421825,72.0988650716464,74.40956599966262,Estimación adecuada
Aguada,1985-1989,1,73.21396709192831,73.02638042066899,72.18828042620422,73.8663618944098,Estimación adecuada
Aguada,1990-1994,1,73.47166304966473,73.07271067777752,71.9816857597359,73.84125255052675,Estimación adecuada
Aguada,1995-1999,1,72.96139718811193,72.82102168276327,71.96852005275736,73.84117667199132,Estimación adecuada
Aguada,2000-2004,1,75.7731265619719,75.27330505131181,74.3702262523154,76.09412260048015,Estimación adecuada
Aguada,2005-2009,1,77.6139364553716,76.61054929686995,75.69719526629234,77.5821282936082,< e0 observado
Aguada,2010-2014,1,77.3081065450094,77.01052180192713,76.27542424553577,77.97493680374603,Estimación adecuada
Aguada,2015-2019,1,80.17632385200217,79.16794877518379,78.26332869813365,80.08751326627333,< e0 observado
Aguada,2020-2024,1,78.78968559483442,78.21192286800448,77.3433406056689,79.11252913741986,Estimación adecuada
Aguadilla,1980-1984,1,71.00678071372081,71.0853906115552,70.1883011885111,72.05426715929238,Estimación adecuada
Aguadilla,1985-1989,1,70.58561267446154,70.80909036553572,69.92926352363864,71.5891508857838,Estimación adecuada
Aguadilla,1990-1994,1,70.88482346377512,70.72428924892043,70.13120382593313,71.45752501685556,Estimación adecuada
Aguadilla,1995-1999,1,70.78010378855268,70.8036031598981,70.04800053783781,71.34274864877759,Estimación adecuada
Aguadilla,2000-2004,1,73.78276571753028,73.13168007295027,72.54128809543428,73.81122700109378,Estimación adecuada
Aguadilla,2005-2009,1,74.34368140644376,73.92894488210766,73.19354641250838,74.61919685709461,Estimación adecuada
Aguadilla,2010-2014,1,76.10575530196566,75.4889430135438,74.75980072391906,76.19421505420998,Estimación adecuada
Aguadilla,2015-2019,1,77.5014617746831,76.92856118706655,76.05560429401748,77.68986244868859,Estimación adecuada
Aguadilla,2020-2024,1,76.52156602867669,76.52842367844104,75.85622804320352,77.18036951867197,Estimación adecuada
Aguas Buenas,1980-1984,1,70.9060601893331,71.32370258841152,70.35297378919412,72.33449451103259,Estimación adecuada
Aguas Buenas,1985-1989,1,71.73217429810381,71.66691835345105,70.85254700193445,72.73209586704021,Estimación adecuada
Aguas Buenas,1990-1994,1,71.9040754109389,71.60372232220026,70.53681896254173,72.74662147128711,Estimación adecuada
Aguas Buenas,1995-1999,1,72.03242058667273,71.89015212009141,70.97509505895789,73.08595080716563,Estimación adecuada
Aguas Buenas,2000-2004,1,74.50847723417229,74.17596447867567,73.44859407475265,74.99447067927858,Estimación adecuada
Aguas Buenas,2005-2009,1,74.76751879253902,74.906089669597,73.92143688959396,75.87043455935111,Estimación adecuada
Aguas Buenas,2010-2014,1,77.07874986678003,77.19418962574909,76.10808592936411,78.17880736400721,Estimación adecuada
Aguas Buenas,2015-2019,1,77.12363910638715,77.98637579086258,76.64715559888636,78.84821853608696,Estimación adecuada
Aguas Buenas,2020-2024,1,77.71291412855061,77.90994978679348,76.66459780820146,78.73659159575612,Estimación adecuada
Aibonito,1980-1984,1,71.20727896829324,71.60500442058658,70.63310004501648,72.83824174398296,Estimación adecuada
Aibonito,1985-1989,1,70.93804632594708,71.31311462555522,70.16771763250085,72.56343855977465,Estimación adecuada
Aibonito,1990-1994,1,72.7988506012683,72.04675179121548,71.06480336001235,73.23209371082538,Estimación adecuada
Aibonito,1995-1999,1,72.77760443633895,72.07051394491677,71.14293553346909,73.24770066012157,Estimación adecuada
Aibonito,2000-2004,1,74.39460579414155,73.92920986700085,72.8350856799112,74.7726571468715,Estimación adecuada
