period,sex,cobertura
1980-1984,1,88.46153846153845
1985-1989,1,92.3076923076923
1990-1994,1,88.46153846153845
1995-1999,1,84.61538461538461
2000-2004,1,89.74358974358975
2005-2009,1,83.33333333333334
2010-2014,1,83.33333333333334
2015-2019,1,88.46153846153845
2020-2024,1,80.76923076923077
