region,period,sex,Age,AgeInt,nMx,nAx,nqx,lx,ndx,nLx,Sx,Tx,ex
Adjuntas,1980-1984,1,0,1,0.018543129472840855,0.11228811229341971,0.01824283496069407,100000,1824.2834960694163,98380.56185399226,0.9812589302355587,7227772.165752256,72.27772165752256
Adjuntas,1980-1984,1,1,4,4.8182761555664455e-4,1.5980343382634288,0.001925082499975773,98175.71650393058,188.99635376430524,392248.90326378704,0.9980725945383256,7129391.6038982645,72.61868675654463
Adjuntas,1980-1984,1,5,5,2.0403168897235622e-4,2.5,0.0010196383485258044,97986.72015016628,99.91101751137467,489683.82320705295,0.9988164591106631,6737142.700634477,68.7556710777715
Adjuntas,1980-1984,1,10,5,2.697038723233339e-4,2.5,0.001347610722041372,97886.8091326549,131.91331353358692,489104.2623794406,0.996834490151389,6247458.877427424,63.82329685464516
Adjuntas,1980-1984,1,15,5,9.996645149885632e-4,2.5,0.004985862101394341,97754.89581912132,487.39243029028876,487555.99801988085,0.9940018488711158,5758354.615047984,58.906048303737464
Adjuntas,1980-1984,1,20,5,0.0014080415827744557,2.5,0.007015512580278506,97267.50338883103,682.3813936766383,484631.5634599636,0.9919306199440023,5270798.617028103,54.188690296263275
Adjuntas,1980-1984,1,25,5,0.001834513828928161,2.5,0.009130693187341112,96585.12199515439,881.8891153996665,480720.8871872728,0.9898377382870637,4786167.053568139,49.55387491055048
Adjuntas,1980-1984,1,30,5,0.002253289372565376,2.5,0.011203335968141152,95703.23287975472,1072.1954711891449,475835.67572080076,0.9873874285806044,4305446.166380866,44.9874684148904
Adjuntas,1980-1984,1,35,5,0.002827399979363749,2.5,0.014037773892781834,94631.03740856558,1328.40910638083,469834.1642768758,0.9840397052498681,3829610.490660066,40.468863023511844
Adjuntas,1980-1984,1,40,5,0.0036144048880486163,2.5,0.01791018776473625,93302.62830218475,1671.0675918355264,462335.47253133496,0.9774793562570293,3359776.3263831898,36.00944997499624
Adjuntas,1980-1984,1,45,5,0.005518124321104593,2.5,0.027215179742423216,91631.56071034922,2493.7693948109227,451923.3800647188,0.9685754736271786,2897440.853851855,31.620555531197088
Adjuntas,1980-1984,1,50,5,0.00728047159981911,2.5,0.03575163607143272,89137.7913155383,3186.8218753244437,437721.9018893804,0.9559338442681264,2445517.473787136,27.435248705347256
