period,sex,pct_dentro,pct_dentro_sobreestima,pct_dentro_subestima,pct_fuera_sobreestima,pct_fuera_subestima
1980-1984,1,3.8461538461538463,3.8461538461538463,0,43.58974358974359,52.56410256410257
1980-1984,2,3.8461538461538463,3.8461538461538463,0,60.256410256410255,35.8974358974359
1985-1989,1,6.41025641025641,5.128205128205128,1.282051282051282,51.28205128205128,42.30769230769231
1985-1989,2,3.8461538461538463,2.564102564102564,1.282051282051282,47.43589743589743,48.717948717948715
1990-1994,1,5.128205128205128,3.8461538461538463,1.282051282051282,53.84615384615385,41.02564102564102
1990-1994,2,3.8461538461538463,2.564102564102564,1.282051282051282,29.48717948717949,66.66666666666666
1995-1999,1,1.282051282051282,0,1.282051282051282,62.82051282051282,35.8974358974359
1995-1999,2,5.128205128205128,2.564102564102564,2.564102564102564,42.30769230769231,52.56410256410257
2000-2004,1,5.128205128205128,0,5.128205128205128,52.56410256410257,42.30769230769231
2000-2004,2,3.8461538461538463,0,3.8461538461538463,38.46153846153847,57.692307692307686
2005-2009,1,1.282051282051282,1.282051282051282,0,50,48.717948717948715
2005-2009,2,7.6923076923076925,3.8461538461538463,3.8461538461538463,25.64102564102564,66.66666666666666
2010-2014,1,5.128205128205128,3.8461538461538463,1.282051282051282,50,44.871794871794876
2010-2014,2,2.564102564102564,1.282051282051282,1.282051282051282,25.64102564102564,71.7948717948718
2015-2019,1,1.282051282051282,1.282051282051282,0,48.717948717948715,50
2015-2019,2,2.564102564102564,1.282051282051282,1.282051282051282,17.94871794871795,79.48717948717949
2020-2024,1,3.8461538461538463,1.282051282051282,2.564102564102564,53.84615384615385,42.30769230769231
2020-2024,2,2.564102564102564,1.282051282051282,1.282051282051282,25.64102564102564,71.7948717948718
