period,region,sex,e0
1980-1984,Adjuntas,1,71.59662796501773
1980-1984,Adjuntas,2,78.31101088855466
1985-1989,Adjuntas,1,71.65477524315564
1985-1989,Adjuntas,2,78.36553612855181
1990-1994,Adjuntas,1,71.72276418112028
1990-1994,Adjuntas,2,78.42848329661271
1995-1999,Adjuntas,1,72.16827150992864
1995-1999,Adjuntas,2,78.85430439588329
2000-2004,Adjuntas,1,74.03043395071589
2000-2004,Adjuntas,2,80.62514628714824
2005-2009,Adjuntas,1,74.96709594881364
2005-2009,Adjuntas,2,81.5070470143584
2010-2014,Adjuntas,1,76.10485920768214
2010-2014,Adjuntas,2,82.59840162181479
2015-2019,Adjuntas,1,77.62413268346428
2015-2019,Adjuntas,2,84.05045877558581
2020-2024,Adjuntas,1,77.5933155268062
2020-2024,Adjuntas,2,84.02283236442432
1980-1984,Aguada,1,71.59662796501773
1980-1984,Aguada,2,78.31101088855466
1985-1989,Aguada,1,71.65477524315564
1985-1989,Aguada,2,78.36553612855181
1990-1994,Aguada,1,71.72276418112028
1990-1994,Aguada,2,78.42848329661271
1995-1999,Aguada,1,72.16827150992864
1995-1999,Aguada,2,78.85430439588329
2000-2004,Aguada,1,74.03043395071589
2000-2004,Aguada,2,80.62514628714824
2005-2009,Aguada,1,74.96709594881364
2005-2009,Aguada,2,81.5070470143584
2010-2014,Aguada,1,76.10485920768214
2010-2014,Aguada,2,82.59840162181479
2015-2019,Aguada,1,77.62413268346428
2015-2019,Aguada,2,84.05045877558581
2020-2024,Aguada,1,77.5933155268062
2020-2024,Aguada,2,84.02283236442432
1980-1984,Aguadilla,1,71.59662796501773
1980-1984,Aguadilla,2,78.31101088855466
1985-1989,Aguadilla,1,71.65477524315564
1985-1989,Aguadilla,2,78.36553612855181
1990-1994,Aguadilla,1,71.72276418112028
1990-1994,Aguadilla,2,78.42848329661271
1995-1999,Aguadilla,1,72.16827150992864
1995-1999,Aguadilla,2,78.85430439588329
2000-2004,Aguadilla,1,74.03043395071589
2000-2004,Aguadilla,2,80.62514628714824
2005-2009,Aguadilla,1,74.96709594881364
2005-2009,Aguadilla,2,81.5070470143584
2010-2014,Aguadilla,1,76.10485920768214
2010-2014,Aguadilla,2,82.59840162181479
2015-2019,Aguadilla,1,77.62413268346428
2015-2019,Aguadilla,2,84.05045877558581
2020-2024,Aguadilla,1,77.5933155268062
2020-2024,Aguadilla,2,84.02283236442432
1980-1984,Aguas Buenas,1,71.59662796501773
1980-1984,Aguas Buenas,2,78.31101088855466
1985-1989,Aguas Buenas,1,71.65477524315564
1985-1989,Aguas Buenas,2,78.36553612855181
1990-1994,Aguas Buenas,1,71.72276418112028
1990-1994,Aguas Buenas,2,78.42848329661271
1995-1999,Aguas Buenas,1,72.16827150992864
1995-1999,Aguas Buenas,2,78.85430439588329
2000-2004,Aguas Buenas,1,74.03043395071589
2000-2004,Aguas Buenas,2,80.62514628714824
2005-2009,Aguas Buenas,1,74.96709594881364
2005-2009,Aguas Buenas,2,81.5070470143584
2010-2014,Aguas Buenas,1,76.10485920768214
2010-2014,Aguas Buenas,2,82.59840162181479
2015-2019,Aguas Buenas,1,77.62413268346428
2015-2019,Aguas Buenas,2,84.05045877558581
2020-2024,Aguas Buenas,1,77.5933155268062
2020-2024,Aguas Buenas,2,84.02283236442432
1980-1984,Aibonito,1,71.59662796501773
1980-1984,Aibonito,2,78.31101088855466
1985-1989,Aibonito,1,71.65477524315564
1985-1989,Aibonito,2,78.36553612855181
1990-1994,Aibonito,1,71.72276418112028
1990-1994,Aibonito,2,78.42848329661271
1995-1999,Aibonito,1,72.16827150992864
1995-1999,Aibonito,2,78.85430439588329
2000-2004,Aibonito,1,74.03043395071589
2000-2004,Aibonito,2,80.62514628714824
2005-2009,Aibonito,1,74.96709594881364
2005-2009,Aibonito,2,81.5070470143584
2010-2014,Aibonito,1,76.10485920768214
2010-2014,Aibonito,2,82.59840162181479
2015-2019,Aibonito,1,77.62413268346428
2015-2019,Aibonito,2,84.05045877558581
2020-2024,Aibonito,1,77.5933155268062
2020-2024,Aibonito,2,84.02283236442432
1980-1984,Anasco,1,71.59662796501773
1980-1984,Anasco,2,78.31101088855466
1985-1989,Anasco,1,71.65477524315564
1985-1989,Anasco,2,78.36553612855181
1990-1994,Anasco,1,71.72276418112028
1990-1994,Anasco,2,78.42848329661271
1995-1999,Anasco,1,72.16827150992864
1995-1999,Anasco,2,78.85430439588329
2000-2004,Anasco,1,74.03043395071589
2000-2004,Anasco,2,80.62514628714824
2005-2009,Anasco,1,74.96709594881364
2005-2009,Anasco,2,81.5070470143584
2010-2014,Anasco,1,76.10485920768214
2010-2014,Anasco,2,82.59840162181479
2015-2019,Anasco,1,77.62413268346428
2015-2019,Anasco,2,84.05045877558581
2020-2024,Anasco,1,77.5933155268062
2020-2024,Anasco,2,84.02283236442432
1980-1984,Arecibo,1,71.59662796501773
1980-1984,Arecibo,2,78.31101088855466
1985-1989,Arecibo,1,71.65477524315564
1985-1989,Arecibo,2,78.36553612855181
1990-1994,Arecibo,1,71.72276418112028
1990-1994,Arecibo,2,78.42848329661271
1995-1999,Arecibo,1,72.16827150992864
1995-1999,Arecibo,2,78.85430439588329
2000-2004,Arecibo,1,74.03043395071589
2000-2004,Arecibo,2,80.62514628714824
2005-2009,Arecibo,1,74.96709594881364
2005-2009,Arecibo,2,81.5070470143584
2010-2014,Arecibo,1,76.10485920768214
2010-2014,Arecibo,2,82.59840162181479
2015-2019,Arecibo,1,77.62413268346428
2015-2019,Arecibo,2,84.05045877558581
2020-2024,Arecibo,1,77.5933155268062
2020-2024,Arecibo,2,84.02283236442432
1980-1984,Arroyo,1,71.59662796501773
1980-1984,Arroyo,2,78.31101088855466
1985-1989,Arroyo,1,71.65477524315564
1985-1989,Arroyo,2,78.36553612855181
1990-1994,Arroyo,1,71.72276418112028
1990-1994,Arroyo,2,78.42848329661271
1995-1999,Arroyo,1,72.16827150992864
1995-1999,Arroyo,2,78.85430439588329
2000-2004,Arroyo,1,74.03043395071589
2000-2004,Arroyo,2,80.62514628714824
2005-2009,Arroyo,1,74.96709594881364
2005-2009,Arroyo,2,81.5070470143584
2010-2014,Arroyo,1,76.10485920768214
2010-2014,Arroyo,2,82.59840162181479
2015-2019,Arroyo,1,77.62413268346428
2015-2019,Arroyo,2,84.05045877558581
2020-2024,Arroyo,1,77.5933155268062
2020-2024,Arroyo,2,84.02283236442432
1980-1984,Barceloneta,1,71.59662796501773
1980-1984,Barceloneta,2,78.31101088855466
1985-1989,Barceloneta,1,71.65477524315564
1985-1989,Barceloneta,2,78.36553612855181
1990-1994,Barceloneta,1,71.72276418112028
1990-1994,Barceloneta,2,78.42848329661271
1995-1999,Barceloneta,1,72.16827150992864
1995-1999,Barceloneta,2,78.85430439588329
2000-2004,Barceloneta,1,74.03043395071589
2000-2004,Barceloneta,2,80.62514628714824
2005-2009,Barceloneta,1,74.96709594881364
2005-2009,Barceloneta,2,81.5070470143584
2010-2014,Barceloneta,1,76.10485920768214
2010-2014,Barceloneta,2,82.59840162181479
2015-2019,Barceloneta,1,77.62413268346428
2015-2019,Barceloneta,2,84.05045877558581
2020-2024,Barceloneta,1,77.5933155268062
2020-2024,Barceloneta,2,84.02283236442432
1980-1984,Barranquitas,1,71.59662796501773
1980-1984,Barranquitas,2,78.31101088855466
1985-1989,Barranquitas,1,71.65477524315564
1985-1989,Barranquitas,2,78.36553612855181
1990-1994,Barranquitas,1,71.72276418112028
1990-1994,Barranquitas,2,78.42848329661271
1995-1999,Barranquitas,1,72.16827150992864
1995-1999,Barranquitas,2,78.85430439588329
2000-2004,Barranquitas,1,74.03043395071589
2000-2004,Barranquitas,2,80.62514628714824
2005-2009,Barranquitas,1,74.96709594881364
2005-2009,Barranquitas,2,81.5070470143584
2010-2014,Barranquitas,1,76.10485920768214
2010-2014,Barranquitas,2,82.59840162181479
2015-2019,Barranquitas,1,77.62413268346428
2015-2019,Barranquitas,2,84.05045877558581
2020-2024,Barranquitas,1,77.5933155268062
2020-2024,Barranquitas,2,84.02283236442432
1980-1984,Bayamon,1,71.59662796501773
1980-1984,Bayamon,2,78.31101088855466
1985-1989,Bayamon,1,71.65477524315564
1985-1989,Bayamon,2,78.36553612855181
1990-1994,Bayamon,1,71.72276418112028
1990-1994,Bayamon,2,78.42848329661271
1995-1999,Bayamon,1,72.16827150992864
1995-1999,Bayamon,2,78.85430439588329
2000-2004,Bayamon,1,74.03043395071589
2000-2004,Bayamon,2,80.62514628714824
2005-2009,Bayamon,1,74.96709594881364
2005-2009,Bayamon,2,81.5070470143584
2010-2014,Bayamon,1,76.10485920768214
2010-2014,Bayamon,2,82.59840162181479
2015-2019,Bayamon,1,77.62413268346428
2015-2019,Bayamon,2,84.05045877558581
2020-2024,Bayamon,1,77.5933155268062
2020-2024,Bayamon,2,84.02283236442432
1980-1984,Cabo Rojo,1,71.59662796501773
1980-1984,Cabo Rojo,2,78.31101088855466
1985-1989,Cabo Rojo,1,71.65477524315564
1985-1989,Cabo Rojo,2,78.36553612855181
1990-1994,Cabo Rojo,1,71.72276418112028
1990-1994,Cabo Rojo,2,78.42848329661271
1995-1999,Cabo Rojo,1,72.16827150992864
1995-1999,Cabo Rojo,2,78.85430439588329
2000-2004,Cabo Rojo,1,74.03043395071589
2000-2004,Cabo Rojo,2,80.62514628714824
2005-2009,Cabo Rojo,1,74.96709594881364
2005-2009,Cabo Rojo,2,81.5070470143584
2010-2014,Cabo Rojo,1,76.10485920768214
2010-2014,Cabo Rojo,2,82.59840162181479
2015-2019,Cabo Rojo,1,77.62413268346428
2015-2019,Cabo Rojo,2,84.05045877558581
2020-2024,Cabo Rojo,1,77.5933155268062
2020-2024,Cabo Rojo,2,84.02283236442432
1980-1984,Caguas,1,71.59662796501773
1980-1984,Caguas,2,78.31101088855466
1985-1989,Caguas,1,71.65477524315564
1985-1989,Caguas,2,78.36553612855181
1990-1994,Caguas,1,71.72276418112028
1990-1994,Caguas,2,78.42848329661271
1995-1999,Caguas,1,72.16827150992864
1995-1999,Caguas,2,78.85430439588329
2000-2004,Caguas,1,74.03043395071589
2000-2004,Caguas,2,80.62514628714824
2005-2009,Caguas,1,74.96709594881364
2005-2009,Caguas,2,81.5070470143584
2010-2014,Caguas,1,76.10485920768214
2010-2014,Caguas,2,82.59840162181479
2015-2019,Caguas,1,77.62413268346428
2015-2019,Caguas,2,84.05045877558581
2020-2024,Caguas,1,77.5933155268062
2020-2024,Caguas,2,84.02283236442432
1980-1984,Camuy,1,71.59662796501773
1980-1984,Camuy,2,78.31101088855466
1985-1989,Camuy,1,71.65477524315564
1985-1989,Camuy,2,78.36553612855181
1990-1994,Camuy,1,71.72276418112028
1990-1994,Camuy,2,78.42848329661271
1995-1999,Camuy,1,72.16827150992864
1995-1999,Camuy,2,78.85430439588329
2000-2004,Camuy,1,74.03043395071589
2000-2004,Camuy,2,80.62514628714824
2005-2009,Camuy,1,74.96709594881364
2005-2009,Camuy,2,81.5070470143584
2010-2014,Camuy,1,76.10485920768214
2010-2014,Camuy,2,82.59840162181479
2015-2019,Camuy,1,77.62413268346428
2015-2019,Camuy,2,84.05045877558581
2020-2024,Camuy,1,77.5933155268062
2020-2024,Camuy,2,84.02283236442432
1980-1984,Canovanas,1,71.59662796501773
1980-1984,Canovanas,2,78.31101088855466
1985-1989,Canovanas,1,71.65477524315564
1985-1989,Canovanas,2,78.36553612855181
1990-1994,Canovanas,1,71.72276418112028
1990-1994,Canovanas,2,78.42848329661271
1995-1999,Canovanas,1,72.16827150992864
1995-1999,Canovanas,2,78.85430439588329
2000-2004,Canovanas,1,74.03043395071589
2000-2004,Canovanas,2,80.62514628714824
2005-2009,Canovanas,1,74.96709594881364
2005-2009,Canovanas,2,81.5070470143584
2010-2014,Canovanas,1,76.10485920768214
2010-2014,Canovanas,2,82.59840162181479
2015-2019,Canovanas,1,77.62413268346428
2015-2019,Canovanas,2,84.05045877558581
2020-2024,Canovanas,1,77.5933155268062
2020-2024,Canovanas,2,84.02283236442432
1980-1984,Carolina,1,71.59662796501773
1980-1984,Carolina,2,78.31101088855466
1985-1989,Carolina,1,71.65477524315564
1985-1989,Carolina,2,78.36553612855181
1990-1994,Carolina,1,71.72276418112028
1990-1994,Carolina,2,78.42848329661271
1995-1999,Carolina,1,72.16827150992864
1995-1999,Carolina,2,78.85430439588329
2000-2004,Carolina,1,74.03043395071589
2000-2004,Carolina,2,80.62514628714824
2005-2009,Carolina,1,74.96709594881364
2005-2009,Carolina,2,81.5070470143584
2010-2014,Carolina,1,76.10485920768214
2010-2014,Carolina,2,82.59840162181479
2015-2019,Carolina,1,77.62413268346428
2015-2019,Carolina,2,84.05045877558581
2020-2024,Carolina,1,77.5933155268062
2020-2024,Carolina,2,84.02283236442432
1980-1984,Catano,1,71.59662796501773
1980-1984,Catano,2,78.31101088855466
1985-1989,Catano,1,71.65477524315564
1985-1989,Catano,2,78.36553612855181
1990-1994,Catano,1,71.72276418112028
1990-1994,Catano,2,78.42848329661271
1995-1999,Catano,1,72.16827150992864
1995-1999,Catano,2,78.85430439588329
2000-2004,Catano,1,74.03043395071589
2000-2004,Catano,2,80.62514628714824
2005-2009,Catano,1,74.96709594881364
2005-2009,Catano,2,81.5070470143584
2010-2014,Catano,1,76.10485920768214
2010-2014,Catano,2,82.59840162181479
2015-2019,Catano,1,77.62413268346428
2015-2019,Catano,2,84.05045877558581
2020-2024,Catano,1,77.5933155268062
2020-2024,Catano,2,84.02283236442432
