period,sex,pct_dentro,pct_dentro_sobreestima,pct_dentro_subestima,pct_fuera_sobreestima,pct_fuera_subestima
1980-1984,1,93.58974358974359,39.743589743589745,53.84615384615385,3.8461538461538463,2.564102564102564
1980-1984,2,92.3076923076923,38.46153846153847,53.84615384615385,3.8461538461538463,3.8461538461538463
1985-1989,1,97.43589743589743,50,47.43589743589743,1.282051282051282,1.282051282051282
1985-1989,2,94.87179487179486,30.76923076923077,64.1025641025641,3.8461538461538463,1.282051282051282
1990-1994,1,94.87179487179486,51.28205128205128,43.58974358974359,2.564102564102564,2.564102564102564
1990-1994,2,97.43589743589743,34.61538461538461,62.82051282051282,2.564102564102564,0
1995-1999,1,91.02564102564102,51.28205128205128,39.743589743589745,3.8461538461538463,5.128205128205128
1995-1999,2,100,41.02564102564102,58.97435897435898,0,0
2000-2004,1,92.3076923076923,39.743589743589745,52.56410256410257,2.564102564102564,5.128205128205128
2000-2004,2,100,30.76923076923077,69.23076923076923,0,0
2005-2009,1,89.74358974358975,44.871794871794876,44.871794871794876,1.282051282051282,8.974358974358974
2005-2009,2,100,21.794871794871796,78.2051282051282,0,0
2010-2014,1,91.02564102564102,50,41.02564102564102,3.8461538461538463,5.128205128205128
2010-2014,2,98.71794871794873,28.205128205128204,70.51282051282051,0,1.282051282051282
2015-2019,1,91.02564102564102,34.61538461538461,56.41025641025641,5.128205128205128,3.8461538461538463
2015-2019,2,98.71794871794873,33.33333333333333,65.38461538461539,1.282051282051282,0
2020-2024,1,88.46153846153845,46.15384615384615,42.30769230769231,10.256410256410255,1.282051282051282
2020-2024,2,96.15384615384616,25.64102564102564,70.51282051282051,3.8461538461538463,0
