period,region,sex,e0
1980-1984,Adjuntas,1,72.18733715736892
1980-1984,Adjuntas,2,78.1291821672613
1985-1989,Adjuntas,1,71.12828625462855
1985-1989,Adjuntas,2,78.05854286333766
1990-1994,Adjuntas,1,70.95626119147951
1990-1994,Adjuntas,2,77.96738329352117
1995-1999,Adjuntas,1,71.32848395483194
1995-1999,Adjuntas,2,78.64858071650703
2000-2004,Adjuntas,1,73.66037501121755
2000-2004,Adjuntas,2,79.73277866765636
2005-2009,Adjuntas,1,75.8951205908543
2005-2009,Adjuntas,2,81.5171869671305
2010-2014,Adjuntas,1,76.5295069313876
2010-2014,Adjuntas,2,82.49104820846401
2015-2019,Adjuntas,1,77.28793977936758
2015-2019,Adjuntas,2,84.73653587007274
2020-2024,Adjuntas,1,79.07511511421166
2020-2024,Adjuntas,2,85.44620287673263
1980-1984,Aguada,1,72.82955766931896
1980-1984,Aguada,2,77.11616679289921
1985-1989,Aguada,1,72.61300591368486
1985-1989,Aguada,2,77.91711078597221
1990-1994,Aguada,1,72.44151907378355
1990-1994,Aguada,2,79.06973757142107
1995-1999,Aguada,1,72.60466231474626
1995-1999,Aguada,2,78.41601742000681
2000-2004,Aguada,1,75.11502640509217
2000-2004,Aguada,2,80.13597445964562
2005-2009,Aguada,1,76.54049238301224
2005-2009,Aguada,2,80.78068385088932
2010-2014,Aguada,1,76.28358991364259
2010-2014,Aguada,2,82.6626268987817
2015-2019,Aguada,1,78.96442087355521
2015-2019,Aguada,2,84.48048348427155
2020-2024,Aguada,1,77.25063839577685
2020-2024,Aguada,2,83.83746878435453
1980-1984,Aguadilla,1,71.02130453868202
1980-1984,Aguadilla,2,76.58377334728992
1985-1989,Aguadilla,1,70.56042942736373
1985-1989,Aguadilla,2,77.3134820881888
1990-1994,Aguadilla,1,70.45330657402816
1990-1994,Aguadilla,2,77.46184067652636
1995-1999,Aguadilla,1,70.54220371727692
1995-1999,Aguadilla,2,77.76120402323411
2000-2004,Aguadilla,1,72.95152580813718
2000-2004,Aguadilla,2,79.60878474073235
2005-2009,Aguadilla,1,73.72255661468687
2005-2009,Aguadilla,2,80.63203943119824
2010-2014,Aguadilla,1,75.0414326375916
2010-2014,Aguadilla,2,80.85261291172763
2015-2019,Aguadilla,1,76.74114478610066
2015-2019,Aguadilla,2,81.87425688829211
2020-2024,Aguadilla,1,75.68807038903499
2020-2024,Aguadilla,2,82.22337372276785
1980-1984,Aguas Buenas,1,71.48688634775449
1980-1984,Aguas Buenas,2,78.64681620568012
1985-1989,Aguas Buenas,1,71.89840467502252
1985-1989,Aguas Buenas,2,78.703452926342
1990-1994,Aguas Buenas,1,71.78252738271789
1990-1994,Aguas Buenas,2,80.71901903672962
1995-1999,Aguas Buenas,1,71.884969504015
1995-1999,Aguas Buenas,2,78.71343912815995
2000-2004,Aguas Buenas,1,73.97858094389647
2000-2004,Aguas Buenas,2,81.13291300451658
2005-2009,Aguas Buenas,1,74.41261517872064
2005-2009,Aguas Buenas,2,81.64208035044778
2010-2014,Aguas Buenas,1,76.44177689839734
2010-2014,Aguas Buenas,2,82.29582917605444
2015-2019,Aguas Buenas,1,77.2610191298347
2015-2019,Aguas Buenas,2,84.35309194780406
2020-2024,Aguas Buenas,1,76.99491112468229
2020-2024,Aguas Buenas,2,82.80897679744211
1980-1984,Aibonito,1,71.37121685969242
1980-1984,Aibonito,2,78.26993739305021
1985-1989,Aibonito,1,70.997447317365
1985-1989,Aibonito,2,79.20570449284797
