country_code	reg_code	name	include_code	1980	1985	1990	1995	2000	2005	2010	2015	2020
630	72001	Adjuntas	2	72.2528007302681	71.5451600075844	71.4549995555989	72.0617818148774	73.828933371586	75.9913576109551	76.9285749566621	79.4628435678536	79.1286280964413
630	72003	Aguada	2	72.9324046645065	72.9001261579348	72.9668634562734	72.6413255661992	75.1381202505238	76.677116357326	76.9203317161895	79.1755581219781	78.1399725184939
630	72005	Aguadilla	2	71.0806170617419	70.6861946205415	70.7937845017465	70.7395128352711	73.2982821699332	74.0793164410654	75.5982125319684	76.9178231627645	76.4942422690661
630	72007	Aguas Buenas	2	71.4788375741	71.9510166809971	71.8072982046346	72.1510964310896	74.4366243684733	75.146708147213	77.5029558467412	77.9597056287304	78.1454083477218
630	72009	Aibonito	2	71.607885377059	71.2444672849897	72.346394171637	72.2316884670852	74.0742883004309	74.9481542372841	75.4929910253121	77.6963293896751	79.1536491548159
630	72011	Añasco	2	71.5990276489722	71.3341537751422	70.6175929038884	71.2926129842808	73.9041988280997	75.8282172229278	75.9655856860771	77.6467543177649	77.3802941811275
630	72013	Arecibo	2	70.9685631048619	70.386014249793	70.6867758293193	70.4424243574949	73.255728934663	73.764815115787	75.5959426731601	77.3245353764347	76.8319646363035
630	72015	Arroyo	2	69.7993887408426	69.5231854960655	69.7471752574637	69.9352700859753	72.4619318819112	73.5569146887027	74.2158514308166	76.217138857442	76.7427343930273
630	72017	Barceloneta	2	70.5384148941757	71.8625172121022	71.1793863197246	70.4640502619685	73.5972292703675	74.6845369323903	75.5121135710278	77.8431512899924	75.9813081330415
630	72019	Barranquitas	2	71.5395155361718	71.5557294642792	71.0815515479706	71.0048611490418	73.8663983866433	75.3112794228638	75.7444852304437	78.1709236242065	77.775842692079
630	72021	Bayamón	2	71.998713221118	71.6152167066223	69.6276079018062	70.9250780086597	73.6183606696561	74.8032146557183	76.3764141168976	77.5149070200252	76.3322274516313
630	72023	Cabo Rojo	2	72.6085438682236	72.9598122257787	72.7526368244896	72.4440869294508	74.832974150764	76.2005646117882	76.0907744886388	79.4395587160279	79.2863368658835
630	72025	Caguas	2	71.7356460008528	70.4763604525279	69.1502225163415	69.9426264019276	73.1756980294819	74.6826376891477	74.8588162210151	77.2852164598121	76.3522175493103
630	72027	Camuy	2	72.1566940939154	72.6596432936495	72.0355975659126	72.2314646175265	74.7815802420965	75.5120118558662	76.4354362629776	78.0606925792214	77.7874726058975
630	72029	Canóvanas	2	71.9540986970319	71.3387856732793	69.2510692559277	68.7691456979141	71.8589625498714	72.8516888972623	74.4529196997826	76.798577979772	75.4773014082329
