period,sex,pct_dentro,pct_dentro_sobreestima,pct_dentro_subestima,pct_fuera_sobreestima,pct_fuera_subestima
1980-1984,1,92.3076923076923,39.743589743589745,52.56410256410257,5.128205128205128,2.564102564102564
1980-1984,2,96.15384615384616,43.58974358974359,52.56410256410257,0,3.8461538461538463
1985-1989,1,97.43589743589743,50,47.43589743589743,1.282051282051282,1.282051282051282
1985-1989,2,93.58974358974359,33.33333333333333,60.256410256410255,5.128205128205128,1.282051282051282
1990-1994,1,94.87179487179486,46.15384615384615,48.717948717948715,3.8461538461538463,1.282051282051282
1990-1994,2,96.15384615384616,35.8974358974359,60.256410256410255,3.8461538461538463,0
1995-1999,1,94.87179487179486,48.717948717948715,46.15384615384615,3.8461538461538463,1.282051282051282
1995-1999,2,98.71794871794873,38.46153846153847,60.256410256410255,0,1.282051282051282
2000-2004,1,92.3076923076923,37.17948717948718,55.12820512820513,2.564102564102564,5.128205128205128
2000-2004,2,97.43589743589743,28.205128205128204,69.23076923076923,1.282051282051282,1.282051282051282
2005-2009,1,85.8974358974359,44.871794871794876,41.02564102564102,5.128205128205128,8.974358974358974
2005-2009,2,98.71794871794873,26.923076923076923,71.7948717948718,1.282051282051282,0
2010-2014,1,84.61538461538461,39.743589743589745,44.871794871794876,6.41025641025641,8.974358974358974
2010-2014,2,98.71794871794873,24.358974358974358,74.35897435897436,0,1.282051282051282
2015-2019,1,93.58974358974359,37.17948717948718,56.41025641025641,2.564102564102564,3.8461538461538463
2015-2019,2,98.71794871794873,39.743589743589745,58.97435897435898,1.282051282051282,0
2020-2024,1,88.46153846153845,46.15384615384615,42.30769230769231,10.256410256410255,1.282051282051282
2020-2024,2,97.43589743589743,41.02564102564102,56.41025641025641,2.564102564102564,0
