period,region,sex,e0
1980-1984,Adjuntas,1,72.2140472383113
1980-1984,Adjuntas,2,78.20588519720518
1985-1989,Adjuntas,1,71.20395302559763
1985-1989,Adjuntas,2,78.15795574447789
1990-1994,Adjuntas,1,71.00301729417355
1990-1994,Adjuntas,2,78.09514814978276
1995-1999,Adjuntas,1,71.3805101690781
1995-1999,Adjuntas,2,78.76055721568153
2000-2004,Adjuntas,1,73.69780334570397
2000-2004,Adjuntas,2,79.89997260126125
2005-2009,Adjuntas,1,75.83760661650821
2005-2009,Adjuntas,2,81.60474337729777
2010-2014,Adjuntas,1,76.50050136713028
2010-2014,Adjuntas,2,82.57971139316103
2015-2019,Adjuntas,1,77.30822995158638
2015-2019,Adjuntas,2,84.81554502224174
2020-2024,Adjuntas,1,78.93723951529664
2020-2024,Adjuntas,2,85.44321354913866
1980-1984,Aguada,1,72.82347057586608
1980-1984,Aguada,2,77.27673403673633
1985-1989,Aguada,1,72.58909704637276
1985-1989,Aguada,2,78.06391483591365
1990-1994,Aguada,1,72.38330762457701
1990-1994,Aguada,2,79.15175390805055
1995-1999,Aguada,1,72.57488598325405
1995-1999,Aguada,2,78.57126185168799
2000-2004,Aguada,1,75.06760739334692
2000-2004,Aguada,2,80.29906709324086
2005-2009,Aguada,1,76.45268470705412
2005-2009,Aguada,2,80.9277170207738
2010-2014,Aguada,1,76.29033640271639
2010-2014,Aguada,2,82.75510402121152
2015-2019,Aguada,1,78.88227882321095
2015-2019,Aguada,2,84.58715563499335
2020-2024,Aguada,1,77.2461151457273
2020-2024,Aguada,2,83.97429967148068
1980-1984,Aguadilla,1,71.01188753346082
1980-1984,Aguadilla,2,76.67223890420115
1985-1989,Aguadilla,1,70.55356287885746
1985-1989,Aguadilla,2,77.37204104121167
1990-1994,Aguadilla,1,70.41511253620023
1990-1994,Aguadilla,2,77.49221782173788
1995-1999,Aguadilla,1,70.53008966834317
1995-1999,Aguadilla,2,77.82948133558482
2000-2004,Aguadilla,1,72.93181559047113
2000-2004,Aguadilla,2,79.67107779016682
2005-2009,Aguadilla,1,73.70121273394228
2005-2009,Aguadilla,2,80.71123116530742
2010-2014,Aguadilla,1,75.01229693593572
2010-2014,Aguadilla,2,80.89450335911333
2015-2019,Aguadilla,1,76.65864261535016
2015-2019,Aguadilla,2,82.00053598403873
2020-2024,Aguadilla,1,75.68043636863982
2020-2024,Aguadilla,2,82.31977874880506
1980-1984,Aguas Buenas,1,71.54844893991704
1980-1984,Aguas Buenas,2,78.6929435680605
1985-1989,Aguas Buenas,1,71.90216931929348
1985-1989,Aguas Buenas,2,78.76898160362335
1990-1994,Aguas Buenas,1,71.7567129417633
1990-1994,Aguas Buenas,2,80.66563767884901
1995-1999,Aguas Buenas,1,71.87011141649656
1995-1999,Aguas Buenas,2,78.7503357297449
2000-2004,Aguas Buenas,1,73.97822539101642
2000-2004,Aguas Buenas,2,81.19413178082293
2005-2009,Aguas Buenas,1,74.44176596169073
2005-2009,Aguas Buenas,2,81.70590856719939
2010-2014,Aguas Buenas,1,76.41370376067728
2010-2014,Aguas Buenas,2,82.3743155992907
2015-2019,Aguas Buenas,1,77.25561936025873
2015-2019,Aguas Buenas,2,84.38909740030422
2020-2024,Aguas Buenas,1,76.97633617447075
2020-2024,Aguas Buenas,2,82.94659759382628
1980-1984,Aibonito,1,71.40808959004941
1980-1984,Aibonito,2,78.32561076373644
1985-1989,Aibonito,1,71.04172895630336
1985-1989,Aibonito,2,79.22580200580138
1990-1994,Aibonito,1,72.17792891525276
1990-1994,Aibonito,2,78.78884708883832
1995-1999,Aibonito,1,72.08330041398702
1995-1999,Aibonito,2,79.27046383073036
2000-2004,Aibonito,1,73.92862944420511
2000-2004,Aibonito,2,79.67401660753131
2005-2009,Aibonito,1,74.26043237634036
2005-2009,Aibonito,2,80.41111872917473
2010-2014,Aibonito,1,75.13035622207764
2010-2014,Aibonito,2,81.96723964652921
2015-2019,Aibonito,1,76.62341287571454
2015-2019,Aibonito,2,83.42505289318989
2020-2024,Aibonito,1,78.68044298325539
2020-2024,Aibonito,2,84.31058169465477
1980-1984,Anasco,1,71.46637557737837
1980-1984,Anasco,2,76.57122120625105
1985-1989,Anasco,1,70.9723589832732
1985-1989,Anasco,2,76.62551403815729
1990-1994,Anasco,1,70.20833690822667
1990-1994,Anasco,2,77.07476084308006
1995-1999,Anasco,1,71.21857158719416
1995-1999,Anasco,2,77.6576293871237
2000-2004,Anasco,1,73.57289648355977
2000-2004,Anasco,2,80.23009010490654
2005-2009,Anasco,1,74.84584975079542
2005-2009,Anasco,2,81.35207099659533
2010-2014,Anasco,1,75.25376817374321
2010-2014,Anasco,2,81.27401050493411
2015-2019,Anasco,1,76.06265692598319
2015-2019,Anasco,2,83.46838609698833
2020-2024,Anasco,1,77.16847348974972
2020-2024,Anasco,2,82.63743758231011
1980-1984,Arecibo,1,70.863699547954
1980-1984,Arecibo,2,77.1778501484858
1985-1989,Arecibo,1,70.37566862926903
1985-1989,Arecibo,2,77.1240866758865
1990-1994,Arecibo,1,70.5830673487516
1990-1994,Arecibo,2,77.77701133577503
1995-1999,Arecibo,1,70.32225855265943
1995-1999,Arecibo,2,77.64501810074464
2000-2004,Arecibo,1,72.99487531317553
2000-2004,Arecibo,2,79.27574644251177
2005-2009,Arecibo,1,73.57100765354473
