region,period,sex,Age,AgeInt,nMx,nAx,nqx,lx,ndx,nLx,Sx,Tx,ex
Adjuntas,1980-1984,1,0,1,0.018892070768392572,0.11159181738521104,0.018580222720895597,100000,1858.0222720895545,98349.31780999512,0.9809200171599346,7218509.075730732,72.18509075730732
Adjuntas,1980-1984,1,1,4,4.8525063762572447e-4,1.5970177889419417,0.0019387418831471246,98141.97772791045,190.27196271599678,392110.69076997216,0.998061399053841,7120159.757920736,72.54958502732359
Adjuntas,1980-1984,1,5,5,2.0373589015093996e-4,2.5,0.0010181608609813777,97951.70576519445,99.73059307648509,489509.202343281,0.9988139421443561,6728049.067150764,68.68741095003439
Adjuntas,1980-1984,1,10,5,2.710086840853248e-4,2.5,0.0013541259706831225,97851.97517211796,132.50390086320112,488928.61610843183,0.9967988483064635,6238539.864807483,63.754869064565376
Adjuntas,1980-1984,1,15,5,0.0010126937797372878,2.5,0.0050506819132938785,97719.47127125476,493.54996612636023,487363.48144095787,0.9940103979701388,5749611.248699051,58.83792834632704
Adjuntas,1980-1984,1,20,5,0.0013914814523386951,2.5,0.006933288406141324,97225.9213051284,674.0953529612452,484444.3681432389,0.992009916186798,5262247.767258094,54.12391774353414
Adjuntas,1980-1984,1,25,5,0.001819086728365203,2.5,0.009054257442951826,96551.82595216716,874.2050887580117,480573.6170389407,0.9899112278468912,4777803.399114855,49.48434016651152
Adjuntas,1980-1984,1,30,5,0.002239011004753581,2.5,0.011132739209758652,95677.62086340915,1065.1540012824844,475725.2193138395,0.9874639973038972,4297229.782075914,44.91363542798274
Adjuntas,1980-1984,1,35,5,0.0028106240645383966,2.5,0.013955064224364043,94612.46686212666,1320.3230514864845,469761.52668191714,0.9841134727133011,3821504.562762074,40.39113120611192
Adjuntas,1980-1984,1,40,5,0.003601197370431272,2.5,0.017845325503958,93292.14381064018,1664.8286732629495,462298.6473700435,0.9774195430120173,3351743.0360801574,35.927387871837965
Adjuntas,1980-1984,1,45,5,0.005556452665173542,2.5,0.027401623762405954,91627.31513737723,2510.737215753805,451859.73264750163,0.9684997738997704,2889444.3887101137,31.534749047027706
Adjuntas,1980-1984,1,50,5,0.007272730427758762,2.5,0.03571430093107491,89116.57792162342,3182.736281840451,437626.048903516,0.9559338990972919,2437584.656062612,27.352763233418006
Adjuntas,1980-1984,1,55,5,0.010830989405336122,2.5,0.05272722693589211,85933.84163978297,4531.05316961385,418341.5752748802,0.9330785350512965,1999958.607159096,23.273236352478133
Adjuntas,1980-1984,1,60,5,0.01708065931799526,2.5,0.08190578458337208,81402.78847016912,6667.359256923475,390345.5442085369,0.8980593814006678,1581617.0318842158,19.429519081693563
Adjuntas,1980-1984,1,65,5,0.026385324414495325,2.5,0.12376281688741131,74735.42921324565,9249.467240721016,350553.4779644257,0.8455915834697625,1191271.487675679,15.939849415684433
Adjuntas,1980-1984,1,70,5,0.04183821467620463,2.5,0.18938250828695397,65485.96197252463,12401.895735940794,296425.0705227712,0.7808739645625802,840718.0097112532,12.838140944833121
Adjuntas,1980-1984,1,75,5,0.058667853684205885,2.5,0.25581846738532876,53084.066236583836,13579.884467224154,231470.62001485878,0.7007642471376243,544292.939188482,10.253414588903002
Adjuntas,1980-1984,1,80,5,0.08708556081451921,2.5,0.3575780841004283,39504.18176935968,14125.82963104271,162206.33476919163,0.48147454696426695,312822.31917362317,7.91871404905936
Adjuntas,1980-1984,1,85,NA,0.18904155532076014,5.934821283255313,1,25378.352138316972,25378.352138316972,150615.98440443154,0,150615.98440443154,5.934821283255313
Adjuntas,1980-1984,2,0,1,0.011362645669794745,0.12567669523424096,0.011250872460703934,100000,1125.0872460703831,99016.31000086594,0.9884767290424407,7813240.823439964,78.13240823439965
Adjuntas,1980-1984,2,1,4,2.8159388567303926e-4,1.5056948305064348,0.0011255849531118323,98874.91275392962,111.29211403608497,395222.0545203544,0.9988289123346012,7714224.513439097,78.02003863849183
Adjuntas,1980-1984,2,5,5,1.2845705093914847e-4,2.5,6.420790557408167e-4,98763.62063989353,63.41405228199437,493659.56806876266,0.9993079600435734,7319002.458918744,74.1062590810121
Adjuntas,1980-1984,2,10,5,1.4846167304129613e-4,2.5,7.420329565710199e-4,98700.20658761154,73.2388061083766,493317.93592278677,0.9982541401234137,6825342.8908499805,69.152265499986
Adjuntas,1980-1984,2,15,5,5.508439739856158e-4,2.5,0.0027504322223891814,98626.96778150316,271.2667901827954,492456.6719320588,0.9964913284253137,6332024.954927194,64.20176040446742
Adjuntas,1980-1984,2,20,5,8.556267692125573e-4,2.5,0.004269002164737846,98355.70099132037,419.88070044622873,490728.8032054862,0.9951024663882658,5839568.2829951355,59.37193496806517
Adjuntas,1980-1984,2,25,5,0.0011088171447166883,2.5,0.005528759764543577,97935.82029087414,541.4636227317678,488325.44239754125,0.9939761090559857,5348839.479789649,54.61576228088289
Adjuntas,1980-1984,2,30,5,0.0013086222304924428,2.5,0.006521774803736127,97394.35666814237,635.1840613443928,485383.8231873509,0.9927799851834588,4860514.037392108,49.90549969905986
Adjuntas,1980-1984,2,35,5,0.0015908697996487036,2.5,0.007922838487052154,96759.17260679798,766.6072967044456,481879.3447922288,0.9909124036765201,4375130.214204757,45.21669725292147
Adjuntas,1980-1984,2,40,5,0.0020629156746438146,2.5,0.01026165604545912,95992.56531009353,985.042688133457,477500.219830134,0.9882177753992749,3893250.869412528,40.557837545395365
Adjuntas,1980-1984,2,45,5,0.002681569014052115,2.5,0.013318558485891557,95007.52262196007,1265.3632466402341,471874.2049931998,0.983299264204521,3415750.649582394,35.95242308521026
Adjuntas,1980-1984,2,50,5,0.004066641204470338,2.5,0.020128566873762247,93742.15937531984,1886.895323877019,463993.55856690666,0.9729206932669353,2943876.4445891944,31.40397516130026
Adjuntas,1980-1984,2,55,5,0.0069533740371368665,2.5,0.03417282903029737,91855.26405144282,3138.9542339627806,451428.93467230716,0.9587918244300021,2479882.8860222874,26.99772203184184
Adjuntas,1980-1984,2,60,5,0.009939484200887696,2.5,0.04849244624612411,88716.30981748004,4302.070884978646,432826.3718749536,0.9423178769690035,2028453.9513499804,22.86449870968718
Adjuntas,1980-1984,2,65,5,0.013937297946373243,2.5,0.06734014071947128,84414.2389325014,5684.466728441708,407860.0278414027,0.913181629852109,1595627.5794750268,18.902351068412866
Adjuntas,1980-1984,2,70,5,0.022766610095025855,2.5,0.10770297157530283,78729.77220405969,8479.43041782391,372450.2849757387,0.861449031957234,1187767.5516336241,15.086637727784218
Adjuntas,1980-1984,2,75,5,0.03790564027669788,2.5,0.17312241172662937,70250.34178623577,12161.908594653141,320846.937444546,0.7748339249579632,815317.2666578854,11.605883272978344
Adjuntas,1980-1984,2,80,5,0.06731867056924071,2.5,0.28810606042014053,58088.43319158263,16735.629642805405,248603.09185089968,0.4972335504004735,494470.3292133394,8.512371603870204
Adjuntas,1980-1984,2,85,NA,0.1417411284736318,5.945600207551341,1,41352.80354877723,41352.80354877723,245867.23736243972,0,245867.23736243972,5.945600207551341
Adjuntas,1985-1989,1,0,1,0.013499796065063343,0.12235183194196936,0.013341722387146943,100000,1334.1722387146874,98829.06617881818,0.9860002868335437,7113583.804610814,71.13583804610813
Adjuntas,1985-1989,1,1,4,5.231161537163725e-4,1.6128013904475262,0.0020898548414334146,98665.82776128531,206.1972578309651,394171.07723795366,0.9980007177415325,7014754.738431996,71.09609170262755
Adjuntas,1985-1989,1,5,5,2.306074657539384e-4,2.5,0.0011523729642474707,98459.63050345435,113.46221626196348,492014.4969766168,0.9986915606830326,6620583.661194042,67.24160579661901
Adjuntas,1985-1989,1,10,5,2.931518324164419e-4,2.5,0.0014646857238225775,98346.16828719238,144.04622868291335,491370.72586425464,0.9971382276892904,6128569.1642174255,62.31629834647608
Adjuntas,1985-1989,1,15,5,8.540010484210742e-4,2.5,0.004260908191947498,98202.12205850947,418.43022634572117,489964.53472668305,0.9938686673314944,5637198.438353171,57.40403893710658
Adjuntas,1985-1989,1,20,5,0.0016083936152985106,2.5,0.008009760955540157,97783.69183216375,783.2239969258371,486960.39916850417,0.990275390840629,5147233.903626488,52.638981073257256
Adjuntas,1985-1989,1,25,5,0.0023038541294186587,2.5,0.011453303793990116,97000.46783523791,1110.975826276146,482224.89961049915,0.9879673658766782,4660273.504457983,48.043825029522374
Adjuntas,1985-1989,1,30,5,0.002539759516938631,2.5,0.012618676574887553,95889.49200896177,1209.9984865913575,476422.46382833045,0.9845743462664222,4178048.6048474843,43.57149586794147
Adjuntas,1985-1989,1,35,5,0.003687382258393832,2.5,0.018268503899057202,94679.49352237041,1729.6526965741796,469073.3358704166,0.9803165571496302,3701626.141019154,39.09638722501776
Adjuntas,1985-1989,1,40,5,0.004270044049776407,2.5,0.02112471162592819,92949.84082579623,1963.5385831208696,459840.35767117894,0.9757252749517265,3232552.8051487375,34.77738935784828
Adjuntas,1985-1989,1,45,5,0.0055751819791714724,2.5,0.027492717636049976,90986.30224267536,2501.4607163061883,448677.8594226113,0.9658271381990856,2772712.4474775586,30.473954640801654
Adjuntas,1985-1989,1,50,5,0.008380343045947664,2.5,0.04104185320694916,88484.84152636917,3631.5818769653997,433345.25293943234,0.9495365292705727,2324034.588054947,26.26477651951681
Adjuntas,1985-1989,1,55,5,0.012432428750152293,2.5,0.06028831819955527,84853.25964940377,5115.660318012742,411477.147451987,0.9142094524105319,1890689.3351155147,22.281870406952596
Adjuntas,1985-1989,1,60,5,0.023937392276937308,2.5,0.11292890277204042,79737.59933139103,9004.679602170567,376176.29765152873,0.8730519713579641,1479212.1876635277,18.550999780114935
Adjuntas,1985-1989,1,65,5,0.030744812520297884,2.5,0.1427518643366093,70732.91972922046,10097.256161317957,328421.4582428074,0.8415086116373632,1103035.890011999,15.594378038325543
Adjuntas,1985-1989,1,70,5,0.03880143634088876,2.5,0.17685191126286717,60635.663567902506,10723.532992675755,276369.48535782314,0.7832614057352649,774614.4317691916,12.774898239577176
Adjuntas,1985-1989,1,75,5,0.0611468929967846,2.5,0.2651948605765016,49912.13057522675,13236.4405089734,216469.55160370027,0.6951362550040014,498244.9464113685,9.982441956879036
Adjuntas,1985-1989,1,80,5,0.08746286007088612,2.5,0.3588493287803194,36675.69006625335,13161.046762830043,150475.83342419163,0.46597241562946934,281775.3948076682,7.682892790800959
Adjuntas,1985-1989,1,85,NA,0.1662756883811577,5.583736044355039,1,23514.64330342331,23514.64330342331,131299.56138347657,0,131299.56138347657,5.583736044355039
Adjuntas,1985-1989,2,0,1,0.01098854547235486,0.12644557214703323,0.01088406829345241,100000,1088.4068293452438,99049.21739492005,0.9888737511594525,7806543.654816765,78.06543654816765
Adjuntas,1985-1989,2,1,4,2.623928476939624e-4,1.5062916208865529,0.0010488850725026851,98911.59317065476,103.746893574149,395387.6581848062,0.9988835152289098,7707494.437421845,77.92306432799948
Adjuntas,1985-1989,2,5,5,1.2503890272960207e-4,2.5,6.249991406311316e-4,98807.846277080607,61.754819010791834,493884.8443378761,0.9993261117794998,7312106.779237039,74.00330089912252
Adjuntas,1985-1989,2,10,5,1.4461383903309155e-4,2.5,7.228078751111998e-4,98746.09145806982,71.37445254235354,493552.0211589932,0.9984087077882586,6818221.934899163,69.04801834910458
Adjuntas,1985-1989,2,15,5,4.926870547365044e-4,2.5,0.0024604047497584765,98674.71700552746,242.7797424014716,492766.63567163364,0.9966834593184255,6324669.91374017,64.09615457408286
Adjuntas,1985-1989,2,20,5,8.367041813491554e-4,2.5,0.004174788249783674,98431.93726312599,410.93249508953886,491132.35507790605,0.9950000510539062,5831903.278068537,59.24807984301708
Adjuntas,1985-1989,2,25,5,0.0011691209421108198,2.5,0.005828568955483119,98021.00476803645,571.322185376237,488676.7183767417,0.9937911207500206,5340770.92299063,54.48598426051021
Adjuntas,1985-1989,2,30,5,0.0013226428878624452,2.5,0.006591419204981255,97449.68258266021,642.3317092946818,485642.58364006435,0.9928991350231986,4852094.204613889,49.790764587644226
Adjuntas,1985-1989,2,35,5,0.0015285571810097329,2.5,0.007613690999918876,96807.35087336553,737.0612560705486,482194.1012266513,0.991129465239149,4366451.6209738245,45.10454610709898
Adjuntas,1985-1989,2,40,5,0.0020377325003079444,2.5,0.010137021157865493,96070.28961729498,973.8665584927803,477916.781690243,0.9886577722352249,3884257.519747173,40.431412616954496
Adjuntas,1985-1989,2,45,5,0.0025278298272534442,2.5,0.012559776690909909,95096.4230588022,1194.389837722847,472496.14069970394,0.9830507234842093,3406340.7380569302,35.81986186747154
Adjuntas,1985-1989,2,50,5,0.004325189613810537,2.5,0.02139460872047929,93902.03322107936,2008.9972588224337,464487.6729583407,0.9737885290914781,2933844.597357226,31.243674888805597
Adjuntas,1985-1989,2,55,5,0.00632519131781598,2.5,0.031133640999721306,91893.03596225692,2860.9647920233983,452312.7678312261,0.9599728168392411,2469356.9243988856,26.87207902689297
Adjuntas,1985-1989,2,60,5,0.010089537720847312,2.5,0.04920651122641113,89032.07117023352,4380.957609548728,434207.9618272958,0.9462500223559489,2017044.1565676592,22.655253663716028
Adjuntas,1985-1989,2,65,5,0.012058602977217047,2.5,0.05852858253700274,84651.1135606848,4954.509686885736,410869.29358620965,0.9108826985289025,1582836.1947403636,18.69835053741683
Adjuntas,1985-1989,2,70,5,0.02589610896037177,2.5,0.12160763348406789,79696.60387379906,9691.715393809907,374253.7308844705,0.8631576701930576,1171966.901154154,14.705355613521295
Adjuntas,1985-1989,2,75,5,0.03341315724617796,2.5,0.15418616942078361,70004.88847998915,10793.785595458656,323039.9784112991,0.7754274443183838,797713.1702696834,11.395106650269275
Adjuntas,1985-1989,2,80,5,0.07275453743587734,2.5,0.30778990649347493,59211.1028845305,18224.579820205166,250494.06487213957,0.4722809942321898,474673.19185838423,8.016624733102168
Adjuntas,1985-1989,2,85,NA,0.1315190190904233,5.4695814678989,1,40986.52306432533,40986.52306432533,224179.12698624466,0,224179.12698624466,5.4695814678989
Adjuntas,1990-1994,1,0,1,0.015216019373047448,0.11892719414205248,0.015014725641652682,100000,1501.4725641652622,98677.09335497218,0.9844518581431992,7096134.434438817,70.96134434438817
Adjuntas,1990-1994,1,1,4,4.7295965759298875e-4,1.6077606316417006,0.0018897005613399515,98498.52743583474,186.13272258666984,393548.8357166274,0.998082044735177,6997457.341083844,71.04123811030803
Adjuntas,1990-1994,1,5,5,2.2806606845430564e-4,2.5,0.001139680536123609,98312.39471324807,112.04472271437407,491281.86175945436,0.9987044566199491,6603908.505367218,67.17269500584456
Adjuntas,1990-1994,1,10,5,2.9052767477190584e-4,2.5,0.0014515840605049432,98200.3499905337,142.5460627822613,490645.38479571283,0.9970607425191653,6112626.643607763,62.246485314940394
Adjuntas,1990-1994,1,15,5,8.877847455165911e-4,2.5,0.004429093523416567,98057.80392775143,434.30718429686385,489203.25167801505,0.9938132667892593,5621981.25881205,57.33333843529988
Adjuntas,1990-1994,1,20,5,0.0015967874366443976,2.5,0.007952192281400186,97623.49674345457,776.3208172865998,486176.68167405634,0.9903588756114017,5132778.007134035,52.577280863258736
Adjuntas,1990-1994,1,25,5,0.0022816600875111407,2.5,0.011343594868405362,96847.17592616797,1098.5951278556313,481489.39181120077,0.9876383572469841,4646601.325459979,47.978697169263285
Adjuntas,1990-1994,1,30,5,0.002696328057891796,2.5,0.013391371462936067,95748.58079831234,1282.2048125191504,475537.39196026383,0.9838712521112065,4165111.9336487777,43.50050829914956
Adjuntas,1990-1994,1,35,5,0.00381673017640029,2.5,0.01890327909263699,94466.37598579319,1785.7242701294308,467867.56925364234,0.9794860584640915,3689574.541688514,39.05701370658476
Adjuntas,1990-1994,1,40,5,0.0044807645806057995,2.5,0.02215563741455924,92680.65171566376,2053.398914757301,458269.7612914255,0.975468505899861,3221706.972434872,34.76137589449404
Adjuntas,1990-1994,1,45,5,0.005465920249809902,2.5,0.026961182071441745,90627.25280090646,2443.417863399809,447027.71934603277,0.9677404234406248,2763437.211143446,30.492342267223687
Adjuntas,1990-1994,1,50,5,0.00768585272845796,2.5,0.03770478017336146,88183.83493750665,3324.952111162682,432606.7944096266,0.9552371672573718,2316409.491797413,26.26796048775817
Adjuntas,1990-1994,1,55,5,0.010698160330103443,2.5,0.05209743487287439,84858.88282634396,4420.930121430341,413242.08882814395,0.9204137106770383,1883802.6973877868,22.19923989858338
Adjuntas,1990-1994,1,60,5,0.02296397278082021,2.5,0.10858595180029736,80437.95270491362,8734.43165533035,380353.68438624224,0.878295954137329,1470560.608559643,18.281924876362652
Adjuntas,1990-1994,1,65,5,0.029281297998814453,2.5,0.13642009626468898,71703.52104958327,9781.801244101305,334063.1021376631,0.8502580188685669,1090206.9241734007,15.204370834446447
Adjuntas,1990-1994,1,70,5,0.03600729869563438,2.5,0.16516832999518274,61921.71980548197,10227.507050701082,284039.83140065713,0.781425832770648,756143.8220357376,12.211285868852688
