period,sex,pct_dentro,pct_dentro_sobreestima,pct_dentro_subestima,pct_fuera_sobreestima,pct_fuera_subestima
1980-1984,1,93.58974358974359,43.58974358974359,50,2.564102564102564,3.8461538461538463
1980-1984,2,93.58974358974359,37.17948717948718,56.41025641025641,2.564102564102564,3.8461538461538463
1985-1989,1,96.15384615384616,52.56410256410257,43.58974358974359,1.282051282051282,2.564102564102564
1985-1989,2,93.58974358974359,33.33333333333333,60.256410256410255,2.564102564102564,3.8461538461538463
1990-1994,1,93.58974358974359,50,43.58974358974359,2.564102564102564,3.8461538461538463
1990-1994,2,97.43589743589743,35.8974358974359,61.53846153846154,2.564102564102564,0
1995-1999,1,91.02564102564102,50,41.02564102564102,5.128205128205128,3.8461538461538463
1995-1999,2,98.71794871794873,41.02564102564102,57.692307692307686,0,1.282051282051282
2000-2004,1,93.58974358974359,37.17948717948718,56.41025641025641,2.564102564102564,3.8461538461538463
2000-2004,2,100,33.33333333333333,66.66666666666666,0,0
2005-2009,1,88.46153846153845,48.717948717948715,39.743589743589745,1.282051282051282,10.256410256410255
2005-2009,2,98.71794871794873,28.205128205128204,70.51282051282051,0,1.282051282051282
2010-2014,1,88.46153846153845,48.717948717948715,39.743589743589745,6.41025641025641,5.128205128205128
2010-2014,2,100,29.48717948717949,70.51282051282051,0,0
2015-2019,1,92.3076923076923,33.33333333333333,58.97435897435898,5.128205128205128,2.564102564102564
2015-2019,2,98.71794871794873,37.17948717948718,61.53846153846154,1.282051282051282,0
2020-2024,1,85.8974358974359,46.15384615384615,39.743589743589745,11.538461538461538,2.564102564102564
2020-2024,2,96.15384615384616,33.33333333333333,62.82051282051282,3.8461538461538463,0
