fips3,municipio,year,agegroup,population
139,Trujillo Alto,2022,5-9,2680
139,Trujillo Alto,2022,10-14,3668
139,Trujillo Alto,2022,15-19,3976
139,Trujillo Alto,2022,20-24,4419
139,Trujillo Alto,2022,25-29,4798
139,Trujillo Alto,2022,30-34,4552
139,Trujillo Alto,2022,35-39,3904
139,Trujillo Alto,2022,40-44,4460
139,Trujillo Alto,2022,45-49,4357
139,Trujillo Alto,2022,50-54,4361
139,Trujillo Alto,2022,55-59,4711
139,Trujillo Alto,2022,60-64,4280
139,Trujillo Alto,2022,65-69,4035
139,Trujillo Alto,2022,70-74,3665
139,Trujillo Alto,2022,75-79,3069
139,Trujillo Alto,2022,80+,4028
139,Trujillo Alto,2023,0-4,1740
139,Trujillo Alto,2023,5-9,2458
139,Trujillo Alto,2023,10-14,3488
139,Trujillo Alto,2023,15-19,3955
139,Trujillo Alto,2023,20-24,4329
139,Trujillo Alto,2023,25-29,4786
139,Trujillo Alto,2023,30-34,4727
139,Trujillo Alto,2023,35-39,3928
139,Trujillo Alto,2023,40-44,4401
139,Trujillo Alto,2023,45-49,4393
139,Trujillo Alto,2023,50-54,4312
139,Trujillo Alto,2023,55-59,4649
139,Trujillo Alto,2023,60-64,4334
139,Trujillo Alto,2023,65-69,4053
139,Trujillo Alto,2023,70-74,3693
139,Trujillo Alto,2023,75-79,3126
139,Trujillo Alto,2023,80+,4283
141,Utuado,2000,0-4,2579
141,Utuado,2000,5-9,3011
141,Utuado,2000,10-14,3266
141,Utuado,2000,15-19,3171
141,Utuado,2000,20-24,2511
141,Utuado,2000,25-29,2214
141,Utuado,2000,30-34,2180
141,Utuado,2000,35-39,2241
141,Utuado,2000,40-44,2388
141,Utuado,2000,45-49,2195
141,Utuado,2000,50-54,2194
141,Utuado,2000,55-59,1774
141,Utuado,2000,60-64,1401
141,Utuado,2000,65-69,1287
141,Utuado,2000,70-74,1057
141,Utuado,2000,75-79,840
141,Utuado,2000,80+,1022
141,Utuado,2001,0-4,2535
141,Utuado,2001,5-9,2959
141,Utuado,2001,10-14,3216
141,Utuado,2001,15-19,3102
141,Utuado,2001,20-24,2555
141,Utuado,2001,25-29,2182
141,Utuado,2001,30-34,2137
141,Utuado,2001,35-39,2224
141,Utuado,2001,40-44,2377
141,Utuado,2001,45-49,2193
141,Utuado,2001,50-54,2195
141,Utuado,2001,55-59,1870
141,Utuado,2001,60-64,1451
141,Utuado,2001,65-69,1318
141,Utuado,2001,70-74,1057
141,Utuado,2001,75-79,850
141,Utuado,2001,80+,1037
141,Utuado,2002,0-4,2478
141,Utuado,2002,5-9,2913
141,Utuado,2002,10-14,3154
141,Utuado,2002,15-19,3036
141,Utuado,2002,20-24,2578
141,Utuado,2002,25-29,2175
141,Utuado,2002,30-34,2106
141,Utuado,2002,35-39,2192
141,Utuado,2002,40-44,2354
141,Utuado,2002,45-49,2203
141,Utuado,2002,50-54,2179
141,Utuado,2002,55-59,1962
141,Utuado,2002,60-64,1514
141,Utuado,2002,65-69,1353
141,Utuado,2002,70-74,1063
141,Utuado,2002,75-79,861
141,Utuado,2002,80+,1054
141,Utuado,2003,0-4,2405
141,Utuado,2003,5-9,2848
141,Utuado,2003,10-14,3091
141,Utuado,2003,15-19,2981
141,Utuado,2003,20-24,2583
141,Utuado,2003,25-29,2185
141,Utuado,2003,30-34,2075
141,Utuado,2003,35-39,2140
141,Utuado,2003,40-44,2343
141,Utuado,2003,45-49,2206
141,Utuado,2003,50-54,2174
141,Utuado,2003,55-59,2038
141,Utuado,2003,60-64,1582
141,Utuado,2003,65-69,1388
141,Utuado,2003,70-74,1065
141,Utuado,2003,75-79,869
141,Utuado,2003,80+,1078
141,Utuado,2004,0-4,2335
141,Utuado,2004,5-9,2774
141,Utuado,2004,10-14,3017
141,Utuado,2004,15-19,2952
141,Utuado,2004,20-24,2561
141,Utuado,2004,25-29,2203
141,Utuado,2004,30-34,2042
141,Utuado,2004,35-39,2085
141,Utuado,2004,40-44,2339
141,Utuado,2004,45-49,2199
141,Utuado,2004,50-54,2176
141,Utuado,2004,55-59,2104
141,Utuado,2004,60-64,1652
141,Utuado,2004,65-69,1430
141,Utuado,2004,70-74,1063
141,Utuado,2004,75-79,877
141,Utuado,2004,80+,1100
141,Utuado,2005,0-4,2258
141,Utuado,2005,5-9,2695
141,Utuado,2005,10-14,2912
141,Utuado,2005,15-19,2948
141,Utuado,2005,20-24,2510
141,Utuado,2005,25-29,2216
141,Utuado,2005,30-34,2003
141,Utuado,2005,35-39,2044
141,Utuado,2005,40-44,2319
141,Utuado,2005,45-49,2194
141,Utuado,2005,50-54,2181
141,Utuado,2005,55-59,2165
141,Utuado,2005,60-64,1729
141,Utuado,2005,65-69,1452
141,Utuado,2005,70-74,1086
141,Utuado,2005,75-79,872
141,Utuado,2005,80+,1119
141,Utuado,2006,0-4,2171
141,Utuado,2006,5-9,2604
141,Utuado,2006,10-14,2821
141,Utuado,2006,15-19,2919
141,Utuado,2006,20-24,2455
141,Utuado,2006,25-29,2208
141,Utuado,2006,30-34,1956
141,Utuado,2006,35-39,2002
141,Utuado,2006,40-44,2291
141,Utuado,2006,45-49,2184
141,Utuado,2006,50-54,2203
141,Utuado,2006,55-59,2180
141,Utuado,2006,60-64,1829
141,Utuado,2006,65-69,1477
141,Utuado,2006,70-74,1095
141,Utuado,2006,75-79,885
141,Utuado,2006,80+,1138
141,Utuado,2007,0-4,2097
141,Utuado,2007,5-9,2493
141,Utuado,2007,10-14,2727
141,Utuado,2007,15-19,2866
141,Utuado,2007,20-24,2396
141,Utuado,2007,25-29,2178
141,Utuado,2007,30-34,1928
141,Utuado,2007,35-39,1967
141,Utuado,2007,40-44,2244
141,Utuado,2007,45-49,2162
141,Utuado,2007,50-54,2234
141,Utuado,2007,55-59,2176
141,Utuado,2007,60-64,1926
141,Utuado,2007,65-69,1516
141,Utuado,2007,70-74,1102
141,Utuado,2007,75-79,899
141,Utuado,2007,80+,1160
141,Utuado,2008,0-4,2037
141,Utuado,2008,5-9,2369
141,Utuado,2008,10-14,2616
141,Utuado,2008,15-19,2826
141,Utuado,2008,20-24,2353
141,Utuado,2008,25-29,2131
141,Utuado,2008,30-34,1922
141,Utuado,2008,35-39,1936
141,Utuado,2008,40-44,2174
141,Utuado,2008,45-49,2152
141,Utuado,2008,50-54,2254
141,Utuado,2008,55-59,2179
141,Utuado,2008,60-64,2009
141,Utuado,2008,65-69,1560
141,Utuado,2008,70-74,1109
141,Utuado,2008,75-79,910
141,Utuado,2008,80+,1177
141,Utuado,2009,0-4,1980
141,Utuado,2009,5-9,2254
141,Utuado,2009,10-14,2502
141,Utuado,2009,15-19,2778
141,Utuado,2009,20-24,2334
141,Utuado,2009,25-29,2067
141,Utuado,2009,30-34,1920
141,Utuado,2009,35-39,1905
141,Utuado,2009,40-44,2104
141,Utuado,2009,45-49,2142
141,Utuado,2009,50-54,2272
141,Utuado,2009,55-59,2197
141,Utuado,2009,60-64,2083
141,Utuado,2009,65-69,1607
141,Utuado,2009,70-74,1119
141,Utuado,2009,75-79,917
141,Utuado,2009,80+,1200
141,Utuado,2010,0-4,1911
141,Utuado,2010,5-9,2126
141,Utuado,2010,10-14,2408
141,Utuado,2010,15-19,2694
141,Utuado,2010,20-24,2365
141,Utuado,2010,25-29,2002
141,Utuado,2010,30-34,1899
141,Utuado,2010,35-39,1865
141,Utuado,2010,40-44,2056
141,Utuado,2010,45-49,2145
141,Utuado,2010,50-54,2268
141,Utuado,2010,55-59,2212
141,Utuado,2010,60-64,2141
141,Utuado,2010,65-69,1683
141,Utuado,2010,70-74,1139
141,Utuado,2010,75-79,942
141,Utuado,2010,80+,1229
141,Utuado,2011,0-4,1895
141,Utuado,2011,5-9,1957
141,Utuado,2011,10-14,2355
141,Utuado,2011,15-19,2559
141,Utuado,2011,20-24,2394
141,Utuado,2011,25-29,1942
141,Utuado,2011,30-34,1828
141,Utuado,2011,35-39,1793
141,Utuado,2011,40-44,2014
141,Utuado,2011,45-49,2178
141,Utuado,2011,50-54,2214
141,Utuado,2011,55-59,2212
141,Utuado,2011,60-64,2144
141,Utuado,2011,65-69,1804
141,Utuado,2011,70-74,1241
141,Utuado,2011,75-79,928
141,Utuado,2011,80+,1264
141,Utuado,2012,0-4,1826
141,Utuado,2012,5-9,1888
141,Utuado,2012,10-14,2267
141,Utuado,2012,15-19,2440
141,Utuado,2012,20-24,2378
141,Utuado,2012,25-29,1838
141,Utuado,2012,30-34,1801
141,Utuado,2012,35-39,1755
141,Utuado,2012,40-44,1955
141,Utuado,2012,45-49,2171
141,Utuado,2012,50-54,2182
141,Utuado,2012,55-59,2231
141,Utuado,2012,60-64,2126
141,Utuado,2012,65-69,1880
141,Utuado,2012,70-74,1339
141,Utuado,2012,75-79,932
141,Utuado,2012,80+,1293
141,Utuado,2013,0-4,1774
141,Utuado,2013,5-9,1839
141,Utuado,2013,10-14,2158
141,Utuado,2013,15-19,2307
141,Utuado,2013,20-24,2330
141,Utuado,2013,25-29,1791
141,Utuado,2013,30-34,1764
141,Utuado,2013,35-39,1742
141,Utuado,2013,40-44,1867
141,Utuado,2013,45-49,2131
141,Utuado,2013,50-54,2157
141,Utuado,2013,55-59,2270
141,Utuado,2013,60-64,2129
141,Utuado,2013,65-69,1951
141,Utuado,2013,70-74,1441
141,Utuado,2013,75-79,961
141,Utuado,2013,80+,1326
141,Utuado,2014,0-4,1656
141,Utuado,2014,5-9,1803
141,Utuado,2014,10-14,2041
141,Utuado,2014,15-19,2160
141,Utuado,2014,20-24,2256
141,Utuado,2014,25-29,1772
141,Utuado,2014,30-34,1671
141,Utuado,2014,35-39,1730
141,Utuado,2014,40-44,1821
141,Utuado,2014,45-49,2040
141,Utuado,2014,50-54,2137
141,Utuado,2014,55-59,2302
141,Utuado,2014,60-64,2189
141,Utuado,2014,65-69,2003
141,Utuado,2014,70-74,1473
141,Utuado,2014,75-79,1007
141,Utuado,2014,80+,1376
141,Utuado,2015,0-4,1552
141,Utuado,2015,5-9,1723
141,Utuado,2015,10-14,1918
141,Utuado,2015,15-19,2112
141,Utuado,2015,20-24,2111
141,Utuado,2015,25-29,1733
141,Utuado,2015,30-34,1611
141,Utuado,2015,35-39,1710
141,Utuado,2015,40-44,1743
141,Utuado,2015,45-49,1988
141,Utuado,2015,50-54,2146
141,Utuado,2015,55-59,2264
141,Utuado,2015,60-64,2235
141,Utuado,2015,65-69,2030
141,Utuado,2015,70-74,1589
141,Utuado,2015,75-79,1016
141,Utuado,2015,80+,1390
141,Utuado,2016,0-4,1409
141,Utuado,2016,5-9,1671
141,Utuado,2016,10-14,1744
141,Utuado,2016,15-19,2062
141,Utuado,2016,20-24,1986
141,Utuado,2016,25-29,1725
141,Utuado,2016,30-34,1553
141,Utuado,2016,35-39,1649
141,Utuado,2016,40-44,1664
141,Utuado,2016,45-49,1945
141,Utuado,2016,50-54,2182
141,Utuado,2016,55-59,2207
141,Utuado,2016,60-64,2250
141,Utuado,2016,65-69,2016
141,Utuado,2016,70-74,1693
141,Utuado,2016,75-79,1106
141,Utuado,2016,80+,1393
141,Utuado,2017,0-4,1288
141,Utuado,2017,5-9,1580
141,Utuado,2017,10-14,1662
141,Utuado,2017,15-19,1970
141,Utuado,2017,20-24,1866
141,Utuado,2017,25-29,1657
141,Utuado,2017,30-34,1450
141,Utuado,2017,35-39,1621
141,Utuado,2017,40-44,1616
141,Utuado,2017,45-49,1881
141,Utuado,2017,50-54,2168
141,Utuado,2017,55-59,2181
141,Utuado,2017,60-64,2275
141,Utuado,2017,65-69,1986
141,Utuado,2017,70-74,1773
141,Utuado,2017,75-79,1191
141,Utuado,2017,80+,1436
141,Utuado,2018,0-4,1079
141,Utuado,2018,5-9,1462
141,Utuado,2018,10-14,1569
141,Utuado,2018,15-19,1820
141,Utuado,2018,20-24,1693
141,Utuado,2018,25-29,1517
141,Utuado,2018,30-34,1361
141,Utuado,2018,35-39,1555
141,Utuado,2018,40-44,1568
141,Utuado,2018,45-49,1775
141,Utuado,2018,50-54,2111
141,Utuado,2018,55-59,2144
141,Utuado,2018,60-64,2291
141,Utuado,2018,65-69,1954
141,Utuado,2018,70-74,1850
141,Utuado,2018,75-79,1262
141,Utuado,2018,80+,1472
141,Utuado,2019,0-4,1032
141,Utuado,2019,5-9,1379
141,Utuado,2019,10-14,1586
141,Utuado,2019,15-19,1777
141,Utuado,2019,20-24,1627
141,Utuado,2019,25-29,1493
141,Utuado,2019,30-34,1419
141,Utuado,2019,35-39,1519
141,Utuado,2019,40-44,1594
141,Utuado,2019,45-49,1766
141,Utuado,2019,50-54,2039
141,Utuado,2019,55-59,2131
141,Utuado,2019,60-64,2353
141,Utuado,2019,65-69,2021
141,Utuado,2019,70-74,1935
141,Utuado,2019,75-79,1286
141,Utuado,2019,80+,1533
141,Utuado,2020,0-4,937
141,Utuado,2020,5-9,1396
141,Utuado,2020,10-14,1626
141,Utuado,2020,15-19,1671
141,Utuado,2020,20-24,1674
141,Utuado,2020,25-29,1758
141,Utuado,2020,30-34,1640
141,Utuado,2020,35-39,1529
141,Utuado,2020,40-44,1608
141,Utuado,2020,45-49,1647
141,Utuado,2020,50-54,1883
141,Utuado,2020,55-59,2026
141,Utuado,2020,60-64,2114
141,Utuado,2020,65-69,1959
141,Utuado,2020,70-74,1783
141,Utuado,2020,75-79,1293
141,Utuado,2020,80+,1682
141,Utuado,2021,0-4,886
141,Utuado,2021,5-9,1294
141,Utuado,2021,10-14,1605
141,Utuado,2021,15-19,1578
141,Utuado,2021,20-24,1674
141,Utuado,2021,25-29,1708
141,Utuado,2021,30-34,1711
141,Utuado,2021,35-39,1518
141,Utuado,2021,40-44,1590
141,Utuado,2021,45-49,1603
141,Utuado,2021,50-54,1850
141,Utuado,2021,55-59,2047
141,Utuado,2021,60-64,2055
141,Utuado,2021,65-69,1964
141,Utuado,2021,70-74,1767
141,Utuado,2021,75-79,1365
141,Utuado,2021,80+,1758
141,Utuado,2022,0-4,808
141,Utuado,2022,5-9,1180
141,Utuado,2022,10-14,1547
141,Utuado,2022,15-19,1523
141,Utuado,2022,20-24,1624
141,Utuado,2022,25-29,1637
141,Utuado,2022,30-34,1725
141,Utuado,2022,35-39,1474
141,Utuado,2022,40-44,1574
141,Utuado,2022,45-49,1578
141,Utuado,2022,50-54,1781
141,Utuado,2022,55-59,2026
141,Utuado,2022,60-64,2025
141,Utuado,2022,65-69,1977
141,Utuado,2022,70-74,1740
141,Utuado,2022,75-79,1430
141,Utuado,2022,80+,1865
141,Utuado,2023,0-4,775
141,Utuado,2023,5-9,1064
141,Utuado,2023,10-14,1502
141,Utuado,2023,15-19,1516
141,Utuado,2023,20-24,1579
141,Utuado,2023,25-29,1579
141,Utuado,2023,30-34,1737
141,Utuado,2023,35-39,1494
141,Utuado,2023,40-44,1566
141,Utuado,2023,45-49,1579
141,Utuado,2023,50-54,1718
141,Utuado,2023,55-59,1988
141,Utuado,2023,60-64,1988
141,Utuado,2023,65-69,2002
141,Utuado,2023,70-74,1734
141,Utuado,2023,75-79,1468
141,Utuado,2023,80+,1947
143,Vega Alta,2000,0-4,3097
143,Vega Alta,2000,5-9,3268
143,Vega Alta,2000,10-14,3272
143,Vega Alta,2000,15-19,3202
143,Vega Alta,2000,20-24,2960
143,Vega Alta,2000,25-29,2607
143,Vega Alta,2000,30-34,2720
143,Vega Alta,2000,35-39,2752
143,Vega Alta,2000,40-44,2583
143,Vega Alta,2000,45-49,2181
143,Vega Alta,2000,50-54,2225
143,Vega Alta,2000,55-59,1929
143,Vega Alta,2000,60-64,1640
143,Vega Alta,2000,65-69,1214
143,Vega Alta,2000,70-74,865
143,Vega Alta,2000,75-79,665
143,Vega Alta,2000,80+,825
143,Vega Alta,2001,0-4,3080
143,Vega Alta,2001,5-9,3271
143,Vega Alta,2001,10-14,3283
143,Vega Alta,2001,15-19,3156
143,Vega Alta,2001,20-24,3013
143,Vega Alta,2001,25-29,2595
143,Vega Alta,2001,30-34,2702
143,Vega Alta,2001,35-39,2767
143,Vega Alta,2001,40-44,2610
143,Vega Alta,2001,45-49,2236
143,Vega Alta,2001,50-54,2256
143,Vega Alta,2001,55-59,2008
143,Vega Alta,2001,60-64,1666
143,Vega Alta,2001,65-69,1270
143,Vega Alta,2001,70-74,913
143,Vega Alta,2001,75-79,689
143,Vega Alta,2001,80+,848
143,Vega Alta,2002,0-4,3047
143,Vega Alta,2002,5-9,3275
143,Vega Alta,2002,10-14,3278
143,Vega Alta,2002,15-19,3113
143,Vega Alta,2002,20-24,3043
143,Vega Alta,2002,25-29,2612
143,Vega Alta,2002,30-34,2704
143,Vega Alta,2002,35-39,2766
143,Vega Alta,2002,40-44,2624
143,Vega Alta,2002,45-49,2305
143,Vega Alta,2002,50-54,2266
143,Vega Alta,2002,55-59,2082
143,Vega Alta,2002,60-64,1713
143,Vega Alta,2002,65-69,1326
143,Vega Alta,2002,70-74,961
143,Vega Alta,2002,75-79,715
143,Vega Alta,2002,80+,873
143,Vega Alta,2003,0-4,2995
143,Vega Alta,2003,5-9,3265
143,Vega Alta,2003,10-14,3284
143,Vega Alta,2003,15-19,3081
143,Vega Alta,2003,20-24,3052
143,Vega Alta,2003,25-29,2652
143,Vega Alta,2003,30-34,2709
143,Vega Alta,2003,35-39,2740
143,Vega Alta,2003,40-44,2652
143,Vega Alta,2003,45-49,2365
143,Vega Alta,2003,50-54,2284
143,Vega Alta,2003,55-59,2142
143,Vega Alta,2003,60-64,1767
143,Vega Alta,2003,65-69,1386
143,Vega Alta,2003,70-74,1011
143,Vega Alta,2003,75-79,746
143,Vega Alta,2003,80+,899
143,Vega Alta,2004,0-4,2947
143,Vega Alta,2004,5-9,3245
143,Vega Alta,2004,10-14,3273
143,Vega Alta,2004,15-19,3078
143,Vega Alta,2004,20-24,3033
143,Vega Alta,2004,25-29,2702
143,Vega Alta,2004,30-34,2710
143,Vega Alta,2004,35-39,2711
143,Vega Alta,2004,40-44,2687
143,Vega Alta,2004,45-49,2417
143,Vega Alta,2004,50-54,2316
143,Vega Alta,2004,55-59,2185
143,Vega Alta,2004,60-64,1818
143,Vega Alta,2004,65-69,1451
143,Vega Alta,2004,70-74,1055
143,Vega Alta,2004,75-79,773
143,Vega Alta,2004,80+,926
143,Vega Alta,2005,0-4,2897
143,Vega Alta,2005,5-9,3217
143,Vega Alta,2005,10-14,3234
143,Vega Alta,2005,15-19,3106
143,Vega Alta,2005,20-24,2982
143,Vega Alta,2005,25-29,2744
143,Vega Alta,2005,30-34,2703
143,Vega Alta,2005,35-39,2695
143,Vega Alta,2005,40-44,2703
143,Vega Alta,2005,45-49,2469
143,Vega Alta,2005,50-54,2350
143,Vega Alta,2005,55-59,2229
143,Vega Alta,2005,60-64,1880
143,Vega Alta,2005,65-69,1499
143,Vega Alta,2005,70-74,1129
143,Vega Alta,2005,75-79,787
143,Vega Alta,2005,80+,954
143,Vega Alta,2006,0-4,2827
143,Vega Alta,2006,5-9,3178
143,Vega Alta,2006,10-14,3206
143,Vega Alta,2006,15-19,3100
143,Vega Alta,2006,20-24,2921
143,Vega Alta,2006,25-29,2765
143,Vega Alta,2006,30-34,2678
143,Vega Alta,2006,35-39,2680
143,Vega Alta,2006,40-44,2710
143,Vega Alta,2006,45-49,2512
143,Vega Alta,2006,50-54,2399
143,Vega Alta,2006,55-59,2218
143,Vega Alta,2006,60-64,1967
143,Vega Alta,2006,65-69,1548
143,Vega Alta,2006,70-74,1181
143,Vega Alta,2006,75-79,819
143,Vega Alta,2006,80+,977
143,Vega Alta,2007,0-4,2774
143,Vega Alta,2007,5-9,3114
143,Vega Alta,2007,10-14,3171
143,Vega Alta,2007,15-19,3076
143,Vega Alta,2007,20-24,2862
143,Vega Alta,2007,25-29,2763
143,Vega Alta,2007,30-34,2688
143,Vega Alta,2007,35-39,2677
143,Vega Alta,2007,40-44,2694
143,Vega Alta,2007,45-49,2547
143,Vega Alta,2007,50-54,2459
143,Vega Alta,2007,55-59,2193
143,Vega Alta,2007,60-64,2046
143,Vega Alta,2007,65-69,1610
143,Vega Alta,2007,70-74,1230
143,Vega Alta,2007,75-79,849
143,Vega Alta,2007,80+,1000
143,Vega Alta,2008,0-4,2736
143,Vega Alta,2008,5-9,3028
143,Vega Alta,2008,10-14,3120
143,Vega Alta,2008,15-19,3061
143,Vega Alta,2008,20-24,2812
143,Vega Alta,2008,25-29,2742
143,Vega Alta,2008,30-34,2720
143,Vega Alta,2008,35-39,2672
143,Vega Alta,2008,40-44,2657
143,Vega Alta,2008,45-49,2590
143,Vega Alta,2008,50-54,2509
143,Vega Alta,2008,55-59,2174
143,Vega Alta,2008,60-64,2112
143,Vega Alta,2008,65-69,1679
143,Vega Alta,2008,70-74,1285
143,Vega Alta,2008,75-79,881
143,Vega Alta,2008,80+,1025
143,Vega Alta,2009,0-4,2708
143,Vega Alta,2009,5-9,2950
143,Vega Alta,2009,10-14,3061
143,Vega Alta,2009,15-19,3035
143,Vega Alta,2009,20-24,2796
143,Vega Alta,2009,25-29,2699
143,Vega Alta,2009,30-34,2763
143,Vega Alta,2009,35-39,2670
143,Vega Alta,2009,40-44,2614
143,Vega Alta,2009,45-49,2643
143,Vega Alta,2009,50-54,2553
143,Vega Alta,2009,55-59,2170
143,Vega Alta,2009,60-64,2165
143,Vega Alta,2009,65-69,1751
143,Vega Alta,2009,70-74,1345
143,Vega Alta,2009,75-79,907
143,Vega Alta,2009,80+,1054
143,Vega Alta,2010,0-4,2652
143,Vega Alta,2010,5-9,2866
143,Vega Alta,2010,10-14,3011
143,Vega Alta,2010,15-19,3009
143,Vega Alta,2010,20-24,2821
143,Vega Alta,2010,25-29,2599
143,Vega Alta,2010,30-34,2792
143,Vega Alta,2010,35-39,2654
143,Vega Alta,2010,40-44,2598
143,Vega Alta,2010,45-49,2671
143,Vega Alta,2010,50-54,2601
143,Vega Alta,2010,55-59,2189
143,Vega Alta,2010,60-64,2203
143,Vega Alta,2010,65-69,1832
143,Vega Alta,2010,70-74,1401
143,Vega Alta,2010,75-79,954
143,Vega Alta,2010,80+,1081
143,Vega Alta,2011,0-4,2577
143,Vega Alta,2011,5-9,2772
143,Vega Alta,2011,10-14,2936
143,Vega Alta,2011,15-19,2956
143,Vega Alta,2011,20-24,2843
143,Vega Alta,2011,25-29,2460
143,Vega Alta,2011,30-34,2761
143,Vega Alta,2011,35-39,2612
143,Vega Alta,2011,40-44,2598
143,Vega Alta,2011,45-49,2668
143,Vega Alta,2011,50-54,2637
143,Vega Alta,2011,55-59,2244
143,Vega Alta,2011,60-64,2167
143,Vega Alta,2011,65-69,1943
143,Vega Alta,2011,70-74,1475
143,Vega Alta,2011,75-79,995
143,Vega Alta,2011,80+,1102
143,Vega Alta,2012,0-4,2478
143,Vega Alta,2012,5-9,2721
143,Vega Alta,2012,10-14,2828
143,Vega Alta,2012,15-19,2936
143,Vega Alta,2012,20-24,2790
143,Vega Alta,2012,25-29,2403
143,Vega Alta,2012,30-34,2680
143,Vega Alta,2012,35-39,2655
143,Vega Alta,2012,40-44,2568
143,Vega Alta,2012,45-49,2634
143,Vega Alta,2012,50-54,2648
143,Vega Alta,2012,55-59,2317
143,Vega Alta,2012,60-64,2130
143,Vega Alta,2012,65-69,2019
143,Vega Alta,2012,70-74,1543
143,Vega Alta,2012,75-79,1049
143,Vega Alta,2012,80+,1110
143,Vega Alta,2013,0-4,2363
143,Vega Alta,2013,5-9,2644
143,Vega Alta,2013,10-14,2723
143,Vega Alta,2013,15-19,2923
143,Vega Alta,2013,20-24,2773
143,Vega Alta,2013,25-29,2314
143,Vega Alta,2013,30-34,2606
143,Vega Alta,2013,35-39,2680
143,Vega Alta,2013,40-44,2543
143,Vega Alta,2013,45-49,2581
143,Vega Alta,2013,50-54,2681
143,Vega Alta,2013,55-59,2382
143,Vega Alta,2013,60-64,2121
143,Vega Alta,2013,65-69,2112
143,Vega Alta,2013,70-74,1611
143,Vega Alta,2013,75-79,1125
143,Vega Alta,2013,80+,1151
143,Vega Alta,2014,0-4,2245
143,Vega Alta,2014,5-9,2515
143,Vega Alta,2014,10-14,2628
143,Vega Alta,2014,15-19,2844
143,Vega Alta,2014,20-24,2691
143,Vega Alta,2014,25-29,2330
143,Vega Alta,2014,30-34,2473
143,Vega Alta,2014,35-39,2648
143,Vega Alta,2014,40-44,2521
143,Vega Alta,2014,45-49,2526
143,Vega Alta,2014,50-54,2629
143,Vega Alta,2014,55-59,2481
143,Vega Alta,2014,60-64,2114
143,Vega Alta,2014,65-69,2146
143,Vega Alta,2014,70-74,1671
143,Vega Alta,2014,75-79,1195
143,Vega Alta,2014,80+,1196
143,Vega Alta,2015,0-4,2075
143,Vega Alta,2015,5-9,2416
143,Vega Alta,2015,10-14,2530
143,Vega Alta,2015,15-19,2799
143,Vega Alta,2015,20-24,2571
143,Vega Alta,2015,25-29,2386
143,Vega Alta,2015,30-34,2307
143,Vega Alta,2015,35-39,2617
143,Vega Alta,2015,40-44,2452
143,Vega Alta,2015,45-49,2514
143,Vega Alta,2015,50-54,2592
143,Vega Alta,2015,55-59,2562
143,Vega Alta,2015,60-64,2163
143,Vega Alta,2015,65-69,2174
143,Vega Alta,2015,70-74,1704
143,Vega Alta,2015,75-79,1261
143,Vega Alta,2015,80+,1266
143,Vega Alta,2016,0-4,1929
143,Vega Alta,2016,5-9,2284
143,Vega Alta,2016,10-14,2403
143,Vega Alta,2016,15-19,2740
143,Vega Alta,2016,20-24,2460
143,Vega Alta,2016,25-29,2331
143,Vega Alta,2016,30-34,2137
143,Vega Alta,2016,35-39,2552
143,Vega Alta,2016,40-44,2381
143,Vega Alta,2016,45-49,2484
143,Vega Alta,2016,50-54,2584
143,Vega Alta,2016,55-59,2585
143,Vega Alta,2016,60-64,2236
143,Vega Alta,2016,65-69,2141
143,Vega Alta,2016,70-74,1791
143,Vega Alta,2016,75-79,1313
143,Vega Alta,2016,80+,1337
143,Vega Alta,2017,0-4,1748
143,Vega Alta,2017,5-9,2136
143,Vega Alta,2017,10-14,2315
143,Vega Alta,2017,15-19,2631
143,Vega Alta,2017,20-24,2342
143,Vega Alta,2017,25-29,2178
143,Vega Alta,2017,30-34,2016
143,Vega Alta,2017,35-39,2418
143,Vega Alta,2017,40-44,2355
143,Vega Alta,2017,45-49,2417
143,Vega Alta,2017,50-54,2520
143,Vega Alta,2017,55-59,2587
143,Vega Alta,2017,60-64,2308
143,Vega Alta,2017,65-69,2111
143,Vega Alta,2017,70-74,1847
143,Vega Alta,2017,75-79,1357
143,Vega Alta,2017,80+,1405
143,Vega Alta,2018,0-4,1517
143,Vega Alta,2018,5-9,1939
143,Vega Alta,2018,10-14,2153
143,Vega Alta,2018,15-19,2474
143,Vega Alta,2018,20-24,2191
143,Vega Alta,2018,25-29,2044
143,Vega Alta,2018,30-34,1865
143,Vega Alta,2018,35-39,2283
143,Vega Alta,2018,40-44,2321
143,Vega Alta,2018,45-49,2353
143,Vega Alta,2018,50-54,2444
143,Vega Alta,2018,55-59,2583
143,Vega Alta,2018,60-64,2368
143,Vega Alta,2018,65-69,2084
143,Vega Alta,2018,70-74,1894
143,Vega Alta,2018,75-79,1392
143,Vega Alta,2018,80+,1464
143,Vega Alta,2019,0-4,1454
143,Vega Alta,2019,5-9,1855
143,Vega Alta,2019,10-14,2085
143,Vega Alta,2019,15-19,2488
143,Vega Alta,2019,20-24,2156
143,Vega Alta,2019,25-29,2052
143,Vega Alta,2019,30-34,1997
143,Vega Alta,2019,35-39,2238
143,Vega Alta,2019,40-44,2342
143,Vega Alta,2019,45-49,2381
143,Vega Alta,2019,50-54,2421
143,Vega Alta,2019,55-59,2562
143,Vega Alta,2019,60-64,2492
143,Vega Alta,2019,65-69,2105
143,Vega Alta,2019,70-74,1936
