period,region,sex,e0
1980-1984,Adjuntas,1,72.2669085909488
1985-1989,Adjuntas,1,71.59836930299952
1990-1994,Adjuntas,1,71.53107964974775
1995-1999,Adjuntas,1,72.14806100444981
2000-2004,Adjuntas,1,73.9151290214138
2005-2009,Adjuntas,1,75.95031599220074
2010-2014,Adjuntas,1,76.98089855357557
2015-2019,Adjuntas,1,79.24122269649921
2020-2024,Adjuntas,1,79.13251283827469
1980-1984,Aguada,1,73.09911329892317
1985-1989,Aguada,1,72.99285600837902
1990-1994,Aguada,1,73.03628744225556
1995-1999,Aguada,1,72.79641857148447
2000-2004,Aguada,1,75.22172949315909
2005-2009,Aguada,1,76.70950869128237
2010-2014,Aguada,1,77.04643707683391
2015-2019,Aguada,1,79.21176072127695
2020-2024,Aguada,1,78.17669597739011
1980-1984,Aguadilla,1,71.02970444114649
1985-1989,Aguadilla,1,70.69733984558746
1990-1994,Aguadilla,1,70.80578708952098
1995-1999,Aguadilla,1,70.71408835378043
2000-2004,Aguadilla,1,73.1237813598865
2005-2009,Aguadilla,1,73.9797542300375
2010-2014,Aguadilla,1,75.48438462707934
2015-2019,Aguadilla,1,76.80329529909352
2020-2024,Aguadilla,1,76.49583682236413
1980-1984,Aguas Buenas,1,71.34101250373469
1985-1989,Aguas Buenas,1,71.70284354604054
1990-1994,Aguas Buenas,1,71.62875309836018
1995-1999,Aguas Buenas,1,71.9393926638146
2000-2004,Aguas Buenas,1,74.1885708794059
2005-2009,Aguas Buenas,1,74.92488471502114
2010-2014,Aguas Buenas,1,77.19112759504702
2015-2019,Aguas Buenas,1,77.71618132388822
2020-2024,Aguas Buenas,1,77.84140271574144
1980-1984,Aibonito,1,71.61870070557947
1985-1989,Aibonito,1,71.30049926606367
1990-1994,Aibonito,1,72.2147714622867
1995-1999,Aibonito,1,72.07822835479804
2000-2004,Aibonito,1,73.9810160826443
2005-2009,Aibonito,1,74.88186398657116
2010-2014,Aibonito,1,75.53760410239676
2015-2019,Aibonito,1,77.63435799683243
2020-2024,Aibonito,1,79.02165388691746
1980-1984,Anasco,1,71.8065255447271
1985-1989,Anasco,1,71.48646342027976
1990-1994,Anasco,1,70.86763157957672
1995-1999,Anasco,1,71.43523049340372
2000-2004,Anasco,1,73.99568595164361
2005-2009,Anasco,1,75.77559617848333
2010-2014,Anasco,1,76.13071816675539
2015-2019,Anasco,1,77.64866979261367
2020-2024,Anasco,1,77.51834626864407
1980-1984,Arecibo,1,70.85039379326194
1985-1989,Arecibo,1,70.36632396716307
1990-1994,Arecibo,1,70.6339289396028
1995-1999,Arecibo,1,70.40093735797848
2000-2004,Arecibo,1,73.0814200827435
2005-2009,Arecibo,1,73.67720188729052
2010-2014,Arecibo,1,75.42910083091391
2015-2019,Arecibo,1,77.18969044462288
2020-2024,Arecibo,1,76.73374190570395
1980-1984,Arroyo,1,69.7971071319977
1985-1989,Arroyo,1,69.5140953459614
1990-1994,Arroyo,1,69.7166401905787
1995-1999,Arroyo,1,69.82533834755024
2000-2004,Arroyo,1,72.30442771052618
2005-2009,Arroyo,1,73.37229396963718
2010-2014,Arroyo,1,74.10594685656075
2015-2019,Arroyo,1,76.1382363243833
2020-2024,Arroyo,1,76.54332182881033
1980-1984,Barceloneta,1,70.43922050235238
1985-1989,Barceloneta,1,71.56640383560242
1990-1994,Barceloneta,1,70.94298185132014
1995-1999,Barceloneta,1,70.42208494911667
2000-2004,Barceloneta,1,73.31559739020805
2005-2009,Barceloneta,1,74.44279004318801
2010-2014,Barceloneta,1,75.33771208472903
2015-2019,Barceloneta,1,77.43585765763142
2020-2024,Barceloneta,1,75.79185713779326
1980-1984,Barranquitas,1,71.43759043815308
1985-1989,Barranquitas,1,71.47522614610916
1990-1994,Barranquitas,1,71.00359422297149
1995-1999,Barranquitas,1,70.8844098559666
2000-2004,Barranquitas,1,73.7978352955488
2005-2009,Barranquitas,1,75.13197756210343
2010-2014,Barranquitas,1,75.6632194197281
