region,period,sex,e0_observado,e0_estimado,e0_lower,e0_upper,est_eval
Adjuntas,1980-1984,1,72.54189508802463,72.26949855631679,71.0439640507552,73.32958892064087,Estimación adecuada
Adjuntas,1980-1984,2,78.96516925394144,78.91890794585534,77.67984481505698,80.53544644279904,Estimación adecuada
Adjuntas,1985-1989,1,70.84999061728885,71.5969910218918,70.21438689750593,72.63693720278519,Estimación adecuada
Adjuntas,1985-1989,2,78.97855761762072,79.10937934201739,77.68325443143291,80.28828458337023,Estimación adecuada
Adjuntas,1990-1994,1,71.49310954038985,71.486830274256,70.33030259802314,72.56643526130958,Estimación adecuada
Adjuntas,1990-1994,2,77.88047658335911,78.79196946575624,77.67026764046427,80.05162170519375,Estimación adecuada
Adjuntas,1995-1999,1,71.91080703113897,72.13852912650955,71.06747011753653,73.19003451240023,Estimación adecuada
Adjuntas,1995-1999,2,78.53770419818306,78.83120702613238,77.57540053824295,80.10588964450305,Estimación adecuada
Adjuntas,2000-2004,1,74.0807006063416,73.88770847600327,72.7641232777256,74.88397489009117,Estimación adecuada
Adjuntas,2000-2004,2,79.50851081175084,79.90342465220465,78.60024518994693,81.08237125632388,Estimación adecuada
Adjuntas,2005-2009,1,77.13413877724005,76.02484283464679,74.82474531206603,77.43279775581851,Estimación adecuada
Adjuntas,2005-2009,2,82.23262377887984,82.10363641972273,80.85535069562064,83.67144782376496,Estimación adecuada
Adjuntas,2010-2014,1,78.0170892039493,76.7784924731891,75.68033031384229,78.25777970651407,Estimación adecuada
Adjuntas,2010-2014,2,84.37542750420445,83.53680258240975,82.27772239644557,84.9236855343456,Estimación adecuada
Adjuntas,2015-2019,1,80.07122326396828,79.56140260101895,78.20017913476826,81.08648310781227,Estimación adecuada
Adjuntas,2015-2019,2,84.75780508868199,84.76236910693382,83.557762384743,86.57288086544332,Estimación adecuada
Adjuntas,2020-2024,1,80.09050176489524,79.10218611151258,77.9148352892415,80.53291102617526,Estimación adecuada
Adjuntas,2020-2024,2,87.03883394524668,86.35536125791943,84.88832220177218,87.9960312444221,Estimación adecuada
