region,period,sex,e0_observado,e0_estimado,e0_lower,e0_upper,est_eval
Adjuntas,1980-1984,1,72.54189508802462,72.35105217226854,71.29893482373063,73.5013146369851,Estimación adecuada
Adjuntas,1980-1984,2,78.96516925394144,78.95757528183142,77.59247824430294,80.3007418436398,Estimación adecuada
Adjuntas,1985-1989,1,70.84999061728887,71.66447556511153,70.76703464984968,73.00197760956526,Estimación adecuada
Adjuntas,1985-1989,2,78.97855761762072,79.07189218570782,77.46468594992012,80.68066369751607,Estimación adecuada
Adjuntas,1990-1994,1,71.49310954038988,71.4280994558132,70.37779966386421,72.34533077997172,Estimación adecuada
Adjuntas,1990-1994,2,77.8804765833591,78.68488326053625,77.46219525181539,79.94950954678686,Estimación adecuada
Adjuntas,1995-1999,1,71.91080703113896,72.02587607447009,71.08959875717512,73.31328263696469,Estimación adecuada
Adjuntas,1995-1999,2,78.53770419818306,79.06764031526251,77.76421704771225,79.94027617596984,Estimación adecuada
Adjuntas,2000-2004,1,74.08070060634158,73.97202693322237,72.90894388617306,75.20105326211217,Estimación adecuada
Adjuntas,2000-2004,2,79.50851081175084,80.1314551988086,79.00047976196234,81.17753489983568,Estimación adecuada
Adjuntas,2005-2009,1,77.13413877724007,75.91056757133856,74.7380513504111,77.44342573017012,Estimación adecuada
Adjuntas,2005-2009,2,82.23262377887986,82.35515961452009,81.005726394301945,83.75864529002764,Estimación adecuada
Adjuntas,2010-2014,1,78.0170892039493,76.95771352509266,75.79479677558732,78.18121914098705,Estimación adecuada
Adjuntas,2010-2014,2,84.37542750420445,83.7607938824078,82.3771289273252,85.5302077439147,Estimación adecuada
Adjuntas,2015-2019,1,80.07122326396829,79.24229514904576,77.95145410539976,80.65646131110915,Estimación adecuada
Adjuntas,2015-2019,2,84.75780508868195,85.22580811774927,83.36910612925945,86.87656276362684,Estimación adecuada
Adjuntas,2020-2024,1,80.09050176489525,79.17503150897937,77.89317960532927,80.47704557935383,Estimación adecuada
Adjuntas,2020-2024,2,87.03883394524665,86.07654878587365,84.43081236930888,88.10299141474347,Estimación adecuada
Aguada,1980-1984,1,73.2175687853255,72.84767855050467,71.70296283137348,74.17536020256344,Estimación adecuada
Aguada,1980-1984,2,76.66307974738103,77.749332454279,76.66860620433263,79.02689291300702,> e0 observado
Aguada,1985-1989,1,73.2139670919283,72.92823208670401,72.07627817188717,73.9031699193902,Estimación adecuada
Aguada,1985-1989,2,77.70261010174512,78.21323144329833,77.19829657098559,79.33826120595499,Estimación adecuada
Aguada,1990-1994,1,73.47166304966474,72.95835380316433,72.13451716190832,73.98086522430413,Estimación adecuada
Aguada,1990-1994,2,79.5647230527858,79.49078475182826,78.40624058537182,80.64479714643824,Estimación adecuada
Aguada,1995-1999,1,72.96139718811193,72.57573266471042,71.58655166279675,73.53618764359884,Estimación adecuada
Aguada,1995-1999,2,78.42598214583917,78.66046103750568,77.60264865233674,79.76881172551413,Estimación adecuada
Aguada,2000-2004,1,75.7731265619719,75.1484094261613,74.2418246068818,76.23968396099013,Estimación adecuada
Aguada,2000-2004,2,80.35987918975404,80.5832029371238,79.40017984705264,82.127343194762,Estimación adecuada
Aguada,2005-2009,1,77.6139364553716,76.58933532277432,75.5076066996073,77.66135133156395,Estimación adecuada
Aguada,2005-2009,2,81.48750157025498,81.59801046789067,80.31761236562195,82.70529814647938,Estimación adecuada
Aguada,2010-2014,1,77.30810654500941,77.04334802904162,76.10687539938016,78.04351855101095,Estimación adecuada
Aguada,2010-2014,2,83.93649978812951,83.52842864974446,82.30544094347636,84.71651304704395,Estimación adecuada
Aguada,2015-2019,1,80.17632385200217,79.06810322679439,77.98556812440124,80.52597875517196,Estimación adecuada
Aguada,2015-2019,2,84.8851436302622,84.8138826232211,83.56184500881596,86.15363411692076,Estimación adecuada
Aguada,2020-2024,1,78.78968559483442,78.099624909797,77.11671611528698,79.2560422622591,Estimación adecuada
Aguada,2020-2024,2,83.87729580688905,84.12957197321165,82.75894494185741,85.51123236679888,Estimación adecuada
Aguadilla,1980-1984,1,71.00678071372083,71.12049865731998,70.04252177738485,71.94965876481103,Estimación adecuada
Aguadilla,1980-1984,2,77.48535658677463,77.4226625016454,76.49019517908967,78.3413965377799,Estimación adecuada
Aguadilla,1985-1989,1,70.58561267446154,70.67816658878337,69.99055074413506,71.70048089423362,Estimación adecuada
Aguadilla,1985-1989,2,77.65780206154781,77.58018535870337,76.78465820787024,78.5743259872557,Estimación adecuada
Aguadilla,1990-1994,1,70.88482346377515,70.72286007751939,69.99950447757834,71.6301101550041,Estimación adecuada
Aguadilla,1990-1994,2,77.99785568547415,78.0118340121902,77.1642099032126,78.77924419470679,Estimación adecuada
Aguadilla,1995-1999,1,70.78010378855268,70.86679493710994,70.09635452353135,71.46020158187582,Estimación adecuada
Aguadilla,1995-1999,2,78.16686736979355,78.17510180077764,77.39215413796478,79.11253391273691,Estimación adecuada
Aguadilla,2000-2004,1,73.78276571753031,73.2664114511411,72.67845479763095,74.16189158654333,Estimación adecuada
Aguadilla,2000-2004,2,80.4519877413878,80.10459720937504,79.12371383242369,81.12168639868997,Estimación adecuada
Aguadilla,2005-2009,1,74.34368140644379,74.10181774312233,73.14123935122542,75.02762445987872,Estimación adecuada
Aguadilla,2005-2009,2,81.18616231865003,80.77997892255502,79.9850140795267,81.62431380069977,Estimación adecuada
Aguadilla,2010-2014,1,76.10575530196566,75.53894148052133,74.5595650097037,76.40212422537313,Estimación adecuada
Aguadilla,2010-2014,2,81.66758711742574,81.63815178797367,80.85548585405886,82.6676949848019,Estimación adecuada
Aguadilla,2015-2019,1,77.50146177468308,76.87142070485415,75.95604542331981,77.91198750759924,Estimación adecuada
Aguadilla,2015-2019,2,82.99395073109926,83.61769701499571,82.30166499630604,84.67498770513754,Estimación adecuada
Aguadilla,2020-2024,1,76.52156602867667,76.42962617452983,75.54332041453091,77.65743269583767,Estimación adecuada
Aguadilla,2020-2024,2,83.20736033493193,83.4249874679657,82.47549643197287,84.38758375745384,Estimación adecuada
Aguas Buenas,1980-1984,1,70.9060601893331,71.62415190448405,70.23597848619286,72.63205704796889,Estimación adecuada
